page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;빛의 수호자,skip_disable,,,,
2,챕터12,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_boss,,
3,,,정예 듀라한,,right,,,,크아아!,,,,shaking,flash,,,,
4,,,정예 듀라한,,right,,disappear_down,,,,,1.5,skip_disable,clear_text,,,,
5,,,고니,,left,fury,,,"쳇, 이거 생각보다 어려운데...",,,,,,,,,
6,,,,,,,,,,,,0.7,skip_disable,shaking,clear_text,,,efx_story_fury
7,,,,,,,,,,,,0.7,skip_disable,shaking,,,,
8,,,부활한 다크닉스,,right,,appear_side,,[흥미롭구나. 미물 따위가 이곳에 당도하다니.],,italic,,shaking,,,,,
9,,,모코지,,left,sorrow,,,저건 설마..,,,,,,,,,
10,,,두른,,left,fury,,,"그래, 다크닉스. 어둠의 수호자.",,,,,,,,,
11,,,부활한 다크닉스,,right,,,,[나의 분노에 모두 잿더미가 될 것이다. 하지만 네놈들은 특별한 영광을 선사하지.],,italic,,,,,,,
12,,,부활한 다크닉스,,right,,,,[잿더미로 변할 세상의 첫 번째 재물이 될 영광.],,italic,,,,,,,
13,,,두른,,left,fury,,,영광은 무슨 얼어죽을~ 어둠의 마력에 물들면 유머 감각이 썩는 병이라도 걸리는 거야?,,,,,,,,,
14,,,고니,,left,fury,,,두른 님이 하실 말씀은 아닌 거 같은데..,,,,,,,,,
15,,,부활한 다크닉스,,right,,,,[곧 사라질 세상의 미물들아.],,italic,,,,,,,
16,,,부활한 다크닉스,,right,,,,"[빛의 수호자가 없는 한, 이 세상에서 나를 상대할 존재는 없다.]",,italic,,,,,,,
17,,,부활한 다크닉스,,right,,,,[순순히 영원한 죽음을 받아들여라.],,italic,,,,,,,
18,,,고니,,left,fury,,,하아~ 솔직히 네가 두른 님보다 더 재미가 없는 것만은 사실이야.,,,,,,,,,
19,,,번개고룡,,left,,,,"[어둠의 수호자, 너의 패배는 이미 정해져있다.]",,italic,,,,,,,
20,,,빙하고룡,,left,,,,"[제 아무리 거대한 어둠일지라도, 그 아무리 작은 빛이라 할지도!]",,italic,,,,,,,
21,,,파워 드래곤,,left,,,,[어둠은 결코 빛을 이길 수 없다!],,italic,,,,,,,
22,,,모코지,,left,happy,,,"스승님, 4대신룡들이에요!",,,,,,,,,
23,,,부활한 다크닉스,,right,,,,[허튼 소리! 그놈이 없는데 네놈들이 무슨 4대신룡이라는 것이냐!],,italic,,,,,,,
24,,,모코지,,left,idle,,,그러고 보니..,,,,,,,,,
25,,,케사스,,left,fury,,,제일 중요한 빛의 수호자가 없어..,,,,,,,,,
26,,,모코지,,left,sorrow,,,그럼.. 우리는 어떻게 되는 거죠?,,,,,,,,,
27,,,두른,,left,fury,,,이런.. 마법공학의 역사도 이렇게 끝나는 건가?,,,,,,,,,
28,,,데데,,left,idle,appear_side,,다행히 많이 늦지는 않았나 보네요.,,,,,,,bgm_dungeon_special,,
29,,,고니,,left,happy,,,데데? 그리고 누리 님!,,,,,,,,,
30,,,누리,,left,idle,,,많이 걱정했지?,,,,,,,,,
31,,,누리,,left,fury,,,그럼 이제 저 덩치만 큰. 시커먼 도마뱀을 혼내줘야겠지?,,,,,,,,,
32,,,고니,,left,happy,,,그 말은 설마..?,,,,,,,,,
33,,,,,,,,,,,,1,black_in,skip_disable,,,,
