page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;의식,skip_disable,,,,
2,챕터6,,,,,,,,,,,0.3,skip_disable,,,bgm_sorrow,,
3,,,누리,,right,idle,,,제 몸 상태에 대해서 말인가요?,,,,,,,,,
4,,,모코지,,left,idle,,,네. 혹시나 어디 아프시면 반드시 말씀해주세요.,,,,,,,,,
5,,,누리,,right,idle,,,걱정 마세요. 제 몸은 무엇보다 제가 더 잘 알고 있으니까요.,,,,,,,,,
6,,,두른,,left,idle,,,서툰 거짓말이군. 누가 봐도 누리 님. 당신은 이 공간에 온 뒤로 크게 동요하고 있어.,,,,,,,,,
7,,,두른,,left,idle,,,더구나 방근 전에도 그랬잖아? 모코지나 데데의 말에도 뒤늦게 반응하고.,,,,,,,,,
8,,,누리,,right,sorrow,,,하아..,,,,,,,,,
9,,,두른,,left,idle,,,"다른 녀석들이 말렸지만, 난 궁금한 것은 못 지나치는 성격이야.",,,,,,,,,
10,,,두른,,left,idle,,,심지어 그 일이 이 세상의 운명과 관련 있다면 더욱 그렇지.,,,,,,,,,
11,,,두른,,left,idle,,,다른 누구의 의견보다 누리 님. 당신에게 묻고 싶군.,,,,,,,,,
12,,,두른,,left,idle,,,도대체 빛의 기둥을 통해 이노에 오기 전에 무슨 일이 있던 건지.,,,,,,,,,
13,,,누리,,right,thought,,,으음..,,,,,,,,,
14,,,누리,,right,thought,,,지금 제 머릿속에 남은 건 흐릿한 일부의 기억뿐이에요.,,,,,,,,,
15,,,누리,,right,thought,,,"그 기억을 찾고자 모코지 님과 데데의 도움을 받기도 했지만, 소용이 없었죠.",,,,,,,,,
16,,,누리,,right,thought,,,무수히 많은 검은 로브와 몬스터의 파도..,,,,,,,,,
17,,,누리,,right,thought,,,수많은 생명의 비명과 오열 그리고 꺼지지 않는 화염.,,,,,,,,,
18,,,누리,,right,thought,,,거대하고 끔찍한 알. 그리고..,,,,,,,,,
19,,,,,,,,,,,,0.5,skip_disable,flash,clear_text,,,
20,,,,,,,,,,,,0.5,skip_disable,flash,,,,
21,,,누리,,right,sorrow,,,으윽..,,,,,,,,,
22,,,누리,,right,sorrow,,,"너무나 소중한 기억.. 하지만, 전혀 떠오르지 않아요..",,,,,,,,,
23,,,두른,,left,fury,,,기억이 나지 않는다라..,,,,,,,,,
24,,,,,,,,,,,,1,black_in,skip_disable,,,,
