page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;신의 수호자,skip_disable,,,,
2,챕터3,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,고니,,left,fury,,,검은 로브!,,,,,,,,,
4,,,검은로브,,right,,,,"이제야 제단에 도착하다니, 하지만 이미 늦었다.",,,,,,,,,
5,,,코카트리스,,right,,,,"쿠카카, 제단은 박살 났다! 너희는 끝이야!",,,,,,,,,
6,,,데데,,left,fury,,,아니! 제단은 신의의 수호자가 머무는 곳이 아니야.,,,,,,,,,
7,,,데데,,left,fury,,,신의의 수호자는 어디에나 존재해! 제단 따윈 중요치 않아!,,,,,,,,,
8,,,검은로브,,right,,,,정말 걸작이로군. 절망에 빠져 제정신이 아닌 거냐?,,,,,,,,,
9,,,검은로브,,right,,,,"기어코 제단을 지키지 못해, 고귀한 빛의 사제 님이 정신이 나가셨군.",,,,,,,,,
10,,,검은로브,,right,,,,"자, 코카트리스! 저 미치광이들을 해치워라!",,,,,,,,,
11,,,검은로브,,right,,,,"저 녀석들의 목숨을 제물로 바쳐, 위대한 어둠의 시대를 알리자!",,,,,,,,,
12,,,누리,,right,fury,,,우리 생각보다 몬스터 무리가 많아요. 어쩌면 좋지?,,,,,,,,,
13,,,데데,,left,fury,,,모두 다시 한번 저를 믿어주세요. 아니 부탁드릴게요.,,,,,,,,,
14,,,데데,,left,fury,,,제게 녀석들을 물리칠 방법이 있어요. 절대 실패하지 않을 거예요.,,,,,,,,,
15,,,고니,,left,happy,,,"에이, 무슨 소리야? 난 항상 데데를 믿고 있었다고... 다들 그렇죠?",,,,,,,,,
16,,,누리,,right,idle,,,응! 나도 고니와 같은 생각이야. 모코지 님과 케사스도 같은 생각이지?,,,,,,,,,
17,,,모코지,,left,happy,,,네! 저와 케사스 님도 같은 마음입니다. 같이 힘을 모으죠!,,,,,,,,,
18,,,케사스,,right,idle,,,"그래, 맘대로 하라고. 도와는 줄 테니까.",,,,,,,,,
19,,,데데,,left,happy,,,고마워요. 그럼 모두 전투를 준비해주세요,,,,,,,,,
20,,,검은로브,,right,,,,으하하! 벌레들이 최후의 발악이라니. 상대해줘라 코카트리스!,,,,,,,,,
21,,,코카트리스,,right,,,,쿠카카! 네놈들의 목숨을 어둠의 신에게 바쳐주마!!,,,,,,,,,
22,,,,,,,,,,,,1,black_in,skip_disable,,,,
