page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;진리의 형태,skip_disable,,,,
2,챕터2,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,검은로브,,right,,,,아하? 이제 알겠군.,,,,,,,,,
4,,,고니,,left,fury,,,"갑, 갑자기 무슨 소리야? 뭘 알아차렸단 거야?",,,,,,,,,
5,,,검은로브,,right,,,,네놈들의 그 미지근한 태도의 이유를?,,,,,,,,,
6,,,데데,,left,fury,,1초 대기,뭐라고?,,,,,,,,,
7,,,검은로브,,right,,,,"크하하! 설마? 네놈들, 내게서 시간을 벌려는 거냐?",,,,,,,,,
8,,,검은로브,,right,,,,"확실히 무언가 수작이 있을 거로 생각했지만, 참으로 어리석은 행동이다.",,,,,,,,,
9,,,검은로브,,right,,,,마을에 설치된 마탄은 마공학으로 유명한 마하임 공국의 마탄.,,,,,,,,,
10,,,검은로브,,right,,,,"신이 아닌 이상, 마을에 숨겨진 수백 개의 마탄을 찾을 수 없다.",,,,,,,,,
11,,,검은로브,,right,,,,"물론 발화 마탄을 제거한다면, 가능하겠지만? 불가능하겠지.",,,,,,,,,
12,,,검은로브,,right,,,,발화 마탄은 마하임 공국의 수석 마공학자도 다룰 수 없는 물건이니까.,,,,,,,,,
13,,,고니,,left,fury,,,쳇!,,,,,,,,,
14,,,검은로브,,right,,,,"그럼, 장난은 끝이다. 발화 마탄을 이용해 수십 개의 마탄에 작동시키겠다.",,,,,,,,,
15,,,검은로브,,right,,,2초 대기,네놈들의 선택으로 죽어갈 수많은 마을 사람의 비명을 감상해라.,,,,,,,,,
16,,,데데,,left,thought,,1초 대기,.....,,,,,,,,,
17,,,고니,,left,thought,,1초 대기,.....?,,,,,,,,,
18,,,검은로브,,right,,,,"어, 어떻게 된 거야? 어째서 마을이 폭파되지 않는 거지?",,,,,,,,,
19,,,검은로브,,right,,,,서… 설마?,,,,,,,,,
20,,,고니,,left,happy,,,마탄이 작동하지 않는다는 말은? 케사스와 모코지 님이 성공했다는 건가?,,,,,,,,,
21,,,데데,,left,happy,,,"마탄이 설치된 마을이 무사한 것 보니, 그런 것 같아요.",,,,,,,,,
22,,,검은로브,,right,,,,"무, 무슨 헛소리야? 뭐가 성공했단 거냐? 어째서 마탄이?",,,,,,,,,
23,,,케사스,,left,idle,appear_side,,생각대로 일이 풀리지 않았나 보군. 위대한 어둠을 섬기는 종 나으리…,,,,,,,,,
24,,,검은로브,,right,,,,"이 자식들, 대체 어떻게! 설마 그 많은 마탄을?",,,,,,,,,
25,,,모코지,,left,thought,,,"발화 마탄의 원리만 파악한다면, 누구라도 마탄의 작동을 멈출 수 있어요.",,,,,,,,,
26,,,검은로브,,right,,,,오만이 넘치는군! 발화 마탄의 원리를 파악한다고? 네놈이 무슨 수로!,,,,,,,,,
27,,,모코지,,left,thought,,,"마탄은 스승님의 작품이지만, 발화 마탄은 제가 만든 작품이니까요.",,,,,,,,,
28,,,검은로브,,right,,,2초 대기,그..그럴수가..?,,,,,,,,,
29,,,검은로브,,right,,shaking,검은로브 우측 퇴장 1초 대기,"이 자식들! 이, 이것이 끝이라고 생각하지 마라!",,,,,,,,,
30,,,검은로브,,right,,disappear_side,,,,,0.5,skip_disable,,,,,
31,,,고니,,left,happy,,,좋아! 우리가 해냈어!,,,,,,,,,
32,,,모코지,,right,happy,,,"자, 그럼, 어서 출발하죠. 아직 갈 길이 멀잖아요?",,,,,,,,,
33,,,,,,,,,,,,1,black_in,skip_disable,,,,
