page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;기억의 메아리,skip_disable,,,,
2,챕터10,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,고니,,left,idle,,,으하핫! 몬스터가 아무리 많아도 이 고니 님의 상대가 되지는 못하는 걸?,,,,,,,,,
4,,,케사스,,right,thought,,,"글쎄, 내 상대가 되지 않는 거겠지.",,,,,,,,,
5,,,고니,,left,happy,,,"뭐, 우리의 상대가 되지 못한다 정도로 타협할까? 으핫핫…",,,,,,,,,
6,,,고니,,left,idle,,,"어라, 누리 님?",,,,,,,,,
7,,,고니,,left,idle,,,어디를 그렇게 뚫어져라 쳐다보고 있어요?,,,,,,,,,
8,,,누리,,right,fury,,,저쪽에 사악한 기운이 보여!,,,,,,,,,
9,,,고니,,left,fury,,,사악한 기운?!,,,,,,,,,
10,,,퀸즈 라미아,,right,,appear_side,,오호? 알아채다니. 겉보기와는 달리 꽤나 하는 녀석도 있구나?,,,,,,,,,
11,,,데데,,left,fury,,,퀸즈 스네이크.. 역시나 모습이 변해버렸군요!,,,,,,,,,
12,,,퀸즈 라미아,,right,,,,내 환영 인사가 반갑지 않았던 모양이네.,,,,,,,,,
13,,,퀸즈 라미아,,right,,,,하지만 아직 놀라긴 이르거든. 너희를 위해 더 많은 것을 준비했지.,,,,,,,,,
14,,,퀸즈 라미아,,right,,,,절망과 고통 속에서 발버둥치며 천천히 죽어가거라.,,,,,,,,,
15,,,케사스,,left,fury,,,"흥, 뱀들은 허풍이 심한가 보군.",,,,,,,,,
16,,,두른,,left,idle,,,"저 녀석만 해치우면, 성지에 도착하는 건가? 어디 힘 좀 써볼까!",,,,,,,,,
17,,,,,,,,,,,,1,black_in,skip_disable,,,,
