page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;기억의 파편,skip_disable,,,,
2,챕터8,,,,,,,,,,,0.3,skip_disable,,,,,
3,,,누리,,right,thought,,,아까부터 계속 쳐다보는 거 같은데… 내 얼굴에 뭐 묻었어?,,,,,,,bgm_everyday,,
4,,,모코지,,left,idle,,,"누리 님, 아까 전부터 안색이 좋지 않아 보여요.",,,,,,,,,
5,,,누리,,right,idle,,,어쩌면 조금 무리한 걸지도 모르겠네요.,,,,,,,,,
6,,,데데,,left,idle,,,아직 여유는 있으니 오늘은 이쯤에서 쉬도록 하죠.,,,,,,,,,
7,,,누리,,right,idle,,,미안해.. 내가 짐이 될 줄은 몰랐는데..,,,,,,,,,
8,,,데데,,left,happy,,,"아, 아니에요. 누리 님이 얼마나 많은 도움을 주셨는데요.",,,,,,,,,
9,,,케사스,,right,happy,,,여기 아무 쓸모도 없는 녀석보다야. 엄청난 도움이 된 분이신걸요.,,,,,,,,,
10,,,고니,,left,fury,,,"맞아요. 누리 님이 얼마나... 자, 잠깐! 뭐?",,,,,,,,,
11,,,케사스,,right,happy,disappear_side,,,,,0.5,skip_disable,,,,,
12,,,고니,,left,fury,disappear_side,,,,,0.5,skip_disable,,,,,
13,,,누리,,right,sorrow,,,그럼 잠시 눈을 좀 붙일게요. 이상하게 오늘은 더 피곤하네요.,,,,,,,,,
14,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
15,,,,,,,,,,,,1,fadeout,skip_disable,,,,
16,,,모코지,,left,idle,,,스승님. 누리 님이 잠들었어요.,,,,,,,,,
17,,,두른,,right,idle,,,"이 방법이 통할지 모르지만, 해보지 않고는 모르는 거니까.",,,,,,,,,
18,,,데데,,left,fury,,,"자, 잠깐만요 둘이서 누리 님한테 무슨 짓이에요?",,,,,,,,,
19,,,모코지,,right,thought,,,진정해요. 데데 님. 저희는 누리 님의 내면을 들여다보려는 거에요.,,,,,,,,,
20,,,데데,,left,idle,,,누리 님의 내면을요?,,,,,,,,,
21,,,두른,,right,thought,,,"뭐, 그리 난폭한 방법은 아니야. 생명에 지장도 없고.",,,,,,,,,
22,,,두른,,right,thought,,,"모코지, 전에도 이 방법으로 누리 님의 내면을 들여다봤다고 했지?",,,,,,,,,
23,,,모코지,,left,thought,,,"네, 하지만, 도중에 누리 님이 너무 아파한 탓에 멈췄어요.",,,,,,,,,
24,,,두른,,right,idle,,,모코지가 접근하기 어려울 정도로 강력한 결계라..,,,,,,,,,
25,,,두른,,right,thought,,,고니. 데데. 케사스. 너희는 먼저 출발하도록 해.,,,,,,,,,
26,,,두른,,right,idle,,,모코지와 나는 누리 님의 기억을 조금만이라도 알아내겠어.,,,,,,,,,
27,,,,,,,,,,,,1,black_in,skip_disable,,,,
