page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;태동하는 악,skip_disable,,,,
2,,,,,,,,,,,,0.3,skip_disable,,,,,
3,,,,,,,,,"""나는 드래곤 테이머가 되기 위해 유타칸에 왔어""",,narrate,,,,,,,
4,,,,,,,,,"""이 검은 우연히 숲에서 찾아낸 거야. 꽤 무겁게 생겼지?""",,narrate,,,,,,,
5,,,,,,,,,"""누리, 녀석들이 오고 있어. 이곳에 숨어 있어!!""",,narrate,,,,,,,
6,,,,,,,,,"""반드시 살아 남아아야 해!""",,narrate,,,,,,,
7,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
8,로비,,,,,,,,,,,1,fadeout,skip_disable,,,,
9,,,누리,,right,fury,shaking,,,,,1,flash,skip_disable,,,,
10,,,누리,,right,fury,,,"안돼, 가지 마!",bot,,,,,,,,
11,,,모코지,,left,sorrow,,,"누리 님, 갑자기 왜 그러세요?",,,,,,,bgm_everyday,,
12,,,누리,,right,thought,,,"아, 아뇨. 잠깐 정신을 잃었던 모양이에요.",,,,,,,,,
13,,,누리,,right,idle,,,"죄송하지만, 나머지 물품은 혼자 사실 수 있으신가요?",,,,,,,,,
14,,,모코지,,left,thought,,,네. 상관없어요. 그보다? 안색이 좋지 않아 보이는데?,,,,,,,,,
15,,,누리,,right,idle,,,"아, 아뇨? 잠깐 현기증이 난 것뿐이에요. 그럼 다녀올게요.",,,,,,,,,
16,,,누리,,right,idle,disappear_side,,,,,0.5,,,,,,
17,,,모코지,,left,thought,,,무슨일이시지..,,,,,,,,,
18,,,케사스,,right,idle,,,모코지 님. 필요한 물품은 거의 다? 어라? 누리 님은 어디에?,,,,,,,,,
19,,,모코지,,left,sorrow,,,"잠시 현기증이 난다며, 쉬러 가셨어요. 혹시? 무슨 고민거리가 있는 건 아닐까요?",,,,,,,,,
20,,,케사스,,right,thought,,,확실히? 그때 빙하고룡과 만난 후로 누리 님이 저런 모습을 자주 보이는군요.,,,,,,,,,
21,,,모코지,,left,thought,,,누리 님을 변하게 만든 계기라? 대체 무슨 일이 있었던 걸까요?,,,,,,,,,
22,,,케사스,,right,thought,,,"하지만, 안다고 해도. 저희는 그저 지켜보는 것 외에는 별다른 방도는 없겠죠.",,,,,,,,,
23,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
24,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_sorrow,,
25,,,누리,,right,thought,,,"그때, 빙하고룡을 만난 뒤로 자꾸 누군가가 생각나.",,,,,,,,,
26,,,누리,,right,thought,,,"대체 누굴까? 눈을 감으면 그 목소리가 마치, 곁에 있는 것처럼 귓가에 들려와.",,,,,,,,,
27,,,누리,,right,fury,,,으윽...,,,,shaking,,,,,
28,,,누리,,right,thought,,,"어째서 기억을 떠올리려고 하면, 이 지끈거리는 아픔이 느껴지는 걸까.",,,,,,,,,
29,,,누리,,right,thought,,,대체? 어째서 기억을 떠올리려고 하면?,,,,,,,,,
30,,,누리,,right,sorrow,,,이렇게 가슴 한구석이 아려오는 걸까.,,,,,,,,,
31,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
32,챕터3,,,,,,,,,,,0.5,skip_disable,,,,,
33,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_everyday,,
34,,,누리,,right,idle,,,다들 모였구나? 이 협곡 끝에 신의의 수호자를 모시는 제단이 있어. 어서 출발하자!,,,,,,,,,
35,,,고니,,left,thought,,,모코지 님과 누리 님의 몸 상태가 좋지 않다고 알려줬는데. 몸은 괜찮으세요?,,,,,,,,,
36,,,누리,,right,idle,,,에이~ 걱정하지 마. 이렇게나 튼튼한 걸!,,,,,,,,,
37,,,데데,,left,idle,,,"그럼, 모두 출발하죠. 그리 녹록지 않은 여행이 될 것 같네요.",,,,,,,,,
38,,,,,,,,,,,,1,black_in,skip_disable,,,,
