page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;자신의 한계를 뛰어넘어 전율의 번개를 깨닫다.,skip_disable,,,,
2,,,,,,,,,,,,0.3,skip_disable,,,,,
3,,,,,,,,,검은 사도의 실험은 성공하였고 오로지 힘만을 갈망하는 궁극의 번개고룡이 탄생했다.,,narrate,,,,,,,
4,챕터12,,검은로브 보스,검은 사도,right,idle,,,모든 걸 파괴하라! 빛으로 빛을 파괴하라!,,bold_italic,,,,,,,
5,챕터12,,검은로브 보스,검은 사도,right,idle,,,어둠만이 우리를 구원할지어다! 파괴신 카데스님을 추종하라!,,bold_italic,,,,,,,
6,,,,,,,,,궁극의 번개고룡과 검은 사도는 이노행성의 여러 대륙들을 무자비하게 파괴해 나갔다.,,narrate,,,,,,,
7,,,,,,,,,이들의 힘은 보는 이마저 두려움에 떨게 할 정도였다.,,narrate,,,,,,,
8,챕터5,,로버트 테일러,,left,idle,,,"번개고룡, 저들을 막아야 해!",,bold,,,,,,,
9,챕터5,,번개고룡,,left,idle,,,오로지 힘만을 갈망하는 자는 자신의 정의를 실현시키지 못해.,,bold,,,,,,,
10,챕터5,,번개고룡,,left,idle,,,자신의 정의를 관철 시키지 못하는 자는 그저 빈껍데기일 뿐.,,bold,,,,,,,
11,챕터5,,로버트 테일러,,left,idle,,,"번개고룡 너에겐 두려움에 맞서는 용기, 자신을 믿는 신념, 상대를 향한 배려, 정의를 실현하고자 하는 열정이 있어!",,bold,,,,,,,
12,챕터5,,로버트 테일러,,left,idle,,,너의 믿음으로 한 단계 더 진화를 이룩해! 전율의 번개고룡으로!,,bold,,,,,,,
13,챕터5,,번개고룡,,left,idle,,,나의 영혼은 시련 앞에서 정의의 불길로 승화하리라!!!,,bold,,,,,,,
14,,,,,,,,,"테이머를 향한 신뢰, 자신의 굳은 신념, 스스로의 정의를 승화시킨 번개고룡은 전율을 일으키며 자신을 뛰어넘었다.",,narrate,,,,,,,
15,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
16,,,,,,,,,,,,1,fadeout,skip_disable,,,,
