page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;단편,skip_disable,,,,
2,로비,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,데데,,left,happy,,,"저, 정말이에요? 누리 님의 기억이 돌아오고 있다는 사실이?",,,,,,,,,
4,,,모코지,,right,thought,,,"저는 직접 보지 않았지만, 스승님이 그렇다고 말씀하셨어요.",,,,,,,,,
5,,,케사스,,left,fury,,,설마? 모코지 님에게 거짓으로 허풍을 떤 건 아니겠죠?,,,,,,,,,
6,,,두른,,right,idle,,,이상한 소리 말라고. 난 내가 본 것을 거짓으로 말하지 않아.,,,,,,,,,
7,,,두른,,right,thought,,,분명 누리 님의 내면에는 과거의 기억이 조금씩 돌아오고 있었어.,,,,,,,,,
8,,,두른,,right,thought,,,"다만, 무서울 정도로 강력한 무언가의 힘이 날 밀쳐내 버렸지만..",,,,,,,,,
9,,,고니,,left,thought,,,강력한 힘? 대체 누리 님의 내면에는 뭐가 있는 걸까요..,,,,,,,,,
10,,,모코지,,right,idle,,,마공학으로도 다가갈 수 없는 강력한 결계..,,,,,,,,,
11,,,모코지,,right,idle,,,확실한건! 예지에서 말한 빛의 조각을 모으면 누리 님의 기억도 되살아난다는 거예요.,,,,,,,,,
12,,,케사스,,left,idle,,,유일한 희망이 누리 님의 기억인 만큼. 반드시 조각을 모아야 할 이유가 생긴 셈이군요.,,,,,,,,,
13,,,데데,,right,thought,,,그럼. 누리 님이 돌아오는 대로 다음 지역으로 출발할게요.,,,,,,,,,
14,,,데데,,right,happy,,,지쳐가는 누리 님이 의지할 수 있도록 저희도 최선을 다하죠.,,,,,,,,,
15,,,모코지,,left,happy,,,"네, 모두 함께 힘을 모으죠!",,,,,,,,,
16,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
17,챕터8,,,,,,,,,,,0.5,skip_disable,,,,,
18,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_boss,,
19,,,밤사냥꾼,,right,,,,캬캬!! 이건 뭐지? 처음 보는 종류의 물약이군.,,,,,,,,,
20,,,검은로브,,left,,,,우리가 네게 주는 선물이다. 네 힘을 더 강하게 만들 것이다.,,,,,,,,,
21,,,밤사냥꾼,,right,,,,캬캬!! 나는 너희들을 잘 알고 있다. 항상 거짓말을 하지.,,,,,,,,,
22,,,밤사냥꾼,,right,,,,하지만 이건 확실히 내게 도움이 될 것 같군.,,,,,,,,,
23,,,밤사냥꾼,,right,,,,이 물약의 힘으로 놈들을 지옥으로 보내주지.,,,,,,,,,
24,,,검은로브,,left,,,,탁월한 선택이다. 어둠의 자식이여.,,,,,,,,,
25,,,,,,,,,,,,1,black_in,skip_disable,,,,
