page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;용기의 수호자,skip_disable,,,,
2,챕터4,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,데데,,left,fury,,,적들이 용기의 제단을 점거하고 있어요. 쉽지 않은 싸움이 될 것 같아요.,,,,,,,,,
4,,,케사스,,right,thought,,,크로낙이 몬스터 무리를 제단에 대량으로 퍼트린 게 분명해.,,,,,,,,,
5,,,모코지,,left,idle,,,모두 서로를 보호해주면서 앞으로 나가는 게 좋겠어요.,,,,,,,,,
6,,,고니,,right,fury,,,"좋아, 이 고니 님의 실력을 녀석들에게 제대로 보여주겠어?",,,,,,,,,
7,,,누리,,left,idle,,,"좋아, 모두 진형을…",,,,,,,,,
8,,,누리,,left,sorrow,,1초 대기,으윽..,,,,shaking,flash,,,,
9,,,데데,,right,thought,,,누리 님?,,,,,,,,,
10,,,누리,,left,idle,,,"아, 아무것도 아니야. 잠깐 어지러운 것뿐이야. 이 정도는 별 것 아냐.",,,,,,,,,
11,,,,,,,,1초 대기,,,,2,clear_all,black_in,skip_disable,,,
12,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_boss,,
13,,,용암 거미여왕,,right,,,,크흐흐…,,,,,,,,,
14,,,고니,,left,fury,,,"어, 너는 그때 그 재수 없는 거미!",,,,,,,,,
15,,,용암 거미여왕,,right,,,,크흐흐… 죽인다…,,,,,,,,,
16,,,용암 거미여왕,,right,,,,죽인다…,,,,,,,,,
17,,,케사스,,left,fury,,,뭐야? 저거 뭔가 상태가 좀 이상한데?,,,,,,,,,
18,,,용암 거미여왕,,right,,,,죽인다… 모두 죽인다…,,,,,,,,,
19,,,누리,,left,fury,,,설마 어둠의 힘! 크윽!,,,,shaking,flash,,,,
20,,,용암 거미여왕,,right,,,,크흐흐… 빛을 지운다!,,,,,,,,,
21,,,용암 거미여왕,,right,,,,사도를 죽인다!,,,,,,,,,
22,,,모코지,,left,thought,,,"뭔지는 잘 모르겠지만, 아무래도 저 거미 매우 위험해요!",,,,,,,,,
23,,,용암 거미여왕,,right,,,,크흐흐…,,,,,,,,,
24,,,용암 거미여왕,,right,,disappear_side,,,,,1,skip_disable,clear_text,,,,
25,,,고니,,left,thought,,,"누리 님, 괜찮아요?",,,,,,,,,
26,,,누리,,right,idle,,,괜찮아. 수호자를 만나서 기억을 모두 되찾기 전까지는…,,,,,,,,,
27,,,누리,,right,thought,,,절대로 쓰러질 수 없어!,,,,,,,,,
28,,,누리,,right,idle,,,모두들 준비해!,,,,,,,,,
29,,,누리,,right,fury,,,저 흉측한 벌레를 얼른 해치워 버리자고!,,,,,,,,,
30,,,,,,,,,,,,1,black_in,skip_disable,,,,
