page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;지성의 수호자,skip_disable,,,,
2,챕터2,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_boss,,
3,,,드레이크,,right,,,,크크크. 녀석들이 지성의 제단으로 오고 있다고!,,,,,,,,,
4,,,드레이크,,right,,,,"그렇게 잘난 척하더니, 결국 네놈의 작전도 무용지물이었군.",,,,,,,,,
5,,,검은로브,,left,,,,흥! 네놈이 녀석을 막지 못하면 살아남을 수 없을 거다.,,,,,,,,,
6,,,드레이크,,right,,,,그럴일은 없다. 난 네놈과 달리 완벽하니까.,,,,,,,,,
7,,,심해 상어 제독,,left,,,,드레이크 님. 녀석들이 나타났습니다. 어떻게 할까요?,,,,,,,,,
8,,,드레이크,,right,,,,좋아. 어서 마하임 공국에서 탈취한 장비를 설치해라.,,,,,,,,,
9,,,검은로브,,left,,,,이 장비는? 설마 이걸 사용할 생각인가?,,,,,,,,,
10,,,드레이크,,right,,,,크크크…,,,,,,,,,
11,,,,,,,,,,,,1.5,clear_all,black_in,skip_disable,,,
12,로비,,,,,,,,,,,0.5,skip_disable,,,,,
13,,,,,,,,2초 대기,,,,1,fadeout,skip_disable,,bgm_everyday,,
14,,,모코지,,left,happy,,,누리 님이 그때 저를 믿어줘서 마을을 구할 수 있었어요.,,,,,,,,,
15,,,누리,,right,idle,,,"아뇨, 전 마을 사람들을 피신시킨 것 외엔 딱히 한 것이 없어요.",,,,,,,,,
16,,,누리,,right,idle,,,"모코지 님이 발화 마탄을 파괴하지 못했다면, 마을은 구하지 못했을 거예요.",,,,,,,,,
17,,,누리,,right,idle,,,그러니까. 충분히 자랑할만한 일이에요. 자신감을 가지세요.,,,,,,,,,
18,,,모코지,,left,happy,,,"그, 그런가요? 항상 스승님에게 폐만 끼친 탓에 그럴지도…",,,,,,,,,
19,,,누리,,right,thought,,,"그러고 보니, 이렇게 뛰어난 실력을 지닌 모코지 님의 스승님이라?",,,,,,,,,
20,,,누리,,right,idle,,,분명 대단한 실력을 지니고 있겠군요. 만인의 모범이 되는 위인이라거나…,,,,,,,,,
21,,,모코지,,left,fury,,1초 대기,"하하하, 하하하…",,,,,,,,,
22,,,누리,,right,thought,,,.....?,,,,,,,,,
23,,,케사스,,right,happy,appear_side,케사스 등장,모코지 님. 부탁하신 물품을 파는 상점을 발견했어요.,,,,,,,,,
24,,,모코지,,left,happy,,"모코지, 케사스 퇴장","아, 누리 님. 그럼 이따가 다시 뵙죠. 저는 물건을 사러 이만.",,,,,,,,,
25,,,모코지,,left,happy,disappear_side,,,,,0.5,clear_text,skip_disable,,,,
26,,,케사스,,right,happy,disappear_side,,,,,0.5,skip_disable,,,,,
27,,,데데,,right,thought,appear_side,데데 등장,"누리 님, 표정이 왜…",,,,,,,,,
28,,,누리,,left,idle,,,아니… 내가 알던 케사스가 맞나 해서…,,,,,,,,,
29,,,데데,,right,thought,,,모코지 님에게 무례를 사과하고 어제부터 계속 같이 다니더라고요.,,,,,,,,,
30,,,데데,,right,thought,,,케사스 말로는 '가축들 사이에서 말이 통하는 상대를 만나 기쁘다.'라나..,,,,,,,,,
31,,,누리,,left,thought,,1초 대기,으응..?,,,,,,,,,
32,,,누리,,left,fury,,,"자, 잠깐? 케사스 저 녀석.. 그럼 나도 인간 이하로 생각하고 있단 소리야?!",,,,,,,,,
33,,,,,,,,,,,,1,black_in,skip_disable,,,,
