page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;신의 추종자,skip_disable,,,,
2,챕터7,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,맹독 거미여왕,,right,,,,어.. 어째서..,,,,,,,,,
4,,,,,,,,,크아아악!,,,,shaking,,,,,
5,,,맹독 거미여왕,,right,,disappear_down,,,,,1.5,skip_disable,flash,clear_text,,,
6,,,검은로브,,right,,,,"어, 어떻게? 움직일 수 있는 거지? 분명 제대로 설치를 했는데…",,,,,,,,,
7,,,누리,,left,idle,,,"아, 이 고철덩어리 말이야?",,,,,,,,,
8,,,두른,,left,thought,,,"뭐, 무자격자의 솜씨 치고는 제법이긴 했어.",,,,,,,,,
9,,,검은로브,,right,,,,"젠장, 원통하다.. 크아아악!",,,,,,,,,
10,,,검은로브,,right,,disappear_down,,,,,1.5,skip_disable,flash,clear_text,,,
11,,,누리,,left,idle,,,"휴, 위험할 뻔했어. 그보다 다들 다친 곳은 없어?",,,,,,,,,
12,,,모코지,,right,thought,,,스승님? 대체 이게 어찌 된 일이죠?,,,,,,,,,
13,,,두른,,left,idle,,,뭔가 수상쩍어서 누리 님과 함께 이 고약한 장치를 찾고 있었지.,,,,,,,,,
14,,,고니,,right,thought,,,대체 이게 뭐길래?,,,,,,,,,
15,,,두른,,left,idle,,,비전문가에게 설명하긴 좀 어려운데.,,,,,,,,,
16,,,두른,,left,idle,,,정신교란장치 같은 거랄까? 좀 조잡하긴 해도 효과적인 무기이지.,,,,,,,,,
17,,,두른,,left,happy,,,하지만 다른 사람은 몰라도 내 눈은 못 속이지.,,,,,,,,,
18,,,두른,,left,idle,,,"아, 물론 이걸 찾는데는 누리 님의 도움이 크긴 했지.",,,,,,,,,
19,,,데데,,right,happy,,,그래서 전투 도중에 지끈거리던 머리의 고통이 풀렸던 거군요.,,,,,,,,,
20,,,모코지,,left,idle,,,일단 위험한 적은 사라졌고. 이제 저희가 해야 할 일은 뭐죠?,,,,,,,,,
21,,,누리,,right,idle,,,데데. 선지자의 기록에는 어떻게 하라고 적혀있지?,,,,,,,,,
22,,,데데,,left,idle,,,"이곳에서 신의의 추종자를 불러야 해요. 자, 모두 제 뒤로 물러서세요.",,,,,,,,,
23,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
24,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_lobby,,
25,,,오르페우스,,right,,,,[예지의 운명에 따라. 빛의 조각을 찾아 헤매는 순례자들이여. 잘 왔다.],,italic,,,,,,,
26,,,오르페우스,,right,,,,[나의 이름은 오르페우스. 신의의 수호자를 추종하는 존재.],,italic,,,,,,,
27,,,데데,,left,idle,,,저희는 위대한 선지자의 예언에 따라 이곳에 왔습니다.,,,,,,,,,
28,,,데데,,left,idle,,,어둠의 수호자를 막을 실마리를 저희에게 알려주십시오.,,,,,,,,,
29,,,오르페우스,,right,,,,[빛을 갈구하는 숭고한 존재여. 이 조각을 받아라.],,italic,,,,,,,
30,,,고니,,left,,,,이건 대체?,,,,,,,,,
31,,,오르페우스,,right,,,,[네 개의 조각이 하나가 될 때. 비로소 어둠을 밝힐 존재가 깨어날 것이다.],,italic,,,,,,,
32,,,오르페우스,,right,,,,[하지만 그 빛은 위대한 존재의 운명으로만 발할 수 있다.],,italic,,,,,,,
33,,,누리,,left,,,,위대한 존재의 운명..?,,,,,,,,,
34,,,오르페우스,,right,,,,[위대한 존재의 모든 기억이 하나가 될 때. 어둠을 비출 왕이 깨어나리라.],,italic,,,,,,,
35,,,오르페우스,,right,,,,[빛을 갈구하는 숭고한 존재여. 열화의 추종자를 찾아 나아가라.],,italic,,,,,,,
36,,,오르페우스,,right,,,,[그리한다면 위대한 존재는 알게 되리라. 이 고행의 의미를.],,italic,,,,,,,
37,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
38,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_everyday,,
39,,,고니,,left,idle,,,오르페우스가 사라졌어.,,,,,,,,,
40,,,데데,,right,thought,,,그래도 다행이에요. 첫 번째 빛의 조각을 찾았으니.,,,,,,,,,
41,,,모코지,,left,idle,,,누리 님. 혹시 머리가 어지럽거나 어디 아프신 건 아니죠?,,,,,,,,,
42,,,누리,,right,idle,,,아니요. 기존의 수호자들과 다르게 지금은 어떤 고통도 느껴지지 않아요.,,,,,,,,,
43,,,누리,,right,thought,,,단지.. 아니 모르겠어요. 설명하기 어렵네요.,,,,,,,,,
44,,,두른,,left,thought,,,무리하게 묻지 않는 게 좋아. 마공학으로도 풀 수 없는 비밀은 있는 법이니까.,,,,,,,,,
45,,,데데,,right,idle,,,우선은 마을로 돌아가 다음 탐험을 준비하죠. 모두 지친 것 같으니까요.,,,,,,,,,
46,,,케사스,,left,happy,,,찬성이야. 오래 동안 씻지 않은 누구 때문에 짜증이 나던 참이니까.,,,,,,,,,
47,,,고니,,right,fury,,,케사스? 그거 혹시 나를 말하는 건 아니겠지? 응?,,,,,,,,,
48,,,,,,,,,,,,1,black_in,skip_disable,,,,
