page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;빛의 수호자,skip_disable,,,,
2,챕터12,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,고니,,left,fury,,,온통 몬스터들 천지구나!,,,,,,,,,
4,,,정예 듀라한,,right,,,,어리석은 놈들. 어둠의 수호자는 신과 마찬가지이다.,,,,,,,,,
5,,,정예 듀라한,,right,,,,신에게 저항하는 것이 얼마나 부질없는 것인지 모르는가!,,,,,,,,,
6,,,케사스,,left,fury,,,네놈에게는 신이지만 우리에게는 악마와 다를 게 없어!,,,,,,,,,
7,,,정예 듀라한,,right,,,,크크크. 좋은 대답이다. 난 어둠의 수호자의 위대한 마력을 흡수했다.,,,,,,,,,
8,,,정예 듀라한,,right,,,,이제 네놈들에게 죽음이라는 축복을 선사하마!,,,,,,,,,
9,,,정예 듀라한,,right,,,,멸망해가는 이 세상보다 먼저 죽음을 맞이하는 은혜를 입는 것이다.,,,,,,,,,
10,,,두른,,left,thought,,,이런.. 어둠의 능력에는 헛소리도 포함된 건가?,,,,,,,,,
11,,,모코지,,left,fury,,,"죽음이 선물? 저 몬스터, 아까부터 이상한 소리만 하네요.",,,,,,,,,
12,,,고니,,left,fury,,,"말이 통할 거 같지는 않으니, 힘으로 듣게 만들어야겠군.",,,,,,,,,
13,,,정예 듀라한,,right,,,,"그래, 마음에 드는 눈빛이다!",,,,,,,,,
14,,,정예 듀라한,,right,,,,답례로 네게 죽음을 선사하마.,,,,,,,,,
15,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
16,로비,,,,,,,,,,,0.5,skip_disable,,,,,
17,,,,,,,,,,,,1,fadeout,skip_disable,,,,
18,,,누리,,right,fury,,,.....,,,,,,,,,
19,,,누리,,right,fury,,,,,,0.5,skip_disable,flash,clear_text,,,
20,,,누리,,right,fury,,,,,,0.5,skip_disable,flash,,,,
21,,,누리,,right,fury,,,허억..?!,,,,,,,,,
22,,,데데,,left,happy,,,누리 님! 정신이 들어요? 저에요 데데.,,,,,,,,,
23,,,데데,,left,thought,,,어..? 누리 님 손에서 빛이.. 뭔가 빛나는 알 같은데..?,,,,,,,,,
24,,,누리,,right,fury,,,고니.. 고니에게 가야 해.,,,,,,,,,
25,,,누리,,right,fury,,,이걸 고니에게 전해야 해.,,,,,,,,,
26,,,데데,,left,idle,,,그게 대체 뭐길래?,,,,,,,,,
27,,,누리,,right,fury,,,모든 드래곤의 왕! 빛의 수호자 고대신룡이야!,,,,,,,,,
28,,,,,,,,,,,,1,black_in,skip_disable,,,,
