page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;빛의 기록,skip_disable,,,,
2,로비,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,고니,,left,thought,,,주변이 엉망진창이야. 우리가 마력의 공간에 간 사이에 이런 일이 일어나다니!,,,,,,,,,
4,,,케사스,,right,idle,,,새삼스럽게 놀랄 것 없잖아. 녀석들은 애초에 크로낙을 이용했었어.,,,,,,,,,
5,,,케사스,,right,fury,,,"오히려, 이 정도의 피해는 잘 막아낸거라고.",,,,,,,,,
6,,,모코지,,left,thought,,,이제 정말로 검은 로브의 사도가 전면전을 펼치기 시작했단 거군요.,,,,,,,,,
7,,,모코지,,left,thought,,,스승님. 검은 로브의 사도가 이렇게 모습을 드러낸 일이 있었나요?,,,,,,,,,
8,,,두른,,right,idle,,,아니.. 역사적으로 놈들은 항상 어둠에 숨어서 일을 벌였다. 이런 적은 처음이야.,,,,,,,,,
9,,,두른,,right,idle,,,"솔직히 말하면, 이런 난장판을 벌일 수 있는 것은 초월적인 아군이 있어서겠지.",,,,,,,,,
10,,,모코지,,left,thought,,,초월적인 아군?,,,,,,,,,
11,,,케사스,,right,fury,,,어둠의 수호자. 다크닉스.. 그 드래곤을 말씀하시는 거겠죠.,,,,,,,,,
12,,,모코지,,left,idle,,,"저, 저희가 정말 어둠의 수호자를 막을 수 있을까요?",,,,,,,,,
13,,,두른,,right,sorrow,,,하아..,,,,,,,,,
14,,,모코지,,left,idle,,,스승님?,,,,,,,,,
15,,,두른,,right,sorrow,,,나도 장담하긴 어렵군. 녀석은 신에 버금가는 힘을 지닌 녀석이야.,,,,,,,,,
16,,,두른,,right,sorrow,,,솔직히 말하면 누리 님의 기억이 돌아오지 않는다면 전혀 가망이 없어.,,,,,,,,,
17,,,모코지,,left,sorrow,,,.....,,,,,,,,,
18,,,고니,,right,happy,,,"우, 우선은.. 데데와 누리 님이 기다리는 곳으로 가봐요!",,,,,,,,,
19,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
20,챕터7,,,,,,,,,,,0.5,skip_disable,,,,,
21,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_special,,
22,,,두른,,right,idle,,,"이런.. 빛의 사제 님, 조금 우리가 늦어버렸네.",,,,,,,,,
23,,,두른,,right,idle,,,응? 안색이 왜 그래?,,,,,,,,,
24,,,데데,,left,fury,,,"설명은 나중에 하기로 하고, 우선은 모두 저를 따라와 주세요!",,,,,,,,,
25,,,누리,,right,fury,,,모두 정신을 바짝 차려. 이번 싸움은 제법 힘들어질 테니까!,,,,,,,,,
26,,,,,,,,,,,,1,black_in,skip_disable,,,,
