page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;빛을 따르는 수호자,skip_disable,,,,
2,챕터11,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,고니,,left,fury,,,아무리 끝이 없다고 해도 진짜 이러기야?,,,,,,,,,
4,,,케사스,,right,fury,,,"그럼 이게 진짜지, 가짜겠냐?",,,,,,,,,
5,,,두른,,left,fury,,,"말싸움은 나중에 하고, 일단 자리를 피해야 해!",,,,,,,,,
6,,,모코지,,right,sorrow,,,"맞아요, 이대로는 승산이 없어요.",,,,,,,,,
7,,,케사스,,left,fury,,,젠장..,,,,,,,,,
8,,,종말예언장치,,right,,appear_side,,파괴한다. 제거한다.,,,,,,,,,
9,,,종말예언장치,,right,,,,,,,0.5,skip_disable,flash,clear_text,,,
10,,,종말예언장치,,right,,,,,,,0.5,skip_disable,flash,shaking,,,
11,,,종말예언장치,,right,,,,시스템 가동 정지..,,,,shaking,,,,,
12,,,종말예언장치,,right,,disappear_down,,,,,1.5,skip_disable,clear_text,,,,
13,,,고니,,left,happy,,,"사.. 살았다! 잠깐, 저건 설마..  4대신룡!",,,,,,,bgm_lobby,,
14,,,파워 드래곤,,right,,appear_side,,"[빛의 순례자여, 별의 인도자들이여, 우리가 그대들을 돕겠다.]",,italic,,,,,,,
15,,,케사스,,left,idle,,,그렇다고 한들 다크닉스는 어쩔 수 없는 거 아닌가?,,,,,,,,,
16,,,번개고룡,,right,,,,[그렇다. 어둠의 수호자를 막을 수 있는 자는 오직 빛의 수호자뿐이다.],,italic,,,,,,,
17,,,빙하고룡,,right,,,,[하지만 이대로 내버려 둘 수는 없다.],,italic,,,,,,,
18,,,두른,,right,thought,,,그렇다면 당신들이 우리와 함께 저 몬스터 무리에 맞서 싸우겠단 건가?,,,,,,,,,
19,,,파워 드래곤,,right,,,,[몬스터들은 어둠의 마력으로 불멸을 얻었다.],,italic,,,,,,,
20,,,빙하고룡,,right,,,,[잠시 물리칠 수는 있으나 어둠의 수호자가 사라지지 않는다면 소생될 것이다.],,italic,,,,,,,
21,,,번개고룡,,right,,,,[빛의 순례자여 별의 인도자들이여 칠흑의 성채에 머무는 어둠의 수호자를 물리쳐라.],,italic,,,,,,,
22,,,번개고룡,,right,,,,[그것만이 이 세상을 구할 수 있는 길이다.],,italic,,,,,,,
23,,,고니,,left,thought,,,"하지만 누리 님이 기억을 되찾지 못한다면, 마지막 남은 빛의 조각을 얻을 수 없다고!",,,,,,,,,
24,,,파워 드래곤,,right,,,,"[용기 있는 자여, 빛의 순례자는 반드시 기억해 낼 것이다.]",,italic,,,,,,,
25,,,빙하고룡,,right,,,,"[모든 시련을 이겨내고, 그 기억이 돌아왔을 때..]",,italic,,,,,,,
26,,,번개고룡,,right,,,,[그대들 앞에 가장 위대한 빛의 존재가 나타날 것이다.],,italic,,,,,,,
27,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
28,,,,,,,,,,,,1,fadeout,skip_disable,,,,
29,,,두른,,right,thought,,,"좋아, 그럼 우리들의 목적은 정해졌군.",,,,,,,,,
30,,,두른,,right,thought,,,지금 이노에서 드래곤을 다룰 수 있는 사람은 우리뿐인 거 같으니까.,,,,,,,,,
31,,,모코지,,left,fury,,,누리 님도 분명 최선을 다하고 있을 거에요!,,,,,,,,,
32,,,고니,,right,happy,,,까짓거 해보는 수밖에 없잖아!,,,,,,,,,
33,,,케사스,,left,happy,,,죽든 살든 한 번 발버둥 쳐보자고!,,,,,,,,,
34,,,두른,,right,idle,,,그 무모한 패기 하나는 마음에 드는군.,,,,,,,,,
35,,,두른,,right,happy,,,이런 절망적인 상황에서 믿을 게 그거 하나뿐인 건 좀 슬프지만..,,,,,,,,,
36,,,,,,,,,,,,1,black_in,skip_disable,,,,
