page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;전문가,skip_disable,,,,
2,챕터2,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,모코지,,left,thought,,,마탄은 마력을 자원으로 동작하는 마공학 도구에요.,,,,,,,,,
4,,,모코지,,left,happy,,,그리고 마공학은 마공학자. 저 모코지의 전문분야랍니다.,,,,,,,,,
5,,,누리,,right,idle,,,그렇군요. 그럼 모코지 님은 마공학에 전문가라서 방법을 알고 있다?,,,,,,,,,
6,,,모코지,,left,happy,,,그럼요. 사실 아주 간단한 일이에요. 검은 로브는 자기 입으로 알려줬으니까요.,,,,,,,,,
7,,,누리,,right,thought,,,자기 입으로 알려줬다? 대체 뭐를 알려줬단 거죠?,,,,,,,,,
8,,,모코지,,left,idle,,,수백 개의 마탄을 조종하는 방법은 하나뿐이거든요. 바로 발화 마탄이에요.,,,,,,,,,
9,,,모코지,,left,idle,,,"그리고 발화 마탄을 만든 사람은 바로 저, 모코지랍니다.",,,,,,,,,
10,,,데데,,right,happy,,,네? 그 대단한 발화 마탄을 모코지 님이 만들었다고요?,,,,,,,,,
11,,,고니,,right,thought,,,"발, 발화 사탕? 아니 그 발화 어쩌고가? 대체 어떤 물건이길래?",,,,,,,,,
12,,,데데,,right,happy,,,마공학의 정수라고 불리는 폭탄이에요. 단 하나의 폭탄으로 수백 개의 마탄을 조종하죠.,,,,,,,,,
13,,,데데,,right,happy,,,"그런 건 만든 사람이 대체 누굴까? 라고 생각했는데, 모코지 님이였어요.",,,,,,,,,
14,,,누리,,right,idle,,,"그 말은 즉, 마을을 구할 방법을 모코지 님이 확실히 알고 있단 거군요.",,,,,,,,,
15,,,모코지,,left,happy,,,"네! 여러분이 저를 도와주신다면, 반드시 검은 로브의 작전을 막아볼게요.",,,,,,,,,
16,,,고니,,right,happy,,,좋아요. 전 모코지 님을 믿을게요. 언제든 말씀 주세요.,,,,,,,,,
17,,,데데,,left,happy,,,저도 모코지 님을 도울게요.,,,,,,,,,
18,,,누리,,right,idle,,,"지금은 자리에 없지만, 케사스는 제가 데려올게요. 모코지 님 정말 할 수 있겠어요?",,,,,,,,,
19,,,모코지,,left,thought,,,네! 고니 님과 데데 님은 최대한 검은 로브에게서 시간을 끌어주세요.,,,,,,,,,
20,,,누리,,right,idle,,,"그럼, 시작해볼까요!",,,,,,,,,
21,,,,,,,,,,,,1,black_in,skip_disable,,,,
