page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;믿고 있는 것,skip_disable,,,,
2,챕터9,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,고니,,right,fury,,,마을이 몬스터들에게 포위됐다고?,,,,,,,,,
4,,,데데,,left,fury,,,설마 이 근방에 몬스터가 이상할 정도로 없던 게 마을을 포위하기 위해서?,,,,,,,,,
5,,,검은로브,,right,,appear_side,,그래. 모두 이 일을 위한 작업이었지.,,,,,,,,,
6,,,검은로브,,right,,,,알았으면 순순히 투항해라. 만일 거절한다면..,,,,,,,,,
7,,,검은로브,,right,,,,"마을 주민들을 모두 죽인 다음, 네놈들도 곧 없애주지!!",,,,,,,,,
8,,,고니,,left,fury,,,이 비열한 자식!,,,,shaking,,,,,
9,,,두른,,right,fury,appear_side,,"제안이라기에 뭔가 했네. 별 기대도 하지 않았지만, 정말 최악인 걸.",,,,,,,,,
10,,,두른,,right,fury,,,마을의 몬스터 무리는 누리 님과 케사스로 어떻게든 감당할 수 있을 거야.,,,,,,,,,
11,,,데데,,left,fury,,,네? 그게 무슨…,,,,,,,,,
12,,,데데,,left,fury,,,설마 단 둘이 마을을 구하러 갔단 말인가요?,,,,,,,,,
13,,,데데,,left,fury,,,그걸 왜 이제 말해 주는 건가요!,,,,,,,,,
14,,,두른,,right,fury,,,"뭐, 임기응변에는 타이밍이란 게 아주 중요하거든.",,,,,,,,,
15,,,데데,,left,sorrow,,,"그게 아니라, 이건 제 발로 죽으러 간거 잖아요!",,,,shaking,,,,,
16,,,데데,,left,sorrow,,,왜 나한테는 한 마디 상의도 없이..,,,,,,,,,
17,,,모코지,,right,idle,,,걱정 말세요. 두 사람은 반드시 살아 돌아온다고 약속 했어요.,,,,,,,,,
18,,,데데,,left,sorrow,,,너무 위험한 일이에요..,,,,,,,,,
19,,,모코지,,right,idle,,,데데 님이 지나치게 걱정할 걸 알아서 그런 거예요.,,,,,,,,,
20,,,모코지,,right,idle,,,한 번 믿어보세요. 그 두 사람을.,,,,,,,,,
21,,,두른,,left,idle,,,모코지의 말이 맞아. 두 사람은 우리를 믿고 그런 선택을 한 거야.,,,,,,,,,
22,,,두른,,left,idle,,,이전처럼 마을을 지키러 갔다면 심해의 성지는 파괴되고 말았을 거야.,,,,,,,,,
23,,,두른,,left,fury,,,그러니 우리는 저 용감한 두 사람의 결의를 존중해 주자고!,,,,,,,,,
24,,,고니,,right,idle,,,데데…,,,,,,,,,
25,,,데데,,left,sorrow,,,케사스 님.. 누리 님..,,,,,,,,,
26,,,데데,,left,fury,,,그래요! 우리는 눈 앞에 적들에게 집중해요!,,,,,,,,,
27,,,검은로브,,right,,,,뭣이? 이것들이 어쩌자고!,,,,,,,,,
28,,,,,,,,,,,,1,black_in,skip_disable,,,,
