page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;기억의 파편,skip_disable,,,,
2,,,,,,,,,,,,0.3,skip_disable,,,,,
3,,,,,,,,,앙금과도 같은 기억이 아직 머릿속에 남아있어..,,narrate,,,,,,,
4,,,,,,,,,하지만.. 그게 뭔지.. 또 무엇을 기억하고 있었는지..,,narrate,,,,,,,
5,,,,,,,,,난 여전히 알지 못해..,,narrate,,,,,,,
6,,,,,,,,,,,,1,clear_all,black_in,skip_disable,,,
7,로비,,,,,,,,,,,0.5,skip_disable,,,,,
8,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_everyday,,
9,,,고니,,left,thought,,,이 주변 일대 경비는 꽤 삼엄하네요. 마치 전쟁을 준비하는 분위기에요.,,,,,,,,,
10,,,두른,,right,idle,,,당연하지. 이곳은 전쟁의 여파가 오지 않았지만 최전방은 전란에 빠져 있다고.,,,,,,,,,
11,,,두른,,right,thought,,,지금은 검은 로브의 사도의 공세를 어렵게 막고 있다고 해도.,,,,,,,,,
12,,,두른,,right,fury,,,어둠의 수호자가 눈을 뜨면 우리에게는 승산이 없어.,,,,,,,,,
13,,,케사스,,left,idle,,,"누리 님이 지닌 비밀이 풀리지 않는다면, 아무런 희망이 없단 건가..",,,,,,,,,
14,,,데데,,right,idle,,,"하지만, 아무것도 하지 않고 죽음을 기다리는 것은 무의미해..",,,,,,,,,
15,,,모코지,,left,idle,,,어라? 그러고 보니 누리 님이 조금 늦으시는 것 같은데요?,,,,,,,,,
16,,,데데,,right,thought,,,그러게요. 늦을 분이 아니신데. 뭔가 이상하네요.,,,,,,,,,
17,,,누리,,left,idle,appear_side,,이런.. 내가 너무 늦었나..,,,,,,,,,
18,,,고니,,right,thought,,,평소에는 항상 일찍 오시더니 오늘은 제일 늦게 오셨네요!,,,,,,,,,
19,,,누리,,left,idle,,,미안해~ 꿈자리가 조금 사나워서 좀 늦었어.,,,,,,,,,
20,,,모코지,,right,thought,,,대체 무슨 꿈을 꾸셨길래?,,,,,,,,,
21,,,누리,,left,idle,,,"뭐, 별것 아니에요. 그보다 빨리 출발하죠. 늦으면 안 되니까!",,,,,,,,,
22,,,누리,,left,idle,disappear_side,,,,,1,skip_disable,clear_text,,,,
23,,,모코지,,right,idle,,,누리 님.. 정말 괜찮은 걸까요?,,,,,,,,,
24,,,두른,,left,fury,,,"뭐, 방안을 모색해보자고. 무리하지 않은 방향으로..",,,,,,,,,
25,,,,,,,,,,,,1,black_in,skip_disable,,,,
