page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;망각,skip_disable,,,,
2,챕터10,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,고니,,left,idle,,,"이런, 분명 몬스터가 없는 길만 골라왔는데..",,,,,,,,,
4,,,고니,,left,thought,,,왜 갑자기 없던 몬스터들이 많이 보이는 거지?,,,,,,,,,
5,,,케사스,,right,thought,,,그말은 놈들이 우리의 이동경로를 훤히 꿰뚫고 있다는 거겠지.,,,,,,,,,
6,,,데데,,left,fury,,,분명히 광명의 성지로 향하는 우릴 막을 속셈으로 몬스터를 늘린 게 분명해요.,,,,,,,,,
7,,,누리,,right,idle,,,별다른 방법은 없네! 녀석들을 모두 물리치고 앞으로 돌격하자!,,,,,,,,,
8,,,모코지,,left,happy,,,"스승님, 서두르시죠.",,,,,,,,,
9,,,두른,,right,thought,,,젊은 애들한테 맞추는 건 정말 쉽지 않구만..,,,,,,,,,
10,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
11,챕터12,,,,,,,,,,,0.5,skip_disable,,,,,
12,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_boss,,
13,,,퀸즈 라미아,,left,,,,그럼 네 말대로 하지. 네가 준 이 힘으로 그 버러지들을 뭉게 버리겠어!,,,,,,,,,
14,,,검은로브 보스,,right,,,,좋을 대로 하거라. 혹시 모르니 수하들도 붙여주지. 크크크.,,,,,,,,,
15,,,퀸즈 라미아,,left,,disappear_side,,,,,1,skip_disable,clear_text,,,,
16,,,검은로브,,left,,appear_side,,저런 멍청한 괴물 따위에게 중임을 맡기시는 걸 보니..,,,,,,,,,
17,,,검은로브,,left,,,,필시 이번에도 미끼인가 봅니다?,,,,,,,,,
18,,,검은로브 보스,,right,,,,"그래, 모든 것은 어둠의 수호자를 깨우기 위한 의식이지.",,,,,,,,,
19,,,검은로브 보스,,right,,,,깨어난 수호자가 세상의 모든 죽어가는 것들을 어둠으로 인도할 것이다.,,,,,,,,,
20,,,검은로브 보스,,right,,,,어둠이 모든 것을 집어 삼키리라!,,,,,,,,,
21,,,,,,,,,,,,1,black_in,skip_disable,,,,
