page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;위대한 존재,skip_disable,,,,
2,로비,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,누리,,right,idle,,,"이 마을, 생각했던 것보다 꽤 크구나.",bot,,,,,,,,
4,,,누리,,right,thought,,,뭔가 마을이라기보다 요새 같은 느낌인데…,,,,,,,,,
5,,,누리,,right,thought,,,"잠깐… 저기 저 여자, 낯이 익은데 설마!",,,,,,,,,
6,,,누리,,right,idle,,,저기요! 잠깐만!,,,,,,,,,
7,,,유리아,???,left,idle,,,"깜짝이야, 누구시죠?",,,,,,,,,
8,,,누리,,right,happy,,,유리아 맞죠?,,,,,,,,,
9,,,유리아,,left,idle,,,누구신가요? 어떻게 제 이름을 알고 계시는거죠?,,,,,,,,,
10,,,누리,,right,happy,,,저 누리에요. 드래곤 테이머 누리!,,,,,,,,,
11,,,유리아,,left,idle,,,누리? 글쎄요... 그런 특이한 이름을 가진 드래곤 테이머라면 내가 기억 못할 리가 없는데…,,,,,,,,,
12,,,누리,,right,idle,,,네? 점술사 유리아가 아니에요?,,,,,,,,,
13,,,유리아,,left,idle,,,제 이름은 유리아가 맞지만...,,,,,,,,,
14,,,유리아,,left,idle,,,저는 점술 같은 건 몰라요. 엘피스의 부화소를 관리하고 있죠.,,,,,,,,,
15,,,유리아,,left,idle,,,"아, 드래곤 테이머라고 했죠? 혹시 드래곤 알이 필요하면 언제든 제 부화소로 와요.",,,,,,,,,
16,,,유리아,,left,idle,,,그럼 이만…,,,,,,,,,
17,,,유리아,,left,idle,disappear_side,,,,,0.5,clear_text,skip_disable,,,,
18,,,누리,,right,thought,,,어엇..?,,,,,,,,,
19,,,누리,,right,thought,,,(대체 뭐가 어떻게 된 거야? 분명 유리아가 맞는데…),,,,,,,,,
20,,,누리,,right,idle,,,"그래, 일단 마을을 둘러봐야겠어!",,,,,,,,,
21,,,,,,,,,,,,1.5,clear_all,black_in,skip_disable,,,
22,,,,,,,,,,,,1,fadeout,skip_disable,,,,
23,,,데데,???,left,idle,appear_side,,엘피스에 오신 것을 환영합니다. 빛의 사도 님.,bot,,,,,,,,
24,,,누리,,right,thought,,,응? 빛의 사도? 그게 누구야? 설마 나?,,,,,,,,,
25,,,데데,,left,happy,,,"네. 그렇습니다. 저는 데데, 신성왕국 바이델의 사제입니다.",,,,,,,,,
26,,,데데,,left,happy,,,사도 님을 맞이하러 왔습니다.,,,,,,,,,
27,,,누리,,right,idle,,,"뭔지는 모르겠지만, 내 소개도 하는 게 예의겠네요.",,,,,,,,,
28,,,누리,,right,idle,,,"제 이름은 누리, 드래곤 테이머에요.",,,,,,,,,
29,,,데데,,left,idle,,,안녕하세요 누리님.,,,,,,,,,
30,,,데데,,left,idle,,,귀하신 분께서 지금 누리 님을 기다리고 계시답니다.,,,,,,,,,
31,,,누리,,right,thought,,,귀하신 분? 그게 누군데요?,,,,,,,,,
32,,,데데,,left,idle,,,정확한 얘기는 그 분께 들으시지요. 저는 그저 명을 전하는 사람일 뿐입니다.,,,,,,,,,
33,,,누리,,right,thought,,,뭐가 뭔지 하나도 모르겠네.,,,,,,,,,
34,,,누리,,right,fury,,,"뭐, 나쁜 사람 같아 보이지는 않으니, 일단 가보기는 할게요.",,,,,,,,,
35,,,,,,,,,,,,1,black_in,skip_disable,,,,
