page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;어둠의 덫,skip_disable,,,,
2,로비,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,모코지,,left,thought,,,생각보다 고니 님과 데데 님의 복귀가 늦는 것 같네요.,,,,,,,,,
4,,,케사스,,right,thought,,,고니 녀석이 데데를 꼬드겨서 엉뚱한 짓을 하고 있을 게 뻔해요.,,,,,,,,,
5,,,누리,,left,idle,,,"데데는 현명한 아이니까, 그럴 일은 없을 거야.",,,,,,,,,
6,,,,,,,,,,,,1.5,clear_all,black_in,skip_disable,,,
7,,,,,,,,,,,,1,fadeout,skip_disable,,,,
8,,,고니,,left,fury,,,"크, 큰일이에요! 정말 큰일 났다고요!",,,,,,,,,
9,,,케사스,,right,idle,,,갑자기 그게 무슨 소리야? 설마 지각한 걸 무마하려고 핑계를 대는 건 아니겠지?,,,,,,,,,
10,,,누리,,right,thought,,,데데. 고니가 큰일 났다고 하는 일이 대체 뭐야?,,,,,,,,,
11,,,데데,,left,fury,,,검은 로브의 사도가 본격적으로 움직이기 시작했어요.,,,,,,,,,
12,,,데데,,left,idle,,,첩보에 의하면 수많은 나라에 검은 로브의 사도가 목격되었다고 해요.,,,,,,,,,
13,,,모코지,,right,thought,,,또 다른 정보는 없었나요? 아무리 검은 로브가 강하다고 해도 혼자서 움직이지는 않을 텐데…,,,,,,,,,
14,,,고니,,left,thought,,,검은 로브가 나타난 지역에 항상 무수한 몬스터 무리가 나타났다고 하더군요.,,,,,,,,,
15,,,모코지,,right,happy,,,에이~ 불가능해요. 그렇게 많은 몬스터 무리가 각 나라에 동시에 나타날 수는..,,,,,,,,,
16,,,모코지,,right,fury,,,설마..?,,,,,,,,,
17,,,케사스,,left,fury,,1초 대기,모코지 님. 혹시? 뭔가 알고 있는 것이 있다면 말씀해주세요.,,,,,,,,,
18,거대벌레,,,,,,,,,,,3,clear_char,clear_text,skip_disable,bgm_dungeon_boss,,
19,,,모코지,,left,fury,,[컷씬]11,태초의 마귀 크로낙! 그 거대 벌레라면 무수한 몬스터를 한 번에 이동시킬 수 있어요.,,,,,,,,,
20,,,모코지,,left,fury,,,크로낙은 어둠의 피로 만든 거대 마수로 결계가 없다면 어디든 이동할 수 있죠.,,,,,,,,,
21,,,고니,,right,fury,,,"어쩌지? 그런 무시무시한 녀석을 놔뒀다간, 모든 나라가 엉망이 돼버릴 거야.",,,,,,,,,
22,,,누리,,left,idle,,,무슨 소리야. 엉망이 되게 놔둘 리 없잖아! 모두 각자의 짐을 들고 있으니!,,,,,,,,,
23,,,누리,,left,idle,,,데데. 그 거대 벌레 크로낙이 어느 쪽으로 향했는지 알 수 있을까?,,,,,,,,,
24,,,데데,,right,thought,,,붉은 화산 산맥. 저희가 향하는 화룡의 땅과 근접한 지역이에요.,,,,,,,,,
25,,,누리,,left,idle,,,"좋아, 그러면 어서 화룡의 땅으로 출발하자.",,,,,,,,,
26,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
27,챕터4,,,,,,,,,,,0.5,skip_disable,,,bgm_everyday,,
28,,,,,,,,2초 대기,,,,1,fadeout,skip_disable,,,,
29,,,고니,,left,idle,,,여기가 화룡의 땅인가?,,,,,,,,,
30,,,누리,,right,thought,,,좋아! 모두 흩어져서 크로낙의 흔적을 찾아보자!,,,,,,,,,
31,,,고니,,left,happy,,,데데! 나랑 함께 크로낙을 찾아보자. 난 이런 일 하나는 자신 있거든!,,,,,,,,,
32,,,데데,,right,happy,,"고니 좌측 퇴장 후, 데데 출현. 대사 출력 후 좌측 퇴장",네. 고니 님의 감은 유난히 남들보다 예리하니까. 한번 믿어볼게요.,,,,,,,,,
33,,,데데,,right,happy,disappear_side,,,,,0.5,skip_disable,clear_text,,,,
34,,,고니,,left,happy,disappear_side,,,,,0.5,skip_disable,,,,,
35,,,케사스,,right,fury,,,잘들 노는군. 이런 상황에서 저런 느긋한 태도는 죽음을 재촉한다고.,,,,,,,,,
36,,,모코지,,left,idle,,,케사스 님. 우리도 데데 님을 도와 저쪽을 살펴보는 게 어떨까요?,,,,,,,,,
37,,,케사스,,right,happy,,"모코지 좌측 퇴장 후, 케사스 출현. 대사 출력후 우측 퇴장",나쁘지 않은 생각이네요.,,,,,,,,,
38,,,케사스,,right,happy,disappear_side,,,,,0.5,skip_disable,clear_text,,,,
39,,,모코지,,left,idle,disappear_side,,,,,0.5,skip_disable,,,,,
40,,,누리,,right,fury,,누리 우측 퇴장,"자, 잠깐만? 자기들끼리만 가는 게 어딨어? 나도 데려가라고!",,,,,,,,,
41,,,,,,,,,,,,1,black_in,skip_disable,,,,
