page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;마력의 지역,skip_disable,,,,
2,챕터6,,,,,,,,,,,0.3,skip_disable,,,bgm_sorrow,,
3,,,두른,,right,fury,,,그 말이 사실인가..?,,,,,,,,,
4,,,모코지,,left,idle,,,"믿기 어렵겠지만, 말씀드린 이야기는 모두 사실이에요.",,,,,,,,,
5,,,두른,,right,idle,,,빛의 기둥과 어둠의 기둥이 목격됐다는 이야기는 나도 얼핏 들었어.,,,,,,,,,
6,,,두른,,right,thought,,,하지만 설마 그 기둥에서 나타난 존재가 이렇게 가까이 있었다니…,,,,,,,,,
7,,,두른,,right,thought,,,네 말대로라면 누리 님이 지닌 기억이 모든 일의 열쇠란 소리겠군.,,,,,,,,,
8,,,두른,,right,idle,,,그렇다면... 더욱더 누리 님이 빨리 기억을 되찾아야 해.,,,,,,,,,
9,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
10,,,,,,,,,,,,1,fadeout,skip_disable,,,,
11,,,데데,,right,idle,,,두른 님. 누리 님은 과거의 일을 기억하지 못해요.,,,,,,,,,
12,,,고니,,left,thought,,,또 억지로 기억하려 들면 무척이나 괴로워 보였고요.,,,,,,,,,
13,,,두른,,right,fury,,,하지만 언젠가는 기억해야만 할 일이야.,,,,,,,,,
14,,,두른,,right,idle,,,누리 님이 이노에 온 이유 또한 그 기억과 연관되어 있을 거야.,,,,,,,,,
15,,,케사스,,left,idle,,,그리고 그 기억이 이 위기를 극복할 방법을 알려줄 테고요.,,,,,,,,,
16,,,모코지,,right,sorrow,,,"하지만, 누리 님이..",,,,,,,,,
17,,,두른,,left,idle,,,모코지. 네가 누리 님을 걱정하는 것을 모두가 알고 있어. 하지만!,,,,,,,,,
18,,,고니,,right,idle,,,"자, 잠깐.. 일단, 지금은 우리 앞에 닥친 일부터 해결하고 생각하고…",,,,,,,,,
19,,,고니,,right,happy,,,누리 님에 대한 일은 그 이후에 천천히 생각하는 게 어떨까?,,,,,,,,,
20,,,두른,,left,thought,,,흠…,,,,,,,,,
21,,,데데,,right,thought,,,"혹시 검은 로브들이 누리 님을 노릴지 모르니, 더 각별히 보호해야겠어요.",,,,,,,,,
22,,,케사스,,left,thought,,,"뭐, 누리 님이 쉽게 당할 분은 아니지만, 저도 데데 님과 같은 생각입니다.",,,,,,,,,
23,,,데데,,right,thought,,,그럼 누리 님을 부르고 서둘러 출발하죠. 마력의 기운이 심상치 않으니까요.,,,,,,,,,
24,,,,,,,,,,,,1,black_in,skip_disable,,,,
