page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;원정대,skip_disable,,,,
2,챕터1,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,고니,,left,fury,,,"이봐, 확실한 거지? '빛의 순례'라는 걸 마치면 정규 드래곤 테이머로 승격시켜준다는 거.",bot,,,,,,,,
4,,,누리,,right,idle,,,그럼 당연하지! 그렇고 말고!,,,,,,,,,
5,,,케사스,,right,fury,,,"네가 지금 찬 밥 더운 밥 가릴 만한 처지가 아닐 텐데, 만년 수습 테이머님?",,,,,,,,,
6,,,누리,,right,thought,,,만년 수습 테이머?,,,,,,,,,
7,,,고니,,left,thought,,,뭐라고? 케사스 이 재수 없는 자식이!,,,,,,,,,
8,,,고니,,left,idle,,,"그래, 정규 테이머가 되는 너보다 늦었지만, '테이머 마스터'가 되는 건 이 고니 님이거든!",,,,,,,,,
9,,,고니,,left,fury,,,그러니까 그 재수없는 눈으로 똑바로 뜨고 지켜보라고!,,,,,,,,,
10,,,케사스,,right,fury,,,"암, 그러고 말고. 다만 내가 늙어죽기 전에 그 감동을 이 두 눈에 담을 수 있게 해줘.",,,,,,,,,
11,,,고니,,left,fury,,,"케사스, 이 배배 꼬인 자식아!",,,,,,,,,
12,,,데데,,left,idle,,,"자, 둘 다 그만!",,,,,,,,,
13,,,고니,,left,thought,,,"아니, 저런 잘난 척이나 하는 녀석이랑 왜 같이 가야 되는 건데?",,,,,,,,,
14,빛의순례길,,,,,,,,,,,3,clear_char,clear_text,skip_disable,bgm_dungeon_ready,,
15,,,데데,,left,idle,,,"고니! 그리고 케사스, 잘 들어요.",,,,,,,,,
16,,,데데,,left,idle,,,두 사람은 빛의 순례자 누리 님의 '별의 인도자'로서 선택되었습니다.,,,,,,,,,
17,,,데데,,left,idle,,,둘 다 이게 얼마나 중요한 일인지 알 거라고 생각해요.,,,,,,,,,
18,,,데데,,left,idle,,,"게다가 두 사람 모두 드래곤 테이머 마스터라는, 같은 꿈을 꾸고 있잖아요?",,,,,,,,,
19,챕터1,,,,,,,,,,,1,clear_char,clear_text,skip_disable,bgm_everyday,,
20,,,케사스,,right,idle,,,테이머 마스터가 되는 게 목표야.,,,,,,,,,
21,,,케사스,,right,happy,,,하지만 같은 꿈이라도 꾸는 사람 나름 아닐까?,,,,,,,,,
22,,,고니,,left,happy,,,"케사스, 네가 아직 잘 몰라서 그런 거 같은데 말이야?",,,,,,,,,
23,,,고니,,left,happy,,,이 몸은 빛의 순례자에게 직접 선택 받았다고!,,,,,,,,,
24,,,케사스,,right,fury,shaking,,"당연히 그렇겠지. 그런 '뒷문'이 아닌, 정상적인 방법이라면 불가능하니까.",,,,,,,,,
25,,,고니,,left,thought,shaking,,"이 자식, 그럼 누가 먼저 마스터가 되는지 한 번 해 보자고!",,,,,,,,,
26,,,케사스,,right,thought,,,"암요, 입 마스터님.",,,,,,,,,
27,,,고니,,left,fury,,,"케사스, 너…",,,,,,,,,
28,,,누리,,right,idle,,,이렇게 말하면 실망할 수도 있지만…,,,,,,,,,
29,,,누리,,right,idle,,,"솔직히 모르겠어. 빛의 순례자가 뭔지, 별의 인도자가 또 뭔지…",,,,,,,,,
30,,,누리,,right,idle,,,하지만 분명 내가 여기에 있는 이유가 분명히 있을 거라고 생각해.,,,,,,,,,
31,,,누리,,right,idle,,,아직 내가 깨닫지 못한 무언가가?,,,,,,,,,
32,,,케사스,,right,idle,,,알리티아라고 했던 가? 데데가 그러더군. 이노와는 다른 세상에서 왔다고.,,,,,,,,,
33,,,케사스,,right,happy,,,그 세계의 드래곤 테이머는 얼마나 대단한지 직접 확인해 보고 싶군.,,,,,,,,,
34,,,고니,,left,happy,,,"흥, 케사스 이 자식, 끝까지 잘난 척을!",,,,,,,,,
35,,,데데,,left,happy,,,이제 출발할 시간이에요. 숲을 가로질러 갈 테니 다들 조심하시길.,,,,,,,,,
36,,,,,,,,,,,,1,black_in,skip_disable,,,,
