page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;빛을 찾아서,skip_disable,,,,
2,챕터7,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,고니,,left,happy,,,"좋았어, 이 고니 님의 멋진 활약으로 몬스터 완전 소탕이다!",,,,,,,,,
4,,,케사스,,right,idle,,,먼저 나가서 두들겨 맞고 있던 게 누구더라?,,,,,,,,,
5,,,고니,,left,fury,,1초 대기,아앙? 내가언제!,,,,,,,,,
6,,,데데,,right,thought,,,아직 몬스터의 잔당이 주변에 숨어있을 수도 있어요.,,,,,,,,,
7,,,데데,,right,thought,,"고니, 케사스, 데데 동시 좌측 퇴장",고니 님과 케사스 님은 저와 함께 이 주변을 순찰하죠.,,,,,,,,,
8,,,데데,,right,thought,disappear_side,,,,,0.5,skip_disable,clear_text,,,,
9,,,고니,,left,fury,disappear_side,,,,,0.5,skip_disable,,,,,
10,,,모코지,,left,happy,,,후우.. 조금 쉬고 가고 싶네요..,,,,,,,,,
11,,,누리,,right,fury,,,모코지 님!,,,,,,,,,
12,,,모코지,,left,thought,,,네에..? 제가 무슨 잘못이라도..?,,,,,,,,,
13,,,두른,,right,fury,,,"아니, 저기 뭔가가 대단히 못생긴 것들이 몰려오고 있거든.",,,,,,,,,
14,,,,,,,,1초 대기,,,,2,clear_all,black_in,skip_disable,,,
15,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_special,,
16,,,맹독 거미여왕,,right,,,,하아아.. 하아아..,,,,,,,,,
17,,,모코지,,left,fury,,,저건 거미여왕? 아니 뭔가 좀 다른데?,,,,,,,,,
18,,,맹독 거미여왕,,right,,,,어둠은 시작이자 끝이니..,,,,,,,,,
19,,,맹독 거미여왕,,right,,,,모두 어둠 속으로..,,,,,,,,,
20,,,맹독 거미여왕,,right,,,,빛은 꺼졌으니 이제 어둠을 막을 수 없다..,,,,,,,,,
21,,,두른,,left,idle,,,"음, 내가 세상에서 싫어하는 부류가 딱 두 가지 있어.",,,,,,,,,
22,,,두른,,left,thought,,,하나는 돈을 빌리고 갚지 않는 놈들.,,,,,,,,,
23,,,두른,,left,fury,,,그리고 너 같이 남의 앞길을 막고 헛소리를 늘어놓는 부류.,,,,,,,,,
24,,,맹독 거미여왕,,right,,,,네놈들의 목숨은 얼마 남지 않았다..,,,,,,,,,
25,,,맹독 거미여왕,,right,,disappear_side,,,,,1,skip_disable,clear_text,,,,
26,,,두른,,left,happy,,,이런이런~ 이 천재 두른 님의 목숨값은 좀 비싼데 말이지~,,,,,,,,,
27,,,,,,,,,,,,1,black_in,skip_disable,,,,
