page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;절대적인 힘,skip_disable,,,,
2,챕터6,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_boss,,
3,,,검은로브 보스,,left,,,,"자, 다 되었다. 마시거라.",,,,,,,,,
4,,,맹독 거미여왕,,right,,,,"시, 싫다! 이게 뭔 줄 알고!",,,,,,,,,
5,,,검은로브 보스,,left,,,,"왜? 독이라도 있을까 봐? 크크크, 설마 독거미가 독을 무서워 하는 건가?",,,,,,,,,
6,,,맹독 거미여왕,,right,,,,이게 어디서 수작질이야! 나는 내 동생처럼 순진하지 않아!,,,,,,,,,
7,,,검은로브 보스,,left,,,,"크크, 그리 겁 먹을 필요 없다.",,,,,,,,,
8,,,검은로브 보스,,left,,,,이게 바로 그 어둠의 정수다.,,,,,,,,,
9,,,검은로브 보스,,left,,,,어둠의 수호자에게서 흘러나온 에너지를 응축한 것이지.,,,,,,,,,
10,,,검은로브 보스,,left,,,,"받아라. 이걸 마시든, 버리든 그건 네 자유니까.",,,,,,,,,
11,,,맹독 거미여왕,,right,,,,젠장.. 별수 없군..,,,,,,,,,
12,,,맹독 거미여왕,,right,,,,꿀꺽..꿀꺽..,,,,,,,,,
13,,,검은로브 보스,,left,,,,후후후.. 큰 힘을 그에 걸맞는 대가를 지불해야 하는 법이지.,,,,,,,,,
14,,,맹독 거미여왕,,right,,,,뭐? 그게 무슨..,,,,,,,,,
15,,,맹독 거미여왕,,right,,,,커헉..?!,,,,shaking,,,,,
16,,,맹독 거미여왕,,right,,,,"이 더러운 자식, 나… 나를 속이다니...",,,,,,,,,
17,,,검은로브 보스,,left,,,,내가 준 것은 진짜 어둠의 정수다.,,,,,,,,,
18,,,검은로브 보스,,,,,,그걸 마신 것은 네 자유의지가 아니었느냐? 크크크…,,,,,,,,,
19,,,맹독 거미여왕,,right,,,,"젠장, 모… 몸이 타들어가는 거 같아!",,,,shaking,,,,,
20,,,다크닉스,???,left,,silhouette,,크르르르!,,,,,,,,,
21,,,맹독 거미여왕,,right,,,,안돼! 저리가!!,,,,,,,,,
22,,,다크닉스,???,left,,silhouette,,크오오오오!,,,,shaking,,,,,
23,,,맹독 거미여왕,,right,,,,크아아악...!!!,,,,shaking,,,,,
24,,,맹독 거미여왕,,right,,,,,,,0.5,skip_disable,flash,shaking,,,
25,,,맹독 거미여왕,,right,,,,,,,0.5,skip_disable,flash,shaking,,,
26,,,맹독 거미여왕,,right,,disappear_down,,,,,1,skip_disable,,,,,
27,,,검은로브 보스,,left,,,,크하하하하!,,,,,,,,,
28,,,검은로브 보스,,left,,,,자매가 모두 어둠의 종복이 되었으니 이 또한 너희 영광이로구나.,,,,,,,,,
29,,,,,,,,,,,,1,black_in,skip_disable,,,,
