page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;절대적인 힘,skip_disable,,,,
2,챕터6,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_boss,,
3,,,다크닉스,불완전한 다크닉스,right,,silhouette,,크르르르…,,,,,,,,,efx_story_fury
4,,,검은로브 보스,,left,,,,좋다. 마음에 든다. 너무나 멋지구나!,,,,,,,,,
5,,,검은로브 보스,,left,,,,이게 바로 궁극의 어둠!,,,,,,,,,
6,,,검은로브 보스,,left,,,,조금만 더!,,,,,,,,,
7,,,검은로브 보스,,left,,,,앞으로 조금만 더 마력을 모으면 된다.,,,,,,,,,
8,,,맹독 거미여왕,,right,,,,(대체 저 흉악하게 생긴 게 뭐길래…),,,,,,,,,
9,,,검은로브 보스,,left,,,,"크크크, 기다려라. 이제 곧 모인다. 앞으로 조금만 더…",,,,,,,,,
10,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
11,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_special,,
12,,,고니,,left,fury,,,"자, 잠깐만!",,,,,,,,,
13,,,,???,right,,,,[크어어어어!!],,,,shaking,,,,,efx_story_fury
14,,,고니,,left,fury,,,설마 이 소리는?,,,,,,,,,
15,,,데데,,right,fury,,,불명의 무언가가 깨어나려고 하는 것이 틀림없어요.,,,,,,,,,
16,,,케사스,,right,thought,,,분위기를 보아하니 쉽지 않은 싸움이 될 것 같군.,,,,,,,,,
17,,,고니,,left,happy,,,이제 곧 녀석들과 싸울 수 있겠군. 이 고니 님의 진정한 실력을 보여주겠어!,,,,,,,,,
18,,,데데,,right,thought,,,다들 너무 무리하지는 마세요. 아직 우리의 싸움은 끝난 게 아니니까요.,,,,,,,,,
19,,,,,,,,,,,,1,black_in,skip_disable,,,,
