page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;작은 실마리,skip_disable,,,,
2,챕터5,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,케사스,,right,idle,,,근데... 이 방법이 정말 확실한 거예요?,,,,,,,,,
4,,,두른,,left,idle,,,뭐야? 설마... 이 전설적인 천재 마공학자 두른 님을 의심하는 건가?,,,,,,,,,
5,,,케사스,,right,fury,,,그 거추장스러운 호칭 좀 빼고 말씀하시죠. 자칭 천재 마공학자님?,,,,,,,,,
6,,,두른,,left,happy,,,자칭이 아니라고. 난 실제로 마하임 공국 최고의 마공학자라니까?,,,,,,,,,
7,,,데데,,left,idle,appear_side,,케사스 님. 이 방법에 어떤 점이 이상하다는 거예요?,,,,,,,,,
8,,,케사스,,right,idle,,,"아니, 뭐랄까... 마하임 공국 최고 마공학자 치곤 너무 무식한 방법 같다고 할까?",,,,,,,,,
9,,,고니,,left,thought,,,그냥.. 네가 두른 님을 맘에 안 들어서 하는 소리 아니야?,,,,,,,,,
10,,,케사스,,right,fury,,,뭐라고?,,,,,,,,,
11,,,고니,,left,happy,,,"아, 아닌가? 아니면 말고.",,,,,,,,,
12,,,두른,,right,happy,,,이래서 눈치가 빠른 녀석은 마음에 안 든다니까.,,,,,,,,,
13,,,두른,,right,thought,,,"물론, 더 나은 방법이 있긴 하지만.",,,,,,,,,
14,,,두른,,right,thought,,,우선은 먼저 가장 간단하게 해볼 방법을 하는 것뿐이야.,,,,,,,,,
15,,,케사스,,left,idle,,,잠깐만요! 왜 그럼 더 나은 방법을 먼저 하지 않는 거죠?,,,,,,,,,
16,,,두른,,right,happy,,,당연하지! 그건 내가 귀찮은 일이 많거든.,,,,,,,,,
17,,,데데,,left,idle,,,네에..?!,,,,,,,,,
18,,,고니,,left,fury,,,이잉..?!,,,,,,,,,
19,,,케사스,,left,fury,,,이런 능구렁이가!!,,,,shaking,,,,,
20,,,모코지,,right,happy,appear_side,,진정해요. 일단은 스승님이 말씀하신 대로 해보죠.,,,,,,,,,
21,,,모코지,,right,happy,,,일단 해보고 나서 더 나은 방법을 해도 나쁠 건 없잖아요?,,,,,,,,,
22,,,누리,,left,idle,,,그래. 모두 일단 몬스터를 잡아서 공간의 문이 열리는 것부터 알아보자고.,,,,,,,,,
23,,,누리,,left,idle,,,우리는 실제로 그 마력이 어떻게 문에 흘러가는지 정확히 보진 못했잖아?,,,,,,,,,
24,,,케사스,,right,idle,,,누리 님이 그렇게까지 말씀하신다면야.,,,,,,,,,
25,,,두른,,left,happy,,,그래~ 케사스 너의 무지를 이해하는 나를 좀 더 생각해달라고~,,,,,,,,,
26,,,두른,,left,happy,disappear_side,,,,,1,skip_disable,clear_text,,,,
27,,,케사스,,right,fury,,,그 입! 그 입 좀 다물라고요!!,,,,shaking,,,,,
28,,,모코지,,right,sorrow,appear_side,,아아.. 누가 좀.. 두 사람 좀 말려주세요..,,,,,,,,,
29,,,,,,,,,,,,1,black_in,skip_disable,,,,
