page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;차원의 통로,skip_disable,,,,
2,챕터5,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,고니,,left,happy,,,"어라, 성공한 건가? 고, 공간이! 검은 틈새가 열리고 있어요!",,,,,,,,,
4,,,두른,,right,idle,,,"어디 보자? 오, 정말이군! 정말 작동하다니 대단해!",,,,,,,,,
5,,,데데,,left,idle,,,설마? 이 기계 한 번도 안 써보신 건가요?,,,,,,,,,
6,,,두른,,right,happy,,,아직 시운전할 기회가 없었거든. 때마침 좋은 기회가 와서 시험 작동을 해본 거고.,,,,,,,,,
7,,,데데,,left,fury,,,그럴수가..,,,,,,,,,
8,,,케사스,,right,fury,,,뭐야! 그럼 우리를 실험용으로 쓴 거야? 보자보자하니까 정말!,,,,shaking,,,,,
9,,,데데,,left,thought,,,근데.. 저 틈새가 검은 로브단이 있는 곳과 이어지는 게 확실해요?,,,,,,,,,
10,,,두른,,right,idle,,,당연하지. 나는 마하임 공국 최고의 마공학자잖아?,,,,,,,,,
11,,,두른,,right,idle,,,"아, 물론. 아닐 가능성이 있긴 하지. 자고로 이 세상에 완벽한 것은 없으니까.",,,,,,,,,
12,,,고니,,left,fury,,,흐음.. 아무튼 다른 방법이 없으니 일단은 가보죠.,,,,,,,,,
13,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
14,챕터6,,,,,,,,,,,0.5,skip_disable,,,,,
15,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_boss,,
16,,,모코지,,left,idle,,,여긴 대체? 뭔가 오싹한 느낌이 들어요.,,,,,,,,,
17,,,케사스,,right,thought,,,"처음 보는 장소인 걸 보면, 제대로 녀석이 만든 공간에 도착한 것 같군요.",,,,,,,,,
18,,,두른,,right,idle,,,어디 보자? 내 마력 레이어가 저쪽에 강력한 마력 덩어리가 있다고 가리키는군.,,,,,,,,,
19,,,데데,,left,fury,,,설마 수호자가 말한 그 수수께끼의 존재?,,,,,,,,,
20,,,누리,,right,idle,,,"좋아. 일단은 정비도 할 겸, 주변을 살펴보자.",,,,,,,,,
21,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
22,,,,,,,,,,,,1,fadeout,skip_disable,,,,
23,,,누리,,right,thought,,,녀석들이 대체 무얼 노리고 있는 걸까?,,,,,,,,,
24,,,누리,,right,fury,,,으윽..,,,,shaking,flash,,,,
25,,,누리,,right,fury,,,,,,0.3,skip_disable,clear_text,,,,
26,,,,,,,,,,,,0.5,skip_disable,flash,shaking,,,
27,,,,,,,,,,,,0.5,skip_disable,flash,shaking,,,
28,,,누리,,right,fury,,,허억..,,,,,,,,,
29,,,데데,,left,idle,appear_side,,누리 님?,,,,,,,,,
30,,,두른,,right,fury,,,자네 괜찮은가?,,,,,,,,,
31,,,모코지,,left,idle,,,누리 님. 너무 무리하신 것 아닌가요? 안색이 좋지 않아 보여요.,,,,,,,,,
32,,,누리,,right,idle,,,"괘, 괜찮아요. 잠깐 피곤해서 그런 것 같아요.",,,,,,,,,
33,,,누리,,right,idle,,,"자, 정비도 끝났으니 녀석들을 쫓아가요.",,,,,,,,,
34,,,,,,,,,"고니, 어서 움직이자! 미래의 테이머 마스터!",,,,,,,,,
35,,,고니,,left,happy,,,"테이머 마스터? 그럼 그렇고 말고! 자, 테이머 마스터 님이 나가신다!",,,,,,,,,
36,,,고니,,left,happy,disappear_side,,,,,0.5,skip_disable,clear_text,,,,
37,,,누리,,right,idle,disappear_side,,,,,0.5,skip_disable,,,,,
38,,,두른,,right,fury,appear_side,,모코지. 혹시 내게 미리 말하지 못한 이야기가 있던 건 아니겠지?,,,,,,,,,
39,,,모코지,,left,sorrow,,,"말씀을 드리자면, 조금 긴 이야기가 될 것 같네요…",,,,,,,,,
40,,,,,,,,,,,,1,black_in,skip_disable,,,,
