page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;작은 실마리,skip_disable,,,,
2,챕터5,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,데데,,left,thought,,,아무리 생각해봐도 뭔가 이상해요.,,,,,,,,,
4,,,고니,,right,idle,,,뭔가 마음에 걸리는 일이 있는 거야?,,,,,,,,,
5,,,데데,,left,thought,,,고니 님도 생각해보세요. 각 나라는 검은 로브의 행보를 주시하고 있었어요.,,,,,,,,,
6,,,데데,,left,thought,,,몬스터의 마력이 어디론가 흘러가는 사실은 모코지 님이나 두른 님처럼.,,,,,,,,,
7,,,데데,,left,thought,,,뛰어난 마공학자가 아닌 이상 볼 수 없는 현상이지만.,,,,,,,,,
8,,,데데,,left,thought,,,"그렇게 많은 마력이 한 장소에 뭉쳤다면, 빛의 사제들에게 들키지 않을 리가 없잖아요.",,,,,,,,,
9,,,케사스,,right,thought,,,혹시 모르지. 빛의 사제 내부에 배신자가 그 사실을 감췄다거나?,,,,,,,,,
10,,,데데,,left,fury,,,빛의 사제를 모독하지 마세요! 빛의 사제는 타락하지 않아요!,,,,,,,,,
11,,,케사스,,right,idle,,,흥분하지 마. 예가 그렇다는 거야. 오히려 나도 너와 같은 생각이라고.,,,,,,,,,
12,,,케사스,,right,idle,,,"바보가 아닌 이상 그렇게 많은 마력이 모이는 걸, 모를 리 없지.",,,,,,,,,
13,,,모코지,,left,thought,,,스승님. 어쩌면 저희가 찾는 존재는 다른 은밀한 장소에 있는 게 아닐까요?,,,,,,,,,
14,,,케사스,,right,idle,,,그게 대체 무슨 소리죠? 다른 장소라니?,,,,,,,,,
15,,,두른,,left,idle,,,그렇지. 공간을 왜곡시켜 다른 공간을 만들면 마력을 숨기는 건 아주 쉬운 일이지.,,,,,,,,,
16,,,두른,,left,idle,,,아마 초월적인 힘을 지닌 수호자들이 아니고서야. 그 마력을 눈치채기 어려울 거야.,,,,,,,,,
17,,,누리,,right,thought,,,"그 말이 사실이라면, 빛의 사제들이 눈치를 못 챈 건 어쩌면 당연한 일이군요.",,,,,,,,,
18,,,누리,,right,thought,,,마력 레이어를 통해 몬스터의 마력이 흘러가는 방향을 추격하고.,,,,,,,,,
19,,,누리,,right,thought,,,그 마력이 모이는 공간의 문이 열리는 순간이 저희에게는 유일한 기회겠군요.,,,,,,,,,
20,,,두른,,left,happy,,,과연! 알리티아의 드래곤 테이머는 급이 다른 것 같군. 정확해!,,,,,,,,,
21,,,두른,,left,idle,,,아! 참고로 몬스터가 지닌 마력에 따라 문의 크기가 다를 거야.,,,,,,,,,
22,,,케사스,,right,idle,,,"그 말은.. 강한 몬스터를 쓰러트려야, 더 확실한 문을 찾을 수 있단 소리군요.",,,,,,,,,
23,,,두른,,left,idle,,,그래! 그러니 너희들이 힘을 좀 써줘야겠어. 난 힘 없는 마공학자니까.,,,,,,,,,
24,,,케사스,,right,idle,,,이런 능구렁이 같은…,,,,,,,,,
25,,,두른,,left,fury,,,방금 누가 내 욕하는 소리가 들린 것 같은데…,,,,,,,,,
26,,,케사스,,right,happy,,,그럴 리가요. 아주 적절한 비유입니다만.,,,,,,,,,
27,,,고니,,left,happy,,,"다, 다들 시간이 없으니 어서 출발하죠!",,,,,,,,,
28,,,,,,,,,,,,1,black_in,skip_disable,,,,
