page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;신의 결계,skip_disable,,,,
2,챕터8,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,고니,,left,thought,,,확실히 누리 님이 없으니까. 뭔가 힘이 빠지는 기분이야.,,,,,,,,,
4,,,데데,,right,idle,,,분명히 그만큼 저희가 누리 님에게 많이 의지하고 있던 걸 거에요.,,,,,,,,,
5,,,케사스,,left,thought,,,"반대로 우리가 모자란 만큼, 누리 님이 무리했다는 소리가 되겠지.",,,,,,,,,
6,,,케사스,,left,idle,,,정말 한심한 일이야. 타인에게 그 짐을 대신 짊어지게 하다니..,,,,,,,,,
7,,,데데,,right,thought,,,게다가 누리 님은 여전히 기억을 되찾지 못하고 있어요.,,,,,,,,,
8,,,고니,,left,sorrow,,,두 분이 누리 님의 잃어버린 기억에 대한 실마리를 찾을 수 있을까?,,,,,,,,,
9,,,케사스,,right,thought,,,신이 아닌 이상 알 수 없겠지. 그저 우린 지켜보는 것이 전부일 뿐이야.,,,,,,,,,
10,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
11,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_special,,
12,,,모코지,,left,idle,,,스승님. 준비는 모두 끝났어요. 시작해도 될까요?,,,,,,,,,
13,,,두른,,right,idle,,,좋아. 만일을 대비해 언제라도 장치를 끊을 준비를 해.,,,,,,,,,
14,,,모코지,,left,sorrow,,,"하, 하지만, 그렇게 했다간 스승님의 목숨이..",,,,,,,,,
15,,,두른,,right,thought,,,"세상을 구하기 데 필요한 건, 누리 님의 기억이야.",,,,,,,,,
16,,,두른,,right,idle,,,그 단서를 찾는 것에 있어 마공학자 목숨 한 개는 싼 편이지.,,,,,,,,,
17,,,모코지,,left,sorrow,,,스승님..?,,,,,,,,,
18,,,두른,,right,happy,,,"농담이야! 장난을 못 하겠네! 반드시 살아 돌아 올 테니, 어서 시작하자고!",,,,,,,,,
19,,,모코지,,left,happy,,,네! 그럼 시작할게요!,,,,,,,,,
20,,,,,,,,,,,,1,black_in,skip_disable,,,,
