page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;태동하는 악,skip_disable,,,,
2,챕터3,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,고니,,left,happy,,,으하핫! 이 정도 녀석들은 내 상대가 되지 못한다고?,,,,,,,,,
4,,,케사스,,right,thought,,,여전히 오만한 발언이야. 겸손이라는 걸 배우는 건 어때?,,,,,,,,,
5,,,고니,,left,thought,,,겸손이라는 걸 어떻게 배우는 건데?,,,,,,,,,
6,,,케사스,,right,fury,,,하긴 그런 반응이 너다운 모습이겠군.,,,,,,,,,
7,,,고니,,left,fury,,,잠깐! 그거 설마… 날 비난하는 건 아니겠지?,,,,,,,,,
8,,,케사스,,right,happy,,,"우와, 대단한데. 그 비좁은 두뇌로 내 말을 이해하다니? 성장했구나!",,,,,,,,,
9,,,케사스,,right,happy,disappear_side,,,,,0.5,skip_disable,,,,,
10,,,고니,,left,fury,shaking,"고니 좌측 퇴장, 케사스 우측 퇴장","케, 케사스 이 자식, 잡히면 가만두지 않을 거야!",,,,,,,,,
11,,,고니,,left,fury,disappear_side,,,,,0.5,skip_disable,,,,,
12,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
13,,,,,,,,2초 대기,,,,1,fadeout,skip_disable,,bgm_dungeon_special,,
14,,,데데,,left,thought,,,.....,,,,,,,,,
15,,,누리,,right,idle,,,데데? 무슨 걱정거리라도 있어?,,,,,,,,,
16,,,데데,,left,thought,,,사실 이 근방 마을에서 저희에게 급하게 도움을 요청했어요.,,,,,,,,,
17,,,데데,,left,thought,,,얼마 뒤에 나타날 몬스터 무리에게서 마을을 지켜달라고요.,,,,,,,,,
18,,,누리,,right,thought,,,별로 어렵지 않은 일 아니야? 잠시 도와주고 가도 상관없지 않을까?,,,,,,,,,
19,,,데데,,left,thought,,,문제는... 얼마 전에 목격된 대규모 몬스터 무리에요.,,,,,,,,,
20,,,데데,,left,thought,,,방향은 협곡에 위치한 신의의 제단으로 향하고 있었어요.,,,,,,,,,
21,,,누리,,right,fury,,,설마 수호자를 깨우기도 전에 제단을 파괴할 셈인 건가,,,,,,,,,
22,,,케사스,,left,thought,,,"즉, 둘 중 하나를 골라야 한단 소리군. 그렇지. 데데?",,,,,,,,,
23,,,데데,,left,thought,,,"네, 아마도..",,,,,,,,,
24,,,케사스,,right,idle,,,"당연히 제단을 지키러 가야지. 마을을 구한다면, 제단은 몬스터에게 파괴되고 말 거야.",,,,,,,,,
25,,,고니,,left,fury,,,그게 무슨 소리야? 그럼 마을 사람을 몬스터에게 죽게 놔두자는 거야?,,,,,,,,,
26,,,케사스,,right,fury,,,어쩔 수 없잖아? 마을에 있는 자경단이 최대한 버텨주길 바라는 수밖에 없어.,,,,,,,,,
27,,,케사스,,right,fury,,,너도 알잖아? 신의의 수호자를 강림시키지 못하면 어떤 일이 일어나는지?,,,,,,,,,
28,,,케사스,,right,fury,,,"그렇게 되면, 이 세상 모든 것이 어둠의 수호자에게 사라지고 말 거야.",,,,,,,,,
29,,,고니,,left,fury,,,"그, 그렇다면. 내가 혼자 마을을 지키고 나머지가 제단을 방어하러?",,,,,,,,,
30,,,누리,,right,fury,,,바보야. 혼자 감당할 수 있는 숫자가 아니야. 그건 죽으러 가는 것과 다름이 없어!,,,,,,,,,
31,,,모코지,,left,sorrow,,,대체 어쩌면 좋을까요?,,,,,,,,,
32,,,데데,,left,thought,,1초 대기,.....,,,,,,,,,
33,,,데데,,left,idle,,,우선 마을을 구하러 가죠? 이후 최대한 빠르게 제단을 지키러 출발하겠습니다.,,,,,,,,,
34,,,케사스,,right,fury,,,"이건 아니야, 데데. 이건 함정이라고! 넌 후회하게 될 거야!",,,,,,,,,
35,,,,,,,,,,,,1,black_in,skip_disable,,,,
