page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;검은 갈고리,skip_disable,,,,
2,로비,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,두른,,right,idle,,,역시 누리 님이라면 분명 눈치챘을 것으로 생각했지.,,,,,,,,,
4,,,모코지,,left,thought,,,스승님. 그게 무슨 소리죠?,,,,,,,,,
5,,,케사스,,right,idle,,,심해의 성지로 가는 길목에 몬스터의 확연히 적어보였어요.,,,,,,,,,
6,,,케사스,,right,idle,,,"혹시, 어디론가 몬스터를 빼돌린 것은 아닐까 추측됩니다.",,,,,,,,,
7,,,케사스,,right,idle,,,마침 누리 님도 저와 같은 생각을 했구요.,,,,,,,,,
8,,,누리,,right,thought,,,본래 많은 숫자의 무리가 이동한다면 반드시 흔적이 남게 되는데.,,,,,,,,,
9,,,누리,,right,fury,,,그 흔적조차 남지 않고 다수의 몬스터가 사라졌다는 건.,,,,,,,,,
10,,,모코지,,left,fury,,,설마.. 크로낙!,,,,,,,,,
11,,,누리,,right,thought,,,"네, 크로낙을 이용해 마을을 습격할 생각일 거예요.",,,,,,,,,
12,,,두른,,left,idle,,,손쉽게 함락시킬 수 있는 마을을 인질로 사용할 속셈인가.,,,,,,,,,
13,,,케사스,,right,fury,,,여전히 비겁한 놈들이죠.,,,,,,,,,
14,,,누리,,left,idle,,,일단 이 사실은 데데와 고니에게는 비밀로 해주세요.,,,,,,,,,
15,,,누리,,left,idle,,,케사스와 저는 마을을 함락시키려는 몬스터 부대를 막아볼게요.,,,,,,,,,
16,,,모코지,,right,fury,,,네? 모두 힘을 합쳐도 모자란 판인데 어째서?,,,,,,,,,
17,,,누리,,left,idle,,,데데는 전에 신의의 수호자를 지키려다 마을에 재앙을 막지 못한 경험이 있어요.,,,,,,,,,
18,,,누리,,left,thought,,,하지만 이 상황에서 빛의 조각이 잠든 심해의 성지를 포기할 순 없어요.,,,,,,,,,
19,,,모코지,,right,sorrow,,,그래도.. 케사스 님과 누리 님의 목숨이 위험해요..,,,,,,,,,
20,,,케사스,,left,happy,,,걱정하지 마세요. 반드시 마을을 구하고 일행에 합류할게요.,,,,,,,,,
21,,,누리,,right,idle,,,두 분은 데데와 고니와 함께 심해의 성지를 지켜주세요.,,,,,,,,,
22,,,두른,,left,idle,,,좋아. 그럼 두 사람의 실력을 믿어 볼까,,,,,,,,,
23,,,,,,,,,,,,1,black_in,skip_disable,,,,
