page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;거대한 악의,skip_disable,,,,
2,로비,,,,,,,,,,,0.3,skip_disable,,,bgm_sorrow,,
3,,,케사스,,right,sorrow,,,생각보다 일이 복잡하게 흐르고 있는 모양이에요.,,,,,,,,,
4,,,두른,,left,thought,,,어쩌면 당연한 결과일지도 모르지.,,,,,,,,,
5,,,모코지,,right,thought,,,당연한 결과라고요? 어째서?,,,,,,,,,
6,,,두른,,left,thought,,,각 나라의 수뇌부는 위대한 선지자의 예언을 철석같이 믿고 움직였어.,,,,,,,,,
7,,,두른,,left,thought,,,하지만 이제 그 어떤 예지도 남겨지지 않은 상황이고,,,,,,,,,
8,,,두른,,left,fury,,,막무가내로 누리 님의 기억을 찾길 바라기에는 너무 시간이 촉박해.,,,,,,,,,
9,,,두른,,left,fury,,,검은 로브는 우리가 마력의 공간을 나오기 이전부터,,,,,,,,,
10,,,두른,,left,fury,,,이미 거대한 군세를 움직이고 있었던 상황이니..,,,,,,,,,
11,,,두른,,left,idle,,,지금은 수뇌부끼리 서로 책임을 전가하면서 싸우고 있겠지.,,,,,,,,,
12,,,케사스,,right,sorrow,,,분하지만 두른 님의 말대로에요.,,,,,,,,,
13,,,케사스,,right,idle,,,"일단, 데데는 누리 님을 간호하라는 명을 받았어요.",,,,,,,,,
14,,,케사스,,right,idle,,,그밖에 저희에게 내려진 명령은 일단은 대기에요.,,,,,,,,,
15,,,고니,,left,idle,appear_side,,난 딱히 가만히 있고 싶지 않은 걸?,,,,,,,,,
16,,,고니,,left,idle,,,난 테이머 연합군에 합류할 생각이야.,,,,,,,,,
17,,,케사스,,right,fury,,,뭐? 너 설마.. 수뇌부의 명령을 어길 셈이야?,,,,,,,,,
18,,,고니,,left,fury,,,이렇게 가만히 있는 것도 뭔가 말이 안 된다고 생각해.,,,,,,,,,
19,,,고니,,left,sorrow,,,뾰족한 수는 없지만 적어도 검은 로브 놈들의 횡포를 구경만 하고 싶진 않아.,,,,,,,,,
20,,,케사스,,right,happy,,,여전히 대책 없는 그 대답은 너답다고 하는 편이 좋겠군.,,,,,,,,,
21,,,,,,,,,,,,1,black_in,skip_disable,,,,
