page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;심해의 추종자,skip_disable,,,,
2,챕터9,,,,,,,,,,,0.3,skip_disable,skip_disable,,bgm_dungeon_special,,
3,,,심연의 군주,,right,,,,크아악!!,,,,,,,,,
4,,,심연의 군주,,right,,,,,,,0.5,skip_disable,flash,clear_text,,,
5,,,심연의 군주,,right,,,,,,,0.5,skip_disable,flash,shaking,,,
6,,,심연의 군주,,right,,disappear_down,,,,,1,skip_disable,,,,,
7,,,검은로브,,right,,,,크윽! 이놈들 두고보자!!,,,,,,,,,
8,,,검은로브,,right,,disappear_side,,,,,1,skip_disable,clear_text,,,,
9,,,고니,,left,idle,,,도망치는 주제에 자존심은~,,,,,,,,,
10,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
11,,,,,,,,,,,,1,fadeout,skip_disable,,,,
12,,,데데,,left,thought,,,"누리 님, 준비는 끝났어요. 이 오염된 성지를 정화할 수 있겠어요?",,,,,,,,,
13,,,누리,,right,thought,,,"미안. 나도 사실, 심해의 성지를 어떻게 정화해야하는지는 모르겠어.",,,,,,,,,
14,,,파워 드래곤,,left,,,,[의심하지 마라. 그대의 마음이 이끄는 대로 행하라.],,italic,,,,,,,
15,,,누리,,right,thought,,,내 마음이 이끄는 대로..?,,,,,,,,,
16,,,누리,,right,idle,,,내 마음!,,,,,,,,,
17,,,,,,,,,,,,1,clear_text,white_in,skip_disable,,,
18,,,,,,,,,,,,1,fadeout,skip_disable,,,,
19,,,모코지,,left,fury,,,저… 저건? 누리 님의 손에서 빛이!,,,,,,,,,
20,,,두른,,right,fury,,,"오호, 저건 또 무슨?",,,,,,,,,
21,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
22,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_lobby,,
23,,,사이커,,right,,,,[잘 왔다. 빛을 잇는 자들이여. 내 이름은 사이커.],,italic,,,,,,,
24,,,사이커,,right,,,,"[지성의 수호자를 섬기며, 조각을 수호하고 있는 존재이다.]",,italic,,,,,,,
25,,,데데,,left,idle,,,저희는 빛의 조각을 모아 모든 드래곤의 왕을 깨우고자 여행하고 있습니다.,,,,,,,,,
26,,,데데,,left,idle,,,"이 세상의 위기와 모든 생명을 지키기 위해, 빛의 조각이 필요합니다.",,,,,,,,,
27,,,사이커,,right,,,,"[빛의 조각은 본래 위대한 드래곤의 왕, 빛의 수호자를 담아내는 그릇이다.]",,italic,,,,,,,
28,,,사이커,,right,,,,[하지만 이는 그의 이름을 통해서만 비로소 완전해질 수 있으니],,italic,,,,,,,
29,,,사이커,,right,,,,"[그 진정한 이름을 알지 못하면, 왕은 그 모습을 드러내지 않을 것이다.]",,,,,,,,,
30,,,모코지,,left,thought,,,만약에 빛의 조각을 모두 모아도... 진정한 이름을 알 수 없으면 어찌 되는 거지?,,,,,,,,,
31,,,고니,,left,thought,,,안돼! 난 임무를 완수해서 드래곤 테이머가 되야 된단 말이야!,,,,,,,,,
32,,,데데,,left,fury,,,그럼 당신이 우리한테 알려주면 되잖아요?,,,,,,,,,
33,,,사이커,,right,,,,"[나는 오직 빛의 조각을 수호할 뿐, 그 이름을 입에 올릴 수 없다.]",,italic,,,,,,,
34,,,사이커,,right,,,,[이는 이 세상에 빛이 처음 닿았을 때부터 정해진 규율이다.],,italic,,,,,,,
35,,,케사스,,left,fury,,,뭐야? 그냥 알려주기 싫다 이거잖아?,,,,,,,,,
36,,,누리,,left,thought,,,어째서... 그 이름을 알려줄 수 없는 거죠?,,,,,,,,,
37,,,사이커,,right,,,,"[빛의 순례자여, 이는 그대에게 내려진 시련이기 때문이다.]",,italic,,,,,,,
38,,,누리,,left,fury,,,내게 내려진 시련?,,,,,,,,,
39,,,사이커,,right,,,,[그대가 드래곤 왕의 이름을 떠올려 다시금 이 세상에 불러왔을 때.],,italic,,,,,,,
40,,,사이커,,right,,,,[비로소 이 세상은 긴 어둠에서 벗어나 여명의 빛을 맞이할 것이다.],,italic,,,,,,,
41,,,사이커,,right,,,,"[다른 세계의 여행자여, 그 누구보다 강한 존재여.]",,italic,,,,,,,
42,,,사이커,,right,,,,[그대는 이미 그 이름을 알고 있다. 기억해 내어라. 그리고 외쳐라.],,italic,,,,,,,
43,,,사이커,,right,,,,"[그 울림에 어둠은 사라지고, 세상에 다시 빛의 광영으로 가득 찰 것이다.]",,italic,,,,,,,
44,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
45,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_everyday,,
46,,,고니,,left,idle,,,뭐야? 또 사라져 버렸잖아!,,,,,,,,,
47,,,데데,,right,thought,,,빛의 조각을 모두 모아도.. 진정한 이름을 알지 못하면 부를 수 없다?,,,,,,,,,
48,,,케사스,,left,idle,,,"쳇, 여하튼 대단하신 분들은 하나 같이 그냥 가르쳐 주는 법이 없다니까.",,,,,,,,,
49,,,두른,,right,happy,,,"답답하지만, 확실히 반박할 여지가 없는 정론이군.",,,,,,,,,
50,,,모코지,,left,thought,,,"누리 님, 그 손에 가지고 있는 그 조각이 세 번째 빛의 조각인가요?",,,,,,,,,
51,,,누리,,right,thought,,,아마도 그런 것 같아요.,,,,,,,,,
52,,,모코지,,left,idle,,,"누리 님, 근데 안색이 안좋아 보여요.",,,,,,,,,
53,,,누리,,right,thought,,,걱정하지 마세요. 그냥 좀 어지러웠을 뿐이에요.,,,,,,,,,
54,,,누리,,right,sorrow,,,그런데.. 가슴이 조금 답답한 느낌이네요..,,,,,,,,,
55,,,,,,,,,,,,1,black_in,skip_disable,,,,
