page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;각성,skip_disable,,,,
2,챕터6,,,,,,,,,,,0.3,skip_disable,,,bgm_sorrow,,
3,,,빙하고룡,,left,,,,[그대는 예상 밖에 너무 많은 힘을 소모했다.],,italic,,,,,,,
4,,,빙하고룡,,left,,,,[그래서 빛을 조각을 합칠 수는 있어도.],,italic,,,,,,,
5,,,빙하고룡,,left,,,,[정작 그분을 깨울 힘은 남아있지 않았다.],,italic,,,,,,,
6,,,빙하고룡,,left,,,,[그래서 우리는 그대에게 작지만 강력한 암시를 걸어두었다.],,italic,,,,,,,
7,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
8,챕터7,,,,,,,,,,,0.5,skip_disable,,,,,
9,,,,,,,,,,,,1,fadeout,skip_disable,,,,
10,,,누리,,right,thought,,,암시?,,,,,,,,,
11,,,번개고룡,,left,,,,"[그대가 이노에 도착했을 때, 제일 먼저 그 자를 만나게 했다.]",,italic,,,,,,,
12,,,번개고룡,,left,,,,[그 어떤 시련에도 포기하지 않는 무한한 용기를 지닌 자를.],,italic,,,,,,,
13,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
14,회상,,,,,,,,,,,0.5,skip_disable,,,,,
15,,,,,,,,,,,,1,fadeout,skip_disable,,,,
16,,,누리,,right,thought,,,"동료 같은 건가? 그럼 어디 보자? 아, 그럼 그 둔탱이 녀석을 데려갈 게요.",,,,,,,,,
17,,,데데,,left,thought,,,둔탱이요..?,,,,,,,,,
18,,,누리,,right,idle,,,음.. 빨간머리를 한 소년인데..이름이 고니라고 했던것 같아요,,,,,,,,,
19,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
20,챕터8,,,,,,,,,,,0.5,skip_disable,,,,,
21,,,,,,,,,,,,1,fadeout,skip_disable,,,,
22,,,누리,,right,thought,,,그럼 내가 별 이유 없이 고니를 선택한 게 그 암시 때문이란 건가…,,,,,,,,,
23,,,파워 드래곤,,left,,,,[그렇다. 그리고 빛의 조각을 모두 찾았을 때. 네게 걸린 마법 또한 약해지게 하였다.],,italic,,,,,,,
24,,,파워 드래곤,,left,,,,"[모든 것은? 바로 이 순간을 위해, 우리가 그대와 그분을 지키기 위해 만든 시련이었다.]",,italic,,,,,,,
25,,,파워 드래곤,,left,,,,[그리고 이제 그대는 마지막 조각을 발견했다.],,italic,,,,,,,
26,,,파워 드래곤,,left,,,,"[그대의 기억, 그대의 능력, 그대의 모든 것이 바로 이 순간을 위해 준비된 것이다.]",,italic,,,,,,,
27,,,파워 드래곤,,left,,,,[눈을 감아라. 그리고 마지막 빛의 조각을 찾아 그분을 만나라.],,italic,,,,,,,
28,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
29,챕터11,,,,,,,,,,,0.5,skip_disable,,,,,
30,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_lobby,,
31,,,고대신룡,,left,,,,[나의 이름은 고대신룡.],,,,,,,,,
32,,,고대신룡,,left,,,,[오랜 시간 동안 그대의 몸속에 조각 인체로 잠들어있었다.],,italic,,,,,,,
33,,,누리,,right,idle,,,고대신룡..?,,,,,,,,,
34,,,누리,,right,idle,,,"이, 이제 알 것 같아요! 빛의 의식도. 빛의 기둥도..",,,,,,,,,
35,,,누리,,right,sorrow,,,그 빛의 기둥을 위해 모두가 희생했다는 것도 그리고 소중한 사람의 기억까지..,,,,,,,,,
36,,,고대신룡,,left,,,,[이제 모든 것은 하나의 길로 이어질 것이다. 위대한 존재여.],,italic,,,,,,,
37,,,고대신룡,,left,,,,[숭고한 영혼의 벗이여. 그렇다면 이제 모두의 바람을 이룰 차례다.],,italic,,,,,,,
38,,,누리,,right,thought,,,모두의 바람..,,,,,,,,,
39,,,고대신룡,,left,,,,[그대는 이미 알고 있다. 나의 진짜 이름을 말하라.],,italic,,,,,,,
40,,,고대신룡,,left,,,,"[그 이름을 부르고 눈을 떠라. 그리하면, 그대는 얻게 될 것이다.]",,italic,,,,,,,
41,,,고대신룡,,left,,,,[모든 이들의 바람과 이 세상을 구할 힘을!],,italic,,,,,,,
42,,,고대신룡,,left,,,,[그것을 가장 용감한 별의 인도자에게 전하라.],,italic,,,,,,,
43,,,고대신룡,,left,,,,[그것이 그대의 운명이며 내가 그대를 택한 이유이다.],,italic,,,,,,,
44,,,,,,,,,,,,1,black_in,skip_disable,,,,
