page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;전진하는 빛,skip_disable,,,,
2,챕터11,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,고대 문자,,right,,,,목표물을 제거하라.,,,,,,,,,
4,,,고니,,left,fury,,,몬스터가 정말 징그럽게 많이 쏟아지는군!,,,,,,,,,
5,,,케사스,,left,fury,appear_side,,벌써 지쳤어? 실망인데?,,,,,,,,,
6,,,,,,,,,,,,0.5,skip_disable,flash,clear_text,,,
7,,,,,,,,,,,,0.5,skip_disable,flash,,,,
8,,,고니,,left,fury,,,으아아아! 이게 대체 무슨 소리지?,,,,shaking,,,,,efx_story_fury
9,,,고니,,left,fury,,,,,,0.5,skip_disable,shaking,clear_text,,,
10,,,케사스,,right,fury,,,뭐야? 이 진동은! 대체 무슨 일이!,,,,shaking,,,,,
11,,,케사스,,right,fury,,,,,,0.5,skip_disable,shaking,clear_text,,,
12,,,고니,,left,fury,,,"케사스, 큰일이야! 드래곤이 모두 사라졌어!",,,,,,,,,
13,,,케사스,,right,fury,,,"어서 다시 소환해! 어라, 테, 테이머 암즈가 작동하지 않아!",,,,,,,,,
14,,,고대 문자,,right,,appear_side,,제거. 시작.,,,,,,,,,
15,,,고니,,left,fury,,,"아, 안돼! 난 아직 테이머 마스터가 되질 못했다고!",,,,,,,,,
16,,,고대 문자,,right,,,,,,,0.5,skip_disable,flash,clear_text,,,
17,,,고대 문자,,right,,,,,,,0.5,skip_disable,flash,,,,
18,,,고대 문자,,right,,,,동력.. 손실..,,,,,,,,,
19,,,고대 문자,,right,,disappear_down,,,,,1.5,skip_disable,clear_text,,,,
20,,,모코지,,right,happy,appear_side,,"고니 님, 케사스 님, 다친 곳은 없어요?",,,,,,,,,
21,,,케사스,,left,idle,,,모코지 님! 여긴 어떻게?,,,,,,,,,
22,,,두른,,right,idle,,,늦지 않아 다행이군.,,,,,,,,,
23,,,두른,,right,idle,,,다크닉스의 마력으로 인해 마공학 장비를 모두 사용할 수 없어.,,,,,,,,,
24,,,두른,,right,idle,,,이 테이머 암즈를 사용해봐!,,,,,,,,,
25,,,고니,,left,thought,,,"음, 뭔가 특이하게 생긴 테이머 암즈네요!",,,,,,,,,
26,,,케사스,,left,idle,,,"쳇, 단지 부활한 것만으로 이 지경이라니..",,,,,,,,,
27,,,두른,,right,idle,,,아무튼 이 장비를 사용하면 드래곤을 소환할 수 있을 거야.,,,,,,,,,
28,,,두른,,right,idle,,,우선 지금 몰려오는 몬스터를 물리치고 다음 작전을 생각하자!,,,,,,,,,
29,,,,,,,,,,,,1,black_in,skip_disable,,,,
