page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;신의 수호자,skip_disable,,,,
2,챕터3,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,코카트리스,,right,,,,쿠카아아악!,,,,,,,,,
4,,,코카트리스,,right,,disappear_down,,,,,1.5,shaking,skip_disable,,,,
5,,,검은로브,,right,,,,말도 안 돼! 어떻게 이 많은 숫자의 몬스터 무리를!!,,,,,,,,,
6,,,고니,,left,happy,,,그게 바로 전략이라는 거다. 머리를 써야지 머리를.,,,,,,,,,
7,,,케사스,,right,thought,,,"네가 머리를 쓰라고 강조하는 걸 보니, 뭔가 이상한 느낌이야.",,,,,,,,,
8,,,고니,,left,fury,,,뭐라고?!,,,,,,,,,
9,,,검은로브,,right,,,,하지만 이대로 물러설 순 없지!,,,,,,,,,
10,,,검은로브,,right,,,,내 목숨을 바쳐서라도. 네놈들의 숨통을 끊겠다!,,,,,,,,,
11,,,케사스,,right,fury,,,이 자식. 무슨 짓을 하려는 거야?,,,,,,,,,
12,,,모코지,,left,fury,,,검은 로브 안에서 강력한 마력이 휘몰아치고 있어요.,,,,,,,,,
13,,,누리,,right,fury,,,모두 이곳을 피해야 해. 폭발에 말려들어선 안 돼!,,,,,,,,,
14,,,누리,,right,fury,disappear_side,,,,,0.5,clear_text,,,,,
15,,,모코지,,left,fury,disappear_side,,,,,0.5,,,,,,
16,,,검은로브,,right,,,,"모, 모든 것은 지고한 어둠의 신을 위하여!",,,,,,,,,
17,,,검은로브,,right,,,,으아아악!,,,,,,,,,
18,,,검은로브,,right,,disappear_down,,,,,1.5,shaking,skip_disable,,,,
19,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
20,,,,,,,,,,,,1,fadeout,skip_disable,,,,
21,,,고니,,left,thought,,,"데데, 다친 데 없어?",,,,,,,,,
22,,,데데,,left,idle,,,"네, 다친 곳은 없지만, 무거우니 이만, 비켜줬으면 좋겠어요.",,,,,,,,,
23,,,고니,,left,happy,,,"아, 미, 미안... 위험하다고 생각해서 그만…",,,,,,,,,
24,,,데데,,left,happy,,,아니에요. 고마워요. 고니 님이 저를 믿어준 덕에 용기를 낼 수 있었어요.,,,,,,,,,
25,,,고니,,left,happy,,,"어, 응? 나, 나도 데데 덕분에...",,,,,,,,,
26,,,케사스,,right,fury,,,.....?,,,,,,,,,
27,,,고니,,left,happy,,,"아! 그, 그보다 검, 검은 로브는 어디 있는 거지?",,,,,,,,,
28,,,모코지,,left,thought,,,마력을 이용해 스스로 목숨을 끊은 것 같아요. 끔찍하군요.,,,,,,,,,
29,,,케사스,,right,thought,,,그보다 이제 어떻게 신의의 수호자를 불러내죠?,,,,,,,,,
30,,,케사스,,right,thought,,,마을 사람들이 말하는 엉터리 이야기가 정말 사실일 리가 없…,,,,,,,,,
31,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
32,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_lobby,,
33,,,파워 드래곤,,right,,,,[잘 왔다. 자애로운 신의의 여행자들이여.],,italic,,,,,,,
34,,,모코지,,left,happy,,,아무래도 그 엉터리 이야기가 맞는 것 같네요…,,,,,,,,,
35,,,케사스,,left,fury,,,쳇..,,,,,,,,,
36,,,데데,,left,idle,,,"신의의 수호자시여, 저희는 지성의 수호자의 안내를 받아 이곳에 왔습니다.",,,,,,,,,
37,,,데데,,left,idle,,,"이노는 지금 어둠의 수호자의 힘으로 인해, 수많은 생명이 고통받고 있습니다.",,,,,,,,,
38,,,데데,,left,idle,,,부디 이 끝없는 어둠을 헤쳐나갈 방법을 부디 알려주십시오.,,,,,,,,,
39,,,파워 드래곤,,right,,,,[자애로운 신의의 여행자들이여. 곧 긴 어둠의 시간이 찾아올 것이다.],,italic,,,,,,,
40,,,파워 드래곤,,right,,,,"[빛의 예지대로, 어둠을 밝힐 수 있는 유일한 희망은 빛의 수호자뿐이다.]",,italic,,,,,,,
41,,,파워 드래곤,,right,,,,[하지만 아직 용기의 수호자는 타오르는 화산에 잠들어 있다.],,italic,,,,,,,
42,,,파워 드래곤,,right,,,,[너희들이 바람이 긴 잠에 빠져 있는 용기의 수호자를 깨울 수 있길 기원하겠다.],,italic,,,,,,,
43,,,파워 드래곤,,right,,,,"[모든 것이 완전해질 때, 우리는 이 세상을 지키기 위해 너희에게 힘을 빌려주리라.]",,italic,,,,,,,
44,,,데데,,left,idle,,,물음에 답해주셔서 감사합니다. 신의의 수호자시여.,,,,,,,,,
45,,,파워 드래곤,,right,,,,"[다른 차원의 존재여, 그 고통과 고뇌의 끝에 네가 찾는 해답이 있다.]",,italic,,,,,,,
46,,,누리,,left,idle,,,으음?!,,,,,,,,,
47,,,파워 드래곤,,right,,,,[간절히 소망해라. 간절히 되새겨라. 네가 찾는 소중한 존재의 기억을.],,italic,,,,,,,
48,,,데데,,left,thought,,,소중한 존재의 기억?,,,,,,,,,
49,,,누리,,right,sorrow,,,으윽...,,,,shaking,,,,,
50,,,,,,,,,,,,1,black_in,skip_disable,,,,
