page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;원정대,skip_disable,,,,
2,로비,,,,,,,,,,,0.3,,skip_disable,,bgm_everyday,,
3,,,누리,,right,idle,,,둔탱이 안녕?,bot,,,,,,,,
4,,,고니,,left,idle,,,응? 누구? 왠지 어디서 본 거 같은데…,,,,,,,,,
5,,,누리,,right,idle,,,"아, 맞다. 내 소개를 해야지.",,,,,,,,,
6,,,누리,,right,idle,,,내 이름은 누리. 알리티아의 드래곤 테이머야.,,,,,,,,,
7,,,고니,,left,fury,,,알리티아? 처음 듣는데? 그게 마을 이름이야?,,,,,,,,,
8,,,데데,,left,idle,,,"고니, 오랜만이야.",,,,,,,,,
9,,,고니,,left,fury,,,"어라, 데데! 언제 왔어? 바이델에서 있는 거 아니었어?",,,,,,,,,
10,,,누리,,right,idle,,,바이델? 여기도 신성왕국 바이델이 있어?,,,,,,,,,
11,,,고니,,left,thought,,,"여기도... 그럼 바이델이 또 있다는 거야? 데데, 대체 뭐라는 거야?",,,,,,,,,
12,,,데데,,left,idle,,,글쎄... 어디서부터 말해야 하려나?,,,,,,,,,
13,,,누리,,right,thought,,,하아… 나도 뭐가 뭔지 모르겠다. 어쩌다 내가 여기 있는 건지…,,,,,,,,,
14,,,고니,,left,fury,,,"뭐야? 자기가 말하고, 자기가 모르겠다니…",,,,,,,,,
15,,,고니,,left,fury,,,"뭐가 어찌된 건지는지는 모르겠지만, 난 중요한 볼일이 있어서 가볼게.",,,,,,,,,
16,,,고니,,left,fury,,,내일이 수습 드래곤 테이머 최종 시험이거든.,,,,,,,,,
17,,,누리,,right,idle,,,최종 시험?,,,,,,,,,
18,,,고니,,left,fury,,,그것도 몰라? 최종 시험을 봐야 정규 드래곤 테이머가 될 수 있다고. 그래야 유리아 누나한테…,,,,,,,,,
19,,,고니,,left,fury,,,"흠흠, 아무튼 난 시험 준비해야 해서 이만.",,,,,,,,,
20,,,데데,,right,thought,,,"고니, 그 시험 준비 안해도 돼.",,,,,,,,,
21,,,고니,,left,fury,,,뭐라구?,,,,,,,,,
22,,,데데,,right,thought,,,최종 시험이 무기한 연기됐거든. 여기 오기 전에 그렇게 정해졌어.,,,,,,,,,
23,,,고니,,left,fury,shaking,,말도 안돼! 무기한 연기라니! 난 그런 말 들은 적 없다고!,,,,,,,,,
24,,,누리,,right,thought,,,그 시험이라는 게 그렇게 중요한 거야?,,,,,,,,,
25,,,고니,,left,happy,,,당연한 거 아니야? 1년에 한 번뿐인 시험이라고!,,,,,,,,,
26,,,누리,,right,idle,,,"흠? 그럼 이건 어떨까? 데데 님, 이런 부탁해도 될지 모르겠는데? (속닥속닥)",,,,,,,,,
27,,,,,,,,,,,,1,black_in,skip_disable,,,,
