page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;신의 결계,skip_disable,,,,
2,,,,,,,,,,,,0.3,skip_disable,,,bgm_sorrow,,
3,,,,,,,,,[모두가 이 일을 반드시 네가 해야 한다고 믿고 있어],,narrate,,,,,,,
4,,,,,,,,,"[하지만, 난 그게 옳지 않다고 생각해. 이 사명은 너무 무거워]",,narrate,,,,,,,
5,,,,,,,,,"[그래, 언제라도 말해. 우리가 힘을 되어줄게]",,narrate,,,,,,,
6,,,,,,,,,"[빛의 사제보다는 든든하잖아, 안 그래 누리?]",,narrate,,,,,,,
7,,,,,,,,,[의식의 날은 내일이야. 그때까지 곁에 있어 줄게],,narrate,,,,,,,
8,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
9,,,,,,,,,,,,1,fadeout,skip_disable,,,,
10,,,두른,,right,fury,,,"자, 잠깐! 아직 난 더 정보가 필요해. 여기서 멈춰서는..",,,,,,,,,
11,,,모코지,,left,sorrow,,,"스승님, 무리에요! 더 하다간 누리 님이!",,,,,,,,,
12,,,두른,,right,fury,,,"뭐, 뭐라고? 그게 무슨 소리..",,,,,,,,,
13,,,누리,,left,sorrow,,,"으으윽.. 머, 머리가 깨질 것 같아..",,,,shaking,,,,,
14,,,,,,,,,,,,1.5,clear_all,white_in,skip_disable,,,
15,챕터8,,,,,,,,,,,0.5,skip_disable,,,,,
16,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_everyday,,
17,,,누리,,right,fury,,,뭐..뭐지..?,,,,,,,,,
18,,,모코지,,left,sorrow,,,"누리 님, 다친 곳은 없어요?",,,,,,,,,
19,,,누리,,right,thought,,,이게… 대체 어찌된 일이죠? 무슨 일이?,,,,,,,,,
20,,,두른,,left,sorrow,,,모코지 네가 사과할 필요 없어. 무리하게 이 방법을 요구한 건 나니까.,,,,,,,,,
21,,,두른,,left,sorrow,,,난 누리 님의 기억을 찾고자 약간 위험한 방법을 감행했어.,,,,,,,,,
22,,,두른,,left,sorrow,,,하지만 보기 좋게 실패했지. 마공학으로 설명할 수 없는 힘에 의해서..,,,,,,,,,
23,,,누리,,right,thought,,,마공학으로 설명할 수 없는 힘..?,,,,,,,,,
24,,,모코지,,left,thought,,,기계 같았어요. 사방이 철벽과도 같은 단단하고 무거운.,,,,,,,,,
25,,,두른,,left,idle,,,그 벽에 조그마한 틈이 있어서 기억을 잠시 훔쳐볼 수 있었어.,,,,,,,,,
26,,,누리,,right,thought,,,틈이라고요?,,,,,,,,,
27,,,모코지,,right,thought,,,"스승님. 어쩌면, 추종자가 말한 빛의 조각이..",,,,,,,,,
28,,,모코지,,right,thought,,,지금 누리 님에게 걸린 강력한 결계와 관련이 있을지 몰라요.,,,,,,,,,
29,,,두른,,left,idle,,,그래. 나도 그렇게 생각해. 그래서 그 튼튼한 결계에 틈이 생겼을 거야.,,,,,,,,,
30,,,모코지,,right,happy,,,다행이에요. 기억이 점차 돌아오고 있다는 뜻이잖아요.,,,,,,,,,
31,,,누리,,right,thought,,,"하지만, 여전히 기억 속에 인물이 누군지 모르겠어요.",,,,,,,,,
32,,,두른,,left,idle,,,일단.. 빛의 조각으로 기억을 찾고 있다는 점은 확실하군.,,,,,,,,,
33,,,두른,,left,thought,,,내 위험한 호기심은 이제 자제하도록 하지. 우선은 빛의 조각을 먼저 모으자고.,,,,,,,,,
34,,,두른,,left,happy,,,"그렇게 하면, 이 세상의 위기도 누리 님의 기억도 모든 것이 해결될 거야.",,,,,,,,,
35,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
36,챕터12,,,,,,,,,,,0.5,skip_disable,,,,,
37,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_boss,,
38,,,검은로브 보스,,right,,,,이노에 잉태될 빛이 밝아진다. 그것은 어둠의 태동을 의미한다.,,,,,,,,,
39,,,검은로브 보스,,right,,,,"빛과 어둠, 결코 나누어질 수 없는 운명의 굴레.",,,,,,,,,
40,,,검은로브 보스,,right,,,,가증스러운 위대한 존재가 모든 기억을 되찾을 때.,,,,,,,,,
41,,,검은로브 보스,,right,,,,"어둠의 수호자 또한, 이 세상에 완벽한 모습을 드러내리라.",,,,,,,,,
42,,,검은로브 보스,,right,,,,이 모든 것은 위대한 어둠의 신을 위하여!,,,,,,,,,
43,,,,,,,,,,,,1,black_in,skip_disable,,,,
