page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;빛의 기둥,skip_disable,,,,
2,챕터1,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,누리,,right,happy,,,"휴, 꼼짝 없이 죽는 줄 알았네.",,,,,,,,,
4,,,스마트 드래곤,,left,,,,벌침에 좀 쏘인다고 죽지는 않습니다만.,,,,,,,,,
5,,,누리,,right,fury,,,그 정도는 나도 알거든! 그냥 해본 말이거든!,,,,,,,,,
6,,,누리,,right,fury,,,"근데 둔탱이, 너 드래곤 테이머 맞지?",,,,,,,,,
7,,,고니,,left,happy,,,"에헴, 내 이름은 고니, 장차 드래곤 테이머 마스터가 될 몸이시지.",,,,,,,,,
8,,,누리,,right,idle,,,그게 뭔지는 모르겠지만 아무튼 나랑 같은 드래곤 테이머라니 반갑네.,,,,,,,,,
9,,,고니,,left,idle,,,엥? 당신도? 저 안경 낀 날도마뱀이 드래곤? 거짓말!,,,,,,,,,
10,,,스마트 드래곤,,left,,,,"날도마뱀이 아니라, 드래곤입니다만.",,,,,,,,,
11,,,누리,,right,thought,,,그나저나 넌 어쩌다가 그곳에 있었던 거야?,,,,,,,,,
12,,,고니,,left,happy,,,그 자리가 어딘데?,,,,,,,,,
13,,,누리,,right,idle,,,어디긴 라테아 말이야. 드래곤의 안식처 라테아.,,,,,,,,,
14,,,고니,,left,idle,,,라테아? 그게 뭔데?,,,,,,,,,
15,,,누리,,right,idle,,,"하아… 아니, 그것도 몰라? 너 정말 드래곤 테이머 맞아?",,,,,,,,,
16,,,케사스,,left,idle,,,만년 수습생 고니 님께서 그런 걸 아실 리가 없지.,,,,,,,,,
17,,,누리,,right,fury,,,"누구야, 적이냐?",,,,,,,,,
18,,,고니,,left,thought,,,"야, 케사스! 너 진짜 계속 이럴 거야?",,,,,,,,,
19,,,케사스,,right,fury,,,"어휴, 넌 어찌 된 게 드래곤 테이머가 되겠다는 녀석이 라테아도 모르냐?",,,,,,,,,
20,,,케사스,,right,thought,,,암튼 꾸물거리지 말고 얼른 곧장 마을로 돌아와. 그럼 난 바빠서 이만...,,,,,,,,,
21,,,케사스,,right,thought,disappear_side,,,,,0.5,skip_disable,clear_text,,,,
22,,,고니,,left,thought,disappear_side,,,,,0.5,skip_disable,,,,,
23,,,누리,,left,thought,,,(저 남자애는 뭐야? 둘이 서로 친구인 거 같긴 한데… 좀 까칠하네.),,,,,,,,,
24,,,,,,,,,,,,1,black_in,skip_disable,,,,
