page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;태동하는 어둠,skip_disable,,,,
2,챕터12,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_boss,,
3,,,부활한 다크닉스,,right,,,,[하찮은 놈들의 욕망이 나를 이곳에 불러들였다.],,italic,,,,,,,
4,,,부활한 다크닉스,,right,,,,"[크크크. 하지만, 비루한 것들의 오만이 나를 기쁘게 할 줄이야.]",,italic,,,,,,,
5,,,부활한 다크닉스,,right,,,,[이곳에서는 가증스러운 놈의 힘이 느껴지지 않는구나.],,italic,,,,,,,
6,,,부활한 다크닉스,,right,,,,[그렇다면 이번에야말로 어둠의 세상을 만들겠다.],,italic,,,,,,,
7,,,부활한 다크닉스,,right,,,,[가라. 나의 짐승들아!],,italic,,,,,,,
8,,,부활한 다크닉스,,right,,,,[이 세상의 모든 생명이 너희의 사냥감이다.],,italic,,shaking,,,,,efx_story_fury
9,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
10,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_special,,
11,,,모코지,,left,sorrow,,,이 소리는 설마.. 다크닉스?,,,,shaking,,,,,efx_story_fury
12,,,고니,,right,fury,,,"흠, 자기소개를 참 거창하게도 하는 놈이군.",,,,,,,,,
13,,,케사스,,left,fury,,,우리가 정말로 이 몬스터 무리를 뚫고 도착할 수 있을까요?,,,,,,,,,
14,,,두른,,right,idle,,,도착이야 할 수 있겠지. 우리는 지금 4대신룡의 도움을 받고 있으니까.,,,,,,,,,
15,,,두른,,right,thought,,,하지만 어둠의 수호자 앞에서 무엇을 해야 할진 나도 모르겠어.,,,,,,,,,
16,,,고니,,left,thought,,,일단 부딪혀서 봐야죠!,,,,,,,,,
17,,,고니,,left,fury,,,누리 님이 반드시 답을 찾을 테니 믿어 보자고요!,,,,,,,,,
18,,,,,,,,,,,,1,black_in,skip_disable,,,,
