page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;차원의 통로,skip_disable,,,,
2,챕터5,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_boss,,
3,,,다크닉스,???,right,,silhouette,,크르르르...,,,,,,,,,
4,,,질서유지장치,,left,,,,대상 마력주입 95%. 잔여 마력 부족.,,,,,,,,,
5,,,검은로브 보스,,right,,appear_side,,"이런! 거미 여왕을 처리할 때, 마력을 쓴 걸 까맣게 잊고 있었구나!",,,,,,,,,
6,,,검은로브 보스,,right,,,,어디 보자.. 마력 추출이 가능한가?,,,,,,,,,
7,,,질서유지장치,,left,,,,마력 추출 가능. 대상을 선택하십시오.,,,,,,,,,
8,,,검은로브 보스,,right,,,,이전 대상과 동일. 가서 놈들의 마력을 가져와라!,,,,,,,,,
9,,,질서유지장치,,left,,,,명령 수행.,,,,,,,,,
10,,,질서유지장치,,left,,disappear_side,,,,,1,skip_disable,clear_text,,,,
11,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
12,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_special,,
13,,,두른,,right,idle,,,"어허, 이거 너무 시끄러워서 작업에 집중할 수가 없는데..",,,,,,,,,
14,,,케사스,,left,fury,,,"정 답답하면, 천재님께서 직접 몬스터를 상대하셔도 됩니다만?",,,,,,,,,
15,,,두른,,right,sorrow,,,"어이쿠, 허리야! 노약자에게 그런 몹쓸 농담은 하지 말라고.",,,,,,,,,
16,,,모코지,,left,happy,,,조심해요! 또 몬스터떼가 와요!,,,,,,,,,
17,,,모코지,,left,,disappear_side,,,,,0.5,skip_disable,clear_text,,,,
18,,,두른,,right,,disappear_side,,,,,0.5,skip_disable,,,,,
19,,,,,,,,,,,,1,black_in,skip_disable,,,,
