page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;엉뚱한 마공학자,skip_disable,,,,
2,챕터2,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,검은로브,,right,,,,"제법이구나, 추악한 빛의 종자들아.",,,,,,,,,
4,,,데데,,left,fury,,,검은 로브의 사도? 어째서 이곳에 너희들이!,,,,,,,,,
5,,,고니,,left,thought,,,검은 로브? 저게 대체 뭐하는 놈들인데?,,,,,,,,,
6,,,케사스,,left,fury,,,"사악한 몬스터를 이끌며, 모든 나라를 공격하는 어둠의 세력이야.",,,,,,,,,
7,,,케사스,,left,fury,,,저 녀석들 손에 죽어간 사람들의 숫자는 헤아릴 수 없이 많아!,,,,,,,,,
8,,,검은로브,,right,,,,"오호, 설명하지 않아도 우리에 대해서는 잘 알고 있군.",,,,,,,,,
9,,,누리,,left,fury,,,흐음..?,,,,,,,,,
10,,,검은로브,,right,,,,그렇군. 네놈이 바로 빛의 기둥에서 나타난 존재인가?,,,,,,,,,
11,,,검은로브,,right,,,,좋아. 우선 거래를 하지. 나는 보기보다 관대한 사람이니까.,,,,,,,,,
12,,,누리,,left,fury,,,거래? 그게 대체 무슨 소리야?,,,,,,,,,
13,,,검은로브,,right,,,,"너희가 이곳에 도착하기 전에 마을에 수십 개, 아니 수백 개의 마탄을 설치했다.",,,,,,,,,
14,,,검은로브,,right,,,,"마탄이 한꺼번에 폭파되면, 마을은 흔적도 없이 사라지겠지.",,,,,,,,,
15,,,케사스,,left,fury,,,"인질을 이용해 우리를 협박하다니, 이런 비열한!",,,,,,,,,
16,,,검은로브,,right,,,,비열한 것이 아니지. 이건 영리하다고 하는 거다. 무지한 놈들아.,,,,,,,,,
17,,,검은로브,,right,,,,내가 원하는 거래의 조건은 하나다. 빛의 순례길의 여정을 포기해라.,,,,,,,,,
18,,,검은로브,,right,,,,"그렇게 한다면, 어둠의 수호자가 깨어날 때까지, 네놈들의 미천한 목숨을 보장해주지.",,,,,,,,,
19,,,고니,,left,fury,,,"뭐야, 장난해? 결국, 목숨을 잃는 건 똑같잖아!",,,,,,,,,
20,,,검은로브,,right,,,검은로브 아웃,그럼 현명한 판단을 기대하마.,,,,,,,,,
21,,,검은로브,,right,,disappear_side,,,,,0.5,clear_text,skip_disable,,,,
22,,,,,,,,,,,,1.5,clear_all,black_in,skip_disable,,,
23,,,,,,,,2초 대기,,,,1,fadeout,skip_disable,,,,
24,,,고니,,left,fury,,,이건 거래가 아니에요! 당장 녀석을 박살 내죠!,,,,,,,,,
25,,,데데,,right,thought,,,하지만.. 그렇게 되면 녀석은 마을에 설치된 무수한 마탄을 작동시킬 거에요.,,,,,,,,,
26,,,데데,,right,thought,,,수십 개.. 아니 수백 개의 마탄이 동시에 터진다면? 마을은 흔적도 없이 사라지겠죠.,,,,,,,,,
27,,,고니,,left,fury,,1초 대기,"아, 대체 어떻게 하면 좋지? 누가 묘안이라도 생각해봐요!",,,,,,,,,
28,,,모코지,,right,thought,,,저 어쩌면.. 마을의 문제를 해결할 수 있을지 몰라요. 확신은 할 수 없지만…,,,,,,,,,
29,,,케사스,,left,fury,,,"해결할 수 있을지 모른다고요? 지금 상황이 급박한데, 대체 무슨 헛소리를!",,,,,,,,,
30,,,누리,,right,fury,,,케사스!,,,,shaking,,,,,
31,,,케사스,,left,sorrow,,1초 대기,.....,,,,,,,,,
32,,,케사스,,left,sorrow,disappear_side,,,,,0.5,clear_text,skip_disable,,,,
33,,,누리,,right,idle,,,모코지 님의 생각을 자세히 말씀해주세요. 저희가 무엇을 도와드리면 될까요?,,,,,,,,,
34,,,모코지,,left,thought,,,알겠습니다. 우선은..,,,,,,,,,
35,,,,,,,,,,,,1,black_in,skip_disable,,,,
