page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;각성,skip_disable,,,,
2,챕터1,,,,,,,,,,,0.3,skip_disable,,,bgm_sorrow,,
3,,,누리,,right,thought,,,여긴.. 어디지?,,,,,,,,,
4,,,고니,,left,idle,,,글쎄요. 이곳이 어디일 것 같아요?,,,,,,,,,
5,,,누리,,right,idle,,,"아, 고니구나! 여기가 대체 어디야?",,,,,,,,,
6,,,고니,,left,thought,,,저도 잘 모르겠어요.,,,,,,,,,
7,,,고니,,left,thought,,,하지만 당신이 기억하고 싶어하는 무언가 중에 하나겠죠.,,,,,,,,,
8,,,누리,,right,fury,,,뭐야? 진짜 고니가 아니야?,,,,,,,,,
9,,,고니,,left,happy,,,"네, 아마도요.",,,,,,,,,
10,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
11,챕터2,,,,,,,,,,,0.5,skip_disable,,,,,
12,,,,,,,,,,,,1,fadeout,skip_disable,,,,
13,,,데데,,left,idle,,,전 계속 여기 있었어요. 당신과 함께.,,,,,,,,,
14,,,데데,,left,happy,,,당신이 언젠가 기억해주길 믿으면서.,,,,,,,,,
15,,,누리,,right,idle,,,대체 왜?,,,,,,,,,
16,,,데데,,left,happy,,,그것이 수많은 생명을 빛으로 이끄는 길이니까요.,,,,,,,,,
17,,,데데,,left,happy,,,빛 속에서 모든 생명들은 당신을 지키기 위해 싸웠어요.,,,,,,,,,
18,,,데데,,left,idle,,,당신의 가장 소중한 사람도요.,,,,,,,,,
19,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
20,챕터3,,,,,,,,,,,0.5,skip_disable,,,,,
21,,,,,,,,,,,,1,fadeout,skip_disable,,,,
22,,,케사스,,right,fury,,,수많은 생명들이 죽었어요.,,,,,,,,,
23,,,케사스,,right,idle,,,당신은 그를 불러오려 했지만 힘이 부족했죠.,,,,,,,,,
24,,,케사스,,right,thought,,,그래서 결국 그 방법을 쓰기로 한 거에요.,,,,,,,,,
25,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
26,챕터4,,,,,,,,,,,0.5,skip_disable,,,,,
27,,,,,,,,,,,,1,fadeout,skip_disable,,,,
28,,,누리,,right,thought,,,그 방법?,,,,,,,,,
29,,,모코지,,left,idle,,,"네, 빛을 네 개의 조각으로 나누는 방법이요.",,,,,,,,,
30,,,모코지,,left,thought,,,그리고 아무나 그것을 합칠 수 없도록 그 열쇠로 당신의 기억을 봉인했어요.,,,,,,,,,
31,,,모코지,,left,happy,,,오직 당신만이 가장 위대한 빛을 찾을 수 있도록.,,,,,,,,,
32,,,모코지,,left,happy,,,그래야만 이 세상을 구원할 수 있으니까.,,,,,,,,,
33,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
34,챕터5,,,,,,,,,,,0.5,skip_disable,,,,,
35,,,,,,,,,,,,1,fadeout,skip_disable,,,,
36,,,두른,,right,idle,,,하지만 예상치 못한 문제가 생겨버렸어.,,,,,,,,,
37,,,누리,,left,fury,,,문제..?,,,,,,,,,
38,,,두른,,right,idle,,,빛의 조각을 모을 수는 있었지만 깨울 수는 없었거든.,,,,,,,,,
39,,,누리,,left,fury,,,어째서..?,,,,,,,,,
40,,,,,,,,,,,,1,black_in,skip_disable,,,,
