page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;과욕의 독,skip_disable,,,,
2,챕터12,,,,,,,,,,,0.3,skip_disable,,,,,
3,,,검은로브 보스,,left,,,,"설마설마 했는데, 역시나 실망스럽구나. 거미 여왕.",,,,,,,bgm_dungeon_boss,,
4,,,용암 거미여왕,,right,,,,"네놈이, 여기는 어떻게!",,,,,,,,,
5,,,검은로브 보스,,left,,,,이 정도는 처음부터 계산 안에 있었던 상황이다.,,,,,,,,,
6,,,검은로브 보스,,left,,,,순순히 알을 내어놓으면 목숨은 살려주마.,,,,,,,,,
7,,,용암 거미여왕,,right,,,,이게 어디서 명령질이냐!,,,,,,,,,
8,,,용암 거미여왕,,right,,,,에잇.. 죽어랏!!,,,,,,,,,
9,,,질서유지장치,,left,,,,대상 포획 명령 수행중.,,,,,,,,,
10,,,용암 거미여왕,,right,,,,아니 저….저건! 크아악!,,,,,,,,,
11,,,용암 거미여왕,,right,,,,,,,0.5,skip_disable,shaking,flash,,,
12,,,검은로브 보스,,left,,,,이미 계산 안에 있다고 말하지 않았더냐. 배신자를 어찌 처리할지도. 크크크.,,,,,,,,,
13,,,용암 거미여왕,,right,,,,"크으윽, 이 재수 없는 까마귀 놈이…",,,,,,,,,
14,,,질서유지장치,,left,,,,대상 포획 완료. 처분 방식을 선택하십시오.,,,,,,,,,
15,,,검은로브 보스,,left,,,,마력을 주입하라.,,,,,,,,,
16,,,용암 거미여왕,,right,,,,"아, 안돼! 크아아아악!",,,,,,,,,
17,,,용암 거미여왕,,right,,shaking,,,,,0.5,clear_text,flash,skip_disable,,,
18,,,용암 거미여왕,,right,,shaking,,,,,0.5,shaking,flash,skip_disable,,,
19,,,,,,,,,,,,3,black_in,skip_disable,,,,
20,,,,,,,,,,,,1.5,skip_disable,clear_all,,off,,
21,,,,,,,,,누리...,,narrate,,,,,,,
22,,,,,,,,,누리! 정신차려!!,,narrate,,,,,,,
23,빛의기둥,,,,,,,,,,,0.5,skip_disable,,,bgm_sorrow,,
24,,,,,,,,,,,,1,fadeout,,,,,
25,,,아라한,???,left,,,[컷씬]12 1~2초 대기,[시간이 없어. 곧 녀석들이 이곳에 들이닥칠 거야],,italic,,,,,,,
26,,,누리,,right,fury,,[컷씬]12,나도 싸울 수 있어! 모두가 싸우고 있는데 나 혼자 이렇게..,,,,,,,,,
27,,,아라한,???,left,,,,[모두가 너를 지키기 위해 싸우고 있는 거야. 누리],,italic,,,,,,,
28,,,아라한,???,left,,,,[이 빛 뒤에 무엇이 있을지 나도 알 수 없어. 어쩌면 많은 것을 잃을지도 몰라],,italic,,,,,,,
29,,,검은로브,,right,,,,저기 있다! 저쪽에 녀석들이 보인다. 놈들을 죽여라!,,,,,,,,,
30,,,검은로브,,right,,disappear_side,,,,,1,skip_disable,clear_text,,,,
31,,,누리,,right,sorrow,,,안돼… 나 혼자는 무리야…,,,,,,,,,
32,,,아라한,???,left,,,,"[아니, 누리. 너는 할 수 있어. 넌 누구보다 강해!]",,italic,,,,,,,
33,,,아라한,???,left,,,,"[네가 어디에 있든, 만에 하나 네가 나를 찾지 못한다 해도!]",,italic,,,,,,,
34,,,아라한,???,left,,,,"[반드시, 내가 너를…]",,italic,,,,,,,
35,,,,,,,,2초 대기,,,,2,clear_all,white_in,skip_disable,,,
36,로비,,,,,,,,,,,0.5,skip_disable,,,off,,
37,,,,,,,,,,,,1,fadeout,skip_disable,,,,
38,,,누리,,right,fury,,1초 대기,허억...!!,,,,,,,,,
39,,,데데,,left,idle,,,누리 님?,,,,,,,bgm_everyday,,
40,,,누리,,right,thought,,,으응..?,,,,,,,,,
41,,,누리,,right,idle,,,데데 무슨 일이야? 뭔가 이상한 일이 생긴 거야?,,,,,,,,,
42,,,데데,,left,thought,,,아니요? 누리 님이야말로 갑자기 대답이 없으셔서.. 혹시 피곤하신가요?,,,,,,,,,
43,,,누리,,right,sorrow,,1초 대기,아.. 아니야..,,,,,,,,,
44,,,데데,,left,thought,,,뭔가 고민이 있으신 것 같네요. 우선 용기의 제단 근처 탐방을 마치고 마저 이야기하시죠.,,,,,,,,,
45,,,누리,,right,sorrow,,,"그래, 알았어..",,,,,,,,,
46,,,,,,,,,,,,1,black_in,skip_disable,,,,
