page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;불과 얼음,skip_disable,,,,
2,챕터1,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,퀸즈 스네이크,,right,,,,오호호호! 뭐야? 신성왕국도 별 거 아니었잖아? 너 진짜 사제 맞아?,,,,,,,,,
4,,,데데,,left,fury,,,뭐야! 어디서 감히!,,,,,,,,,
5,,,누리,,left,fury,,,"데데, 잠깐! 함정이야, 일부러 널 도발하는 거라고!",,,,,,,,,
6,,,퀸즈 스네이크,,right,,,,둘이니 저승길도 그리 외롭진 않겠구나.,,,,,,,,,
7,,,데데,,left,fury,,,"누리 님, 어서 피하세요!",,,,,,,,,
8,,,퀸즈 스네이크,,right,,,플래쉬효과. 퀸즈스네이크 진동,"자, 그럼 사이좋게 죽어라!!",,,,,,,,,
9,,,퀸즈 스네이크,,right,,shaking,,크아아아악?!,,,,flash,,,,,
10,,,고니,,left,idle,,,다행히 별로 늦지는 않은 거 같군. 어디 다친 사람은 없고?,,,,,,,,,
11,,,데데,,left,happy,,,고? 고니?,,,,,,,,,
12,,,퀸즈 스네이크,,right,,,,응? 네놈은? 두 놈이서 함께 황천길로 갔을 텐데!,,,,,,,,,
13,,,고니,,left,sorrow,,1초 대기,"그래, 살아남았다. 왜냐하면…",,,,,,,,,
14,,,고니,,left,fury,,,이 몸은 친구를 죽인 놈을 절대 용서할 수 없거든!,,,,,,,,,
15,,,퀸즈 스네이크,,right,,,퀸즈스네이크만 진동,"그래, 그럼 이번에는 확실히 네 친구 곁으로 보내주마!!",,,,,,,,,
16,,,퀸즈 스네이크,,right,,shaking,,커헉?!,,,,flash,,,,,
17,,,케사스,,left,fury,,,"이런이런, 솔직히 쉽게 통할 줄은 몰랐는데? 완전 바보잖아.",,,,,,,,,
18,,,고니,,left,fury,,,이 고니 님을 깔보니까 그런 험한 꼴을 당하는 거라고. 반성해.,,,,,,,,,
19,,,퀸즈 스네이크,,right,,,,"이, 이 고약한 버러지들이 감히 나를 속여??",,,,,,,,,
20,,,고니,,left,fury,,,"자, 그럼 이걸로? 마무리!",,,,,,,,,
21,,,고니,,left,fury,attack,,,,,1,skip_enable,clear_text,,,,
22,,,퀸즈 스네이크,,right,,shaking,퀸즈스네이크만 진동,키아아아악!,,,,flash,,,,,
23,,,퀸즈 스네이크,,right,,disappear_down,,,,,1.5,flash,skip_disable,clear_text,,,
24,,,,,,,,2초 대기,,,,0.3,clear_all,skip_disable,,,,
25,,,,,,,,,,,,2,black_in,skip_disable,,,,
26,로비,,,,,,,,,,,1,fadeout,skip_disable,,bgm_everyday,,
27,,,데데,,left,happy,,,"고니, 정말 대단했어요. 나도 깜빡 속았다니까!",,,,,,,,,
28,,,고니,,left,happy,,,나야 뭐? 모두 케사스가 생각한 거야.,,,,,,,,,
29,,,케사스,,right,thought,,,당연히 이 머리 속에 나왔지. 물론 고니 네 손을 빌린 덕에 성공한 거지만.,,,,,,,,,
30,,,누리,,left,idle,,,어째 둘 사이의 말투가 좀 부드러워진 거 같네?,,,,,,,,,
31,,,누리,,left,idle,,,무슨 일인지는 모르겠지만 어쨌든 좋은 징조겠지?,,,,,,,,,
32,,,케사스,,right,thought,,,"미안하지만, 난 점쟁이는 아니라서 모르겠네.",,,,,,,,,
33,,,고니,,left,fury,,,"케사스, 그게 무슨 소리야? 아까는 분명…",,,,,,,,,
34,,,케사스,,right,thought,,,"그렇다면 재잘거리지는 거 말고, 행동으로 증명하라고.",,,,,,,,,
35,,,고니,,left,thought,,,그.. 그래. 알았어.,,,,,,,,,
36,,,고니,,left,happy,,,일단은 네 말대로 하겠다고 했으니까.,,,,,,,,,
37,,,케사스,,right,thought,,,"사람은 말이야?그리 쉽게 변하지 않더라고. 고니 너 뿐만 아니라, 나조차도…",,,,,,,,,
38,,,데데,,left,happy,,,"에휴? 둘이 화해한 줄 알았더니, 어째 반나절을 못 넘기네요.",,,,,,,,,
39,,,,,,,,,,,,1,black_in,skip_disable,,,,
