page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;의식,skip_disable,,,,
2,챕터6,,,,,,,,,,,0.3,skip_disable,,,bgm_sorrow,,
3,,,모코지,,left,thought,,,어째서 누리 님이 저렇게 갑작스럽게 상태가 변한 걸까요?,,,,,,,,,
4,,,두른,,right,idle,,,이런? 이제서야 알아차린 게냐?,,,,,,,,,
5,,,두른,,right,idle,,,누리 님의 저런 행동을 여러 번 봤다고 하지 않았어?,,,,,,,,,
6,,,모코지,,left,thought,,,"확실히 그렇긴 했지만, 저렇게 자주 빈틈이 있는 모습을 보여주진 않았어요.",,,,,,,,,
7,,,두른,,right,idle,,,다른 사람에게 걱정을 끼칠까 봐 보이지 않는 장소에서 혼자 괴로워하고 있었던건가..,,,,,,,,,
8,,,두른,,right,sorrow,,,이제는 그걸 감출 수 없을 정도로 힘겨운거겠지..,,,,,,,,,
9,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
10,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_boss,,
11,,,데데,,left,thought,,,혹시 몰라 밖의 상황을 알아봤는데..,,,,,,,,,
12,,,데데,,left,thought,,,저희가 생각했던 것보다 심각한 상황인 것 같아요.,,,,,,,,,
13,,,모코지,,right,idle,,,마력의 공간에서 통신할 수 있다니 정말 빛의 사제는 대단한 실력자들이군요.,,,,,,,,,
14,,,데데,,left,happy,,,모코지 님과 두른 님이 주신 마공학 장비 덕분이죠.,,,,,,,,,
15,,,두른,,right,thought,,,"그보다.. 상황이 심각하다니, 대체 밖에서 무슨 일이 일어나고 있는 거지?",,,,,,,,,
16,,,케사스,,left,fury,,,검은 로브의 사도가 또 뭔가를 꾸미고 있는 모양이에요.,,,,,,,,,
17,,,모코지,,right,idle,,,혹시.. 저희가 이 마력의 장소에 오기전에 크로낙으로 무언가를..?,,,,,,,,,
18,,,케사스,,left,fury,,,"아뇨. 어쩌면, 크로낙이 벌인 소동은 단순한 눈속임일지도 몰라요.",,,,,,,,,
19,,,데데,,right,thought,,,저들의 의도가 어떻든 우리가 마력의 존재를 막을 수 있길 기원해야겠군요.,,,,,,,,,
20,,,,,,,,,,,,1,black_in,skip_disable,,,,
