page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;망각,skip_disable,,,,
2,로비,,,,,,,,,,,0.3,skip_disable,,,,,
3,,,데데,,left,fury,,,"아, 아무것도 기억나지 않는다고요?",,,,,,,bgm_sorrow,,
4,,,모코지,,right,sorrow,,,저도 잘 모르겠어요.. 누리 님이 갑자기 눈물을 보이면서..,,,,,,,,,
5,,,데데,,left,fury,,,설마.. 누리 님의 몸에 무언가 이상이 생긴 건 아니죠?,,,,,,,,,
6,,,누리,,right,thought,appear_side,,내 몸은 괜찮으니깐 너무 걱정하지마..,,,,,,,,,
7,,,누리,,right,thought,,,눈물을 보인 건 다른 이유 때문인것 같아..,,,,,,,,,
8,,,두른,,left,idle,,,그렇다면 어느정도 기억을 찾는데 성공한 건가?,,,,,,,,,
9,,,누리,,right,thought,,,네. 제가 왜 이노 세계에 왔는지는 기억이 났어요.,,,,,,,bgm_dungeon_ready,,
10,,,누리,,right,thought,,,저는 이노의 재앙을 막고자 빛의 사제의 도움으로 이곳에 왔어요.,,,,,,,,,
11,,,누리,,right,thought,,,그리고 빛의 의식이 있던 날.. 검은 로브의 사도의 습격을 받았어요..,,,,,,,,,
12,,,누리,,right,thought,,,"다행이 저는 누군가의 도움을 받아 무사히 빛의 기둥으로 이동할 수 있게되었고,",,,,,,,,,
13,,,누리,,right,thought,,,빛의 사제는 세 개의 빛의 조각을 기둥에 흘려보냈어요.,,,,,,,,,
14,,,데데,,left,thought,,,세 개라고요? 빛의 조각은 분명 네 개의 조각으로 이루어졌을 텐데?,,,,,,,,,
15,,,모코지,,left,thought,,,누리 님. 혹시 그 기억이 완전하게 회복되지 않은 건 아닐까요?,,,,,,,,,
16,,,누리,,right,fury,,,아니에요. 분명 빛의 조각은 세 개였어요. 틀림 없어요.,,,,,,,,,
17,,,두른,,left,idle,,,"그렇다면, 우린 이미 빛의 조각을 모두 찾았단 소린가?",,,,,,,,,
18,,,데데,,right,thought,,,"아뇨, 그럴 리가 없어요. 광명의 성지에 아직 빛의 추종자가 남아 있잖아요.",,,,,,,,,
19,,,두른,,left,idle,,,음.. 일단 확실한 것은 저쪽 알리티아 행성에서,,,,,,,,,
20,,,두른,,left,idle,,,이노를 구하기 위해 빛의 조각과 누리 님을 이동시켰다.. 정도인가?,,,,,,,,,
21,,,모코지,,right,thought,,,그럼 어둠의 기둥은 반대로 몬스터와 다크닉스를 이동시켰겠군요.,,,,,,,,,
22,,,두른,,left,thought,,,결국.. 마지막 네 번째 빛의 조각이 이 모든 일을 해결할 열쇠란 말이겠군.,,,,,,,,,
23,,,누리,,right,sorrow,,,죄송해요. 제가 더 기억이 온전했다면 좋았을 텐데..,,,,,,,,,
24,,,모코지,,left,happy,,,아니에요. 무슨 그런 말을.,,,,,,,,,
25,,,모코지,,left,idle,,,게다가 이제 딱 한 개 남았는걸요.,,,,,,,,,
26,,,두른,,right,idle,,,모코지 말이 맞아. 그리고 누리 님이 보인 그 눈물.,,,,,,,,,
27,,,두른,,right,idle,,,어쩌면 우리가 원하던 답에 한층 가깝게 도달했다는 의미일지도 몰라.,,,,,,,,,
28,,,데데,,left,thought,,,선지자의 예지. 빛의 수호자와 어둠의 수호자.,,,,,,,,,
29,,,데데,,left,idle,,,아마도 이 의문의 해답은 광명의 성지에서 알 수 있을 것 같아요.,,,,,,,,,
30,,,데데,,left,idle,,,"그럼, 광명의 성지로 향하도록 하죠.",,,,,,,,,
31,,,데데,,left,idle,,,그곳에 누리 님이 미처 기억을 되살릴 답을 얻을 수 있을지 모르니까요.,,,,,,,,,
32,,,,,,,,,,,,1,black_in,skip_disable,,,,
