page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;용기의 수호자,skip_disable,,,,
2,챕터4,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,데데,,left,happy,,,몬스터들이 도망치고 있어요! 성공이에요!,,,,,,,,,
4,,,케사스,,right,idle,,,이제 용기의 제단에서 수호자를 만나는 일만 남았군.,,,,,,,,,
5,,,,,,,,,,,,1,clear_all,white_in,skip_disable,,,
6,,,,,,,,플래쉬효과,,,,1,fadeout,skip_disable,,,,
7,,,고니,,left,fury,,,"뭐, 뭐야??무슨 일이 일어나려는 거지?",,,,,,,,,
8,,,모코지,,right,idle,,,틀림없어요. 용기의 수호자. 번개고룡이 강림하려는 징조에요.,,,,,,,,,
9,,,,,,,,[하얀막] 레이어 오버레이 후 1초 대기,,,,2,clear_all,white_in,skip_disable,,,
10,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_lobby,,
11,,,번개고룡,,right,,,,[잘해주었다. 용기의 여행자들이여. 나는 너희들을 기다리고 있었다.],,italic,,,,,,,
12,,,데데,,left,idle,,,용기의 수호자시여. 이노는 지금 어둠의 신을 추종하는 자들에 의해 위험에 빠져있습니다.,,,,,,,,,
13,,,데데,,left,idle,,,그들은 어둠의 수호자인 다크닉스를 부활시키려 합니다.,,,,,,,,,
14,,,데데,,left,idle,,,"부디 저희에게 힘을, 그리고 이 어둠을 이겨낼 방도를 알려주십시오.",,,,,,,,,
15,,,,,,,,,,,,1,clear_all,black_in,skip_disable,,,
16,어둠의수호자,,,,,,,,,,,0.5,skip_disable,,,,,
17,,,,,,,,,,,,1,fadeout,skip_disable,,,,
18,,,,,,,,,,,,2,skip_disable,,,,,
19,,,번개고룡,,right,,,[컷씬]14 1-2초 대기,[어둠의 수호자 다크닉스.],,italic,,,,,,,
20,,,번개고룡,,right,,,[컷씬]14,[그 초월적인 힘은 그 어떤 존재도 대적하지 못했다.],,italic,,,,,,,
