page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;마력의 흐름,skip_disable,,,,
2,챕터4,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,데데,,left,thought,,,생각보다 상황이 심각한 것 같아요. 많은 곳에 몬스터 무리가 나타나고 있어요.,,,,,,,,,
4,,,케사스,,right,idle,,,"쳇, 몬스터 무리를 피하고 우회하기에는 너무 많은 시간이 걸려.",,,,,,,,,
5,,,고니,,left,fury,,,그럼 방법은 하나잖아? 죄다 물리치고 앞으로 강행 돌파하는 거야!,,,,,,,,,
6,,,누리,,right,thought,,,"시간이 촉박한 만큼 서두르는 것도 좋지만, 피할 수 있는 싸움은 피하는 게 좋겠어.",,,,,,,,,
7,,,누리,,right,thought,,,"잦은 몬스터와의 전투는 시간뿐만 아니라, 우리가 지닌 힘도 빠지게 할 거야.",,,,,,,,,
8,,,데데,,left,thought,,,누리 님 말이 맞아요. 이 전투가 끝나고 서둘러 근처 마을에서 정비하도록 하죠.,,,,,,,,,
9,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
10,,,,,,,,,,,,1,fadeout,skip_disable,,,,
11,,,모코지,,left,thought,,,흐음...,,,,,,,,,
12,,,누리,,right,idle,,,모코지 님? 왜 그런 표정을? 무슨 고민이 있으신가요?,,,,,,,,,
13,,,모코지,,left,idle,,,"아, 아뇨.. 뭔가 검은 로브의 행동에 의심쩍은 부분이 있어서요..",,,,,,,,,
14,,,누리,,right,thought,,,의심쩍은 부분?,,,,,,,,,
15,,,모코지,,left,idle,,,이렇게 많은 몬스터 군단이 있으면서 어째서 한 번에 우리를 공격하지 않을까요?,,,,,,,,,
16,,,모코지,,left,idle,,,"군단을 나누어 여러 곳을 공격하는 것보단, 한 번에 공격하는 것이 효율적일 텐데.",,,,,,,,,
17,,,누리,,right,thought,,,생각해보니 모코지 님의 말도 일리가 있네요.,,,,,,,,,
18,,,누리,,right,idle,,,일단은 서둘러 용기의 제단으로 향하는 것에 집중하도록 하죠.,,,,,,,,,
19,,,모코지,,left,thought,,,네.. 알겠어요..,,,,,,,,,
20,,,,,,,,,,,,1,black_in,skip_disable,,,,
