page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;심해의 추종자,skip_disable,,,,
2,챕터9,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,검은로브,,right,,,,크크크. 꽤나 늦게 도착했구나. 빛의 종자들아.,,,,,,,,,
4,,,고니,,left,fury,,,"이, 이건 대체?",,,,,,,,,
5,,,검은로브,,right,,,,이미 심해의 성지는 내가 오염시킨 지 오래다.,,,,,,,,,
6,,,검은로브,,right,,,,네놈들은 이제 심해의 추종자도 빛의 조각도 얻을 수 없다.,,,,,,,,,
7,,,케사스,,left,fury,,,괜찮아. 빛의 조각 대신 네놈의 낯짝을 조각 내주면 되니까.,,,,,,,,,
8,,,검은로브,,right,,,,"크하하, 건방진 놈 같으니!",,,,,,,,,
9,,,모코지,,left,fury,,,절대로.. 용서하지 않아!,,,,,,,,,
10,,,검은로브,,right,,,,"그래, 그래야 나도 싸움 구경할 맛이 나지. 좀 더 열과 성을 다 해보라고.",,,,,,,,,
11,,,검은로브,,right,,,,물론 네놈들이 발버둥 쳐봐야 저 많은 몬스터들을 상대할 수는 없겠지만.,,,,,,,,,
12,,,검은로브,,right,,disappear_side,,,,,1,skip_disable,clear_text,,,,
13,,,,,,,,,,,,2,clear_all,white_in,skip_disable,,,
14,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_lobby,,
15,,,파워 드래곤,,right,,,,"[빛의 순례자여, 별의 인도자들이여, 내가 그대들과 함께 하겠다.]",,italic,,,,,,,
16,,,파워 드래곤,,right,,,,"[추악한 어둠을 걷어내고, 심해의 추종자를 강림시켜라.]",,italic,,,,,,,
17,,,두른,,left,thought,,,아무래도 무리일 거 같은데.. 이렇게 오염되어서 어떻게..,,,,,,,,,
18,,,파워 드래곤,,right,,,,[그대들 모두가 하는 되는 곳에 빛도 거할 것이라.],,italic,,,,,,,
19,,,고니,,left,thought,,,위대한 존재가 원한다면.. 그 말은 누리 님이 성지를 정화할 수 있단 건가여?,,,,,,,,,
20,,,파워 드래곤,,right,,,,"[들어라, 빛의 목소리를. 교활한 어둠의 속삭임에 맞서라.]",,italic,,,,,,,
21,,,데데,,left,happy,,,"누리 님, 어서 손을! 저희와 함께 해요!",,,,,,,,,
22,,,누리,,left,idle,,,"그래, 함께..",,,,,,,,,
23,,,파워 드래곤,,right,,,,[빛은 반드시 그 간절함에 걸맞게 응답할 것이다.],,italic,,,,,,,
24,,,누리,,left,fury,,,"좋아, 모두 힘을 합쳐서 저 녀석을 성지에서 몰아내는 거야!",,,,,,,,,
25,,,,,,,,,,,,1,black_in,skip_disable,,,,
