page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;빛과 어둠의 전쟁,skip_disable,,,,
2,챕터7,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_boss,,
3,,,검은로브,,left,,,,이 장치를 설치해라. 그리고 놈들을 유인하면 된다.,,,,,,,,,
4,,,맹독 거미여왕,,right,,,,이건…?,,,,,,,,,
5,,,검은로브,,left,,,,알것 없다. 너는 그저 내 말을 따르기만 하면 된다.,,,,,,,,,
6,,,맹독 거미여왕,,right,,,,어둠의 뜻대로..,,,,,,,,,
7,,,맹독 거미여왕,,right,,disappear_side,,,,,1,skip_disable,clear_text,,,,
8,,,검은로브,,left,,,,이번에야말로 놈들의 숨통을 끊어 놓겠다. 반드시!,,,,,,,,,
9,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
10,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_special,,
11,,,고니,,left,thought,,,"이거, 몬스터들이 겁을 먹고 모두 도망친 모양인데..",,,,,,,,,
12,,,고니,,left,happy,,,하긴 나 같이 뛰어난 테이머가 버티고 있으니 당연하지!,,,,,,,,,
13,,,케사스,,right,fury,,,조용히 해. 근처에 뭔가가 있어!,,,,,,,,,
14,,,맹독 거미여왕,,right,,appear_side,,감이 좋구나.. 하지만 저기 빨간머리 녀석은 멍청해 보이는 걸..,,,,,,,,,
15,,,고니,,left,fury,,,"뭐, 뭐라고? 이 자식!",,,,,,,,,
16,,,맹독 거미여왕,,right,,,,아둔한 드래곤 테이머들.. 따라오거라..,,,,,,,,,
17,,,맹독 거미여왕,,right,,disappear_side,,,,,0.5,skip_disable,,,,,
18,,,고니,,left,fury,,,감히 나를 무시해? 후회하게 만들어 주겠어!,,,,,,,,,
19,,,고니,,left,fury,disappear_side,,,,,0.7,skip_disable,,,,,
20,,,케사스,,right,fury,,,저 멍청이가!,,,,shaking,,,,,
21,,,데데,,left,thought,,,우선 고니 님을 따라 움직이죠. 혼자서는 위험할 거에요.,,,,,,,,,
22,,,모코지,,right,fury,,,"스승님, 저희도 어서!",,,,,,,,,
23,,,두른,,left,thought,,,흐음..?!,,,,,,,,,
24,,,모코지,,right,thought,,,스승님? 왜 그러세요?,,,,,,,,,
25,,,두른,,left,thought,,,모코지. 먼저 출발해. 나는 잠깐만 누리 님과 할 일이 있을 것 같으니까.,,,,,,,,,
26,,,,,,,,,,,,1,black_in,skip_disable,,,,
