page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;검은 갈고리,skip_disable,,,,
2,챕터9,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,고니,,right,thought,,,누리 님과 케사스가 급한 용무 때문에 자리를 비우신다고요?,,,,,,,,,
4,,,두른,,left,thought,,,그래. 자세한 이야기는 나중에 말해주겠다고 했어.,,,,,,,,,
5,,,두른,,left,happy,,,그렇지 모코지? 둘이 분명히 그렇게 말했잖아?,,,,,,,,,
6,,,모코지,,right,sorrow,,,네에..,,,,,,,,,
7,,,데데,,left,thought,,,모코지 님? 혹시 저희에게 숨기는 일이 있는 건가요?,,,,,,,,,
8,,,모코지,,right,idle,,,"아, 아니에요. 두 분 다 특별한 일이 있다고 해서 잠시 따로 행동하신다고 말했어요.",,,,,,,,,
9,,,데데,,left,thought,,,모코지 님. 솔직하게 말씀해주세요. 제게 뭔가 숨기는 것이 있으시죠?,,,,,,,,,
10,,,검은로브,,right,,appear_side,,네놈들인가. 위대한 우리의 여정을 방해하는 추잡한 빛의 종자가!,,,,,,,bgm_dungeon_special,,
11,,,고니,,left,fury,,,또 우리를 방해할 셈이냐?,,,,,,,,,
12,,,검은로브,,right,,,,"아니, 난 실리를 추구하는 성격이다. 너희에게 거부할 수 없는 제안을 하러 왔지.",,,,,,,,,
13,,,데데,,left,thought,,,제안?,,,,,,,,,
14,,,검은로브,,right,,,,그래. 아주 흥미로운 제안이지.,,,,,,,,,
15,,,검은로브,,right,,,,너희들이 절대 거부할 수 없을 만큼  매력적인!!,,,,,,,,,
16,,,모코지,,left,sorrow,,,케사스 님…,,,,,,,,,
17,,,,,,,,,,,,1,black_in,skip_disable,,,,
