page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;빛의 여정,skip_disable,,,,
2,챕터12,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_boss,,
3,,,부활한 다크닉스,,right,,,,[어리석은 것들 스스로 죽음을 재촉하다니.],,italic,,,,,,,
4,,,부활한 다크닉스,,right,,,,[그리고 빨리 죽고 싶다면 네놈들의 뜻대로 해주마.],,italic,,,,,,,
5,,,부활한 다크닉스,,right,,disappear_side,,,,,1,skip_disable,clear_text,,,,
6,,,누리,,left,fury,,,글쎄? 그건 이쪽에서 해야할 말인 거 같은데!,,,,,,,,,
7,,,누리,,left,idle,,,"고니, 지금까지 만났던 수호자들을 기억하고 있어?",,,,,,,,,
8,,,고니,,right,thought,,,아마도 처음이 빙하고룡이었죠?,,,,,,,,,
9,,,누리,,left,idle,,,그럼 빙하고룡이 상징하는 것이 무엇인지 알고 있지?,,,,,,,,,
10,,,고니,,right,thought,,,빙하고룡의 상징? 그러니까 그게…,,,,,,,,,
11,,,데데,,right,idle,,,지성이에요. 긴 세월 쌓아온 모두의 지혜.,,,,,,,,,
12,,,누리,,left,idle,,,맞아. 그럼 두 번째 수호자는?,,,,,,,,,
13,,,모코지,,right,happy,,,신의에요. 서로는 믿는 마음.,,,,,,,,,
14,,,누리,,left,idle,,,"좋아, 그럼 마지막 수호자는?",,,,,,,,,
15,,,케사스,,right,idle,,,용기. 그 어떤 고난에도 맞설 수 있는 힘.,,,,,,,,,
16,,,두른,,right,happy,,,"지성, 신의, 용기라.. 뭔가 그럴 듯하긴 한데, 그래서 나머지 하나는?",,,,,,,,,
17,,,누리,,left,idle,,,"고니, 이 알을 받아.",,,,,,,,,
18,,,고니,,right,idle,,,내가? 근데 이 알은..?,,,,,,,,,
19,,,누리,,left,idle,,,"그 어떤 어둠 속에서도 빛나는 존재, 빛의 수호자 고대신룡의 알이야.",,,,,,,,,
20,,,누리,,left,idle,,,그리고 그의 진짜 이름은 바로..,,,,,,,,,
21,,,,,,,,,,,,1.5,clear_all,white_in,skip_disable,,,
22,회상,,,,,,,,,,,0.5,skip_disable,,,,,
23,,,,,,,,,,,,1,fadeout,skip_disable,,off,,
24,,,아라한,,right,,,,누리! 희망을 잃지마!,,,,,,,,,
25,,,,,,,,,,,,1.5,clear_all,white_in,skip_disable,,,
26,챕터12,,,,,,,,,,,0.5,skip_disable,,,,,
27,,,,,,,,,,,,1,fadeout,skip_disable,,,,
28,,,누리,,left,idle,,,희망!,,,,,,,,,
29,,,,,,,,,,,,1,clear_all,white_in,skip_disable,,,
30,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_lobby,,
31,,,고대신룡,,left,,,,[고맙다. 빛의 순례자들이여. 그대들은 모든 시련을 넘어섰다.],,italic,,,,,,,
32,,,고니,,left,idle,,,"우와, 이게 빛의 수호자 고대신룡!",,,,,,,,,
33,,,부활한 다크닉스,,right,,,,[말도 안 돼! 어떻게 네놈이 이곳에!],,italic,,,,,,,
34,,,누리,,left,idle,,,"말하자면 길지만, 널 부활시킨 멍청이들 덕분이야.",,,,,,,,,
35,,,누리,,left,fury,,,그놈들 덕분에 빛의 조각들도 다 모을 수 있었으니까.,,,,,,,,,
36,,,고대신룡,,left,,,,"[무한한 용기를 가진 자여, 가장 빛나는 별의 인도자여. 내게 소망을 말하라.]",,italic,,,,,,,
37,,,고니,,left,idle,,,"나? 지금 나보고 말하라는 거야? 어, 그러니까 말이야..",,,,,,,,,
38,,,고니,,left,fury,,,저기 저 못생긴 도마뱀을 없애주세요!,,,,,,,,,
39,,,부활한 다크닉스,,right,,,,[뭐라? 미물 주제에 감히 날 조롱하는 것이냐!],,italic,,,,,,,
40,,,고대신룡,,left,,,,[네 바람은 이루어질 것이다. 빛의 종자여!],,italic,,,,,,,
41,,,고대신룡,,left,,,,[나를 위하여 죽어간 생명이여. 지금 기나긴 어둠을 빛으로 비추겠다.],,italic,,,,,,,
42,,,고대신룡,,left,,,,"[이제, 그대들은 절망에 맞서 찬란한 빛을 발할 것이니.]",,italic,,,,,,,
43,,,고대신룡,,left,,,,[긴 황혼의 어둠에서 벗어나 여명의 아침을 맞이할 것이다.],,italic,,,,,,,
44,,,고대신룡,,left,,,,"[내 이름은 고대신룡. 빛의 수호자이자, 희망의 존재이다.]",,italic,,,,,,,
45,,,,,,,,,,,,1,clear_all,white_in,skip_disable,,,
46,,,,,,,,,,,,1,fadeout,skip_disable,,,,
47,,,고니,,left,fury,,,"우와, 몸에서 힘이 넘치고 있어!",,,,,,,,,
48,,,누리,,right,idle,,,빛의 수호자 고대신룡의 마력이 우리에게 힘을 주고 있는 거야.,,,,,,,,,
49,,,누리,,right,fury,,,"자, 이제 저 몹쓸 도마뱀을 해치우자!",,,,,,,,,
50,,,데데,,left,happy,,,저도 함께 할게요!,,,,,,,,,
51,,,모코지,,right,happy,,,미력이나마 보태겠어요!,,,,,,,,,
52,,,케사스,,left,happy,,,선두는 내가 맡지.,,,,,,,,,
53,,,두른,,right,happy,,,모두들 화려하게 피날레를 장식해 보자고!,,,,,,,,,
54,,,,,,,,,,,,1,black_in,skip_disable,,,,
