page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;어둠의 수호자,skip_disable,,,,
2,챕터11,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,고니,,left,thought,,,흐음..,,,,,,,,,
4,,,케사스,,right,thought,,,아까부터 멈춰서 멍하니 뭐하는거야. 설마 겁을 먹은 건 아니겠지?,,,,,,,,,
5,,,고니,,left,fury,,,내가 겁을 먹긴!,,,,,,,,,
6,,,고니,,left,thought,,,이 칙칙한 하늘이 영 마음에 들지 않아. 전에는 이렇지 않았는데..,,,,,,,,,
7,,,케사스,,right,idle,,,하늘의 색 말이군. 그거라면 나도 변했다고 느끼고 있었어.,,,,,,,,,
8,,,케사스,,right,thought,,,갑작스럽게 이렇게 하늘의 색이 변한 사례는 없었으니까.,,,,,,,,,
9,,,고니,,left,thought,,,뭔가 엄청난 일이 일어난다거나 그런 건 아니겠지?,,,,,,,,,
10,,,케사스,,right,thought,,,바보야. 이미 테이머 연합군과 검은 로브의 사도가 전쟁을 벌이고 있잖아.,,,,,,,,,
11,,,케사스,,right,idle,,,"그것보다 더 엄청난 일이라면.. 아니, 그러지 않길 빌어야겠지.",,,,,,,,,
12,,,케사스,,right,idle,,,녀석이 정말 깨어난다면 이 세상이 멸망하고 말 테니까.,,,,,,,,,
13,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
14,로비,,,,,,,,,,,0.5,skip_disable,,,,,
15,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_sorrow,,
16,,,데데,,left,sorrow,,,모두가 사라졌어.,,,,,,,,,
17,,,데데,,left,sorrow,,,나는.. 나는 이제 무얼 할 수 있을까?,,,,,,,,,
18,,,데데,,left,sorrow,,,.....,,,,,,,,,
19,,,데데,,left,fury,,,아니. 이런 나약한 생각을 하고 있을 때가 아니야.,,,,,,,bgm_dungeon_special,,
20,,,데데,,left,idle,,,나는 누리 님의 기억을 되찾도록 도와줘야 해.,,,,,,,,,
21,,,데데,,left,fury,,,다들 끝까지 포기하지 않고 싸우고 있어.,,,,,,,,,
22,,,데데,,left,fury,,,나도 포기하지 않을 거야. 반드시 누리 님의 기억을 되찾고,,,,,,,,,
23,,,데데,,left,fury,,,나를 기다리는 장소로 고니 님이 있는 장소로 향할 거야!,,,,,,,,,
24,,,,,,,,,,,,1,black_in,skip_disable,,,,
