page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;얼음의 온정,skip_disable,,,,
2,로비,,,,,,,,,,,0.3,skip_disable,,,bgm_everyday,,
3,,,고니,,left,idle,,,완벽해! 이 정도면 굶어 죽을 일은 없겠지?,,,,,,,,,
4,,,데데,,right,thought,,,아무리 급박한 상황이라도? 먹거리는 든든하게 준비하시네요?,,,,,,,,,
5,,,고니,,left,happy,,,"데데, 배가 고프면 힘을 못 쓴다고. 그러면 적을 이길 수 없잖아!",,,,,,,,,
6,,,데데,,right,happy,,,"뭐? 전부 납득하기 어려운 말이지만, 이해하려고 노력은 해볼게요.",,,,,,,,,
7,,,누리,,left,idle,,,어라? 케사스는 어딜 간 거지?,,,,,,,,,
8,,,모코지,,right,thought,,,흐음..?,,,,,,,,,
9,,,모코지,,right,happy,,,누리 님. 제가 케사스 님을 찾아볼게요. 그동안 준비를 끝 맞춰주세요.,,,,,,,,,
10,,,누리,,left,idle,,,"네. 시간이 얼마 남지 않았으니, 되도록 빨리 돌아오세요.",,,,,,,,,
11,,,,,,,,2초 대기,,,,2,clear_all,black_in,skip_disable,,,
12,챕터3,,,,,,,,,,,0.5,skip_disable,,,,,
13,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_dungeon_special,,
14,,,케사스,,left,sorrow,,1초 대기,데데에게 그렇게 화를 낼 필요는 없었어.,,,,,,,,,
15,,,케사스,,left,sorrow,,1초 대기,"내게 더 강한 힘이 있었다면, 나 혼자서도 제단을 지킬 수 있었을 텐데.",,,,,,,,,
16,,,다람쥐,,right,,,,캬악! 더러운 인간이다. 여긴 왜 온 거야?,,,,,,,,,
17,,,케사스,,left,thought,,,놈들이야말로 왜 이곳에 나타난 거지?,,,,,,,,,
18,,,다람쥐,,right,,,,멍청한 인간. 우린 신의의 제단을 박살 낼 거야?,,,,,,,,,
19,,,케사스,,left,fury,,,"유감이지만, 그렇게는 안 될 거야. 너희는 제단으로 가지 못할 테니.",,,,,,,,,
20,,,다람쥐,,right,,,,건방진 인간! 모두 저 인간을 공격해!!,,,,,,,,,
21,,,,,,,,,,,,1,black_in,skip_disable,,,,
