page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;빛의 기둥,skip_disable,,,,
2,챕터1,,,,,,,,,,,0.3,,skip_disable,,bgm_everyday,,
3,,,누리,,right,fury,,,"뭐가, 이렇게 멀어! 이쪽으로 가는 거 맞아?",bot,,,,,,,,
4,,,스마트 드래곤,,left,,,,몇 걸음이나 걸으셨다고… 제대로 가고 있는 게 맞습니다.,,,,,,,,,
5,,,누리,,right,fury,,,그말 믿어도 되는 거지?,,,,,,,,,
6,,,누리,,right,fury,,,그건 그렇고 이 둔탱이는 왜 아직도 안 깨어나는 거야?,,,,,,,,,
7,,,고니,,left,idle,,,"음냐음냐, 안돼….",,,,,,,,,
8,,,누리,,right,idle,,,정말 부상당한 거 맞아? 내 눈에는 늘어지게 퍼져서 자는 거처럼 보이는데?,,,,,,,,,
9,,,고니,,left,thought,,,"야이, 이 날도마뱀 자식아! 헉!",,,,,,,,,
10,,,스마트 드래곤,,left,,,,보시다시피 일어나버렸습니다만.,,,,,,,,,
11,,,누리,,right,thought,,,"어이, 둔탱이! 괜찮아?",,,,,,,,,
12,,,고니,,left,happy,,,둔탱이? 그게 누군데?,,,,,,,,,
13,,,누리,,right,idle,,,누구긴 누구야… 내 앞에 있는 너지요.,,,,,,,,,
14,,,고니,,left,idle,,,"크윽, 머리가 깨질 거 같이 아픈데… 근데 여기는 어디야?",,,,,,,,,
15,,,누리,,right,idle,,,그건 내가 물어볼 말인데? 너 여기 사는 거 아니야?,,,,,,,,,
16,,,고니,,left,idle,,,"응? 잠시만, 어디 보자… 아, 정령의 숲이구나! 휴, 다행이다.",,,,,,,,,
17,,,고니,,left,idle,,,난 또 무서운 여자한테 납치당한 줄 알았네.,,,,,,,,,
18,,,누리,,right,fury,,,이 둔탱이가 뭐가 어쩌고 어째? 한 번 혼나 볼래!,,,,,,,,,
19,,,스마트 드래곤,,right,,,,"두 분 말씀 중에 죄송하지만, 저쪽에서 벌떼가 날아오고 있습니다만.",,,,,,,,,
20,,,누리,,right,fury,,,"저리 비켜봐. 지금 벌떼가 문제야? 그러니까 둔탱이 너…. 잠깐, 벌떼?",,,,,,,,,
21,,,스마트 드래곤,,right,,,,네. 그렇습니다만.,,,,,,,,,
22,,,고니,,left,fury,,,"저리 비켜, 전투 준비!",,,,,,,,,
23,,,,,,,,,,,,1,black_in,skip_disable,,,,
