page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;빛과 어둠의 전쟁,skip_disable,,,,
2,움직이는검은로브의사도,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_boss,,
3,,,,,,,,,,,,2.2,skip_disable,,,,,
4,,,,검은로브 보스,left,,,,어둠의 신을 위해 목숨을 아끼지 않는 진정한 어둠의 종들이여.,bot,,,,,,,,
5,,,,검은로브 보스,left,,,,과거의 치욕을 갚을 날이 왔다.,,,,,,,,,
6,,,,검은로브 보스,left,,,,우리의 분노와 우리의 증오. 우리의 목숨이다!,,,,,,,,,
7,,,,검은로브 보스,left,,,,이 위대한 여정 끝에 어둠의 신을 깨울 양분이 될 것이다!,,,,,,,,,
8,,,,검은로브 보스,left,,,,빛의 종자를 죽여라! 빛의 나라를 무너트려라!,,,,,,,,,
9,,,,검은로브 보스,left,,,,그리고 그들의 목숨을 어둠의 신께 바쳐라! 모든 것은 어둠의 신을 위하여!,,,,,,,,,
10,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
11,챕터7,,,,,,,,,,,0.5,skip_disable,,,,,
12,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_everyday,,
13,,,두른,,right,fury,,,쳇! 생각보다 검은 로브 녀석들이 빠르게 움직이는걸. 놀라울 정도야.,,,,,,,,,
14,,,고니,,left,thought,,,그러고 보니 마력의 공간에서도 그렇고 검은 로브는 모두 누리 님을 노리고 있네요.,,,,,,,,,
15,,,케사스,,right,idle,,,앞으로 더 심해지겠지. 누리 님은 빛의 기둥에서 온 위대한 존재니까.,,,,,,,,,
16,,,모코지,,left,thought,,,이런 상황일수록 저희가 누리 님을 잘 보살펴줘야 한다고 봐요.,,,,,,,,,
17,,,모코지,,left,sorrow,,,무엇보다 누리 님은 이세계에서 온 만큼 항상 외로웠을거에요.,,,,,,,,,
18,,,두른,,right,idle,,,"그건 그렇고.. 데데, 표정이 안 좋아 보이는데? 무슨 일이 생긴 거야?",,,,,,,,,
19,,,데데,,left,thought,,,검은 로브의 사도가 모든 병력을 이끌고 진군했다고 해요.,,,,,,,,,
20,,,데데,,left,thought,,,우리들만의 힘으로 가능할까요..,,,,,,,,,
21,,,고니,,right,idle,,,"걱정하지 마. 우리가 힘을 합친다면, 뭐든 이겨낼 수 있을 거야.",,,,,,,,,
22,,,데데,,left,happy,,,고니 님 말이 맞아요. 우리는 할 수 있어요!,,,,,,,,,
23,,,두른,,right,happy,,,이야! 나까지 저 혈기가 전염될 것 같은데!,,,,,,,,,
24,,,모코지,,left,idle,,,"저, 저기... 그렇다고 스승님이 젊어지시는 건.. 아니에요..",,,,,,,,,
25,,,두른,,right,fury,,,"어이.. 아무리 내 제자라지만, 너무 야박한 거 아냐?",,,,,,,,,
26,,,,,,,,,,,,1,black_in,skip_disable,,,,
