page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;어둠의 예지,skip_disable,,,,
2,챕터6,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,다크닉스,불완전한 다크닉스,right,,silhouette,,크오오오!,,,,,,,,,efx_story_fury
4,,,케사스,,left,fury,,,저게... 어둠의 수호자?,,,,,,,,,
5,,,두른,,left,fury,,,어째 형체가 흐릿한 게 이상하게 보이는군. 안경을 바꿀 때가 된 건가?,,,,,,,,,
6,,,검은로브 보스,,right,,appear_side,,여기까지 오다니 생각보다 제법이구나.,,,,,,,,,
7,,,검은로브 보스,,right,,,,"빛의 종만 아니었다면, 나의 수하로 삼았을 텐데 그 재주가 아깝구나.",,,,,,,,,
8,,,두른,,left,happy,,,"어이쿠, 감사해라. 근데 그쪽 일은 별로 재미있을 거 같지가 않으니 사양하겠어.",,,,,,,,,
9,,,모코지,,left,thought,,,"그런데 스승님, 완전한 어둠의 수호자가 아니라니요?",,,,,,,,,
10,,,두른,,left,fury,,,비슷하게 생기긴 했는데 내가 고서에서 본 다크닉스는 아니야. 이건 마치..,,,,,,,,,
11,,,두른,,left,fury,,,"누군가가 개조한 모습 같은데.. 어이, 대체 무슨 짓을 한 거냐?",,,,,,,,,
12,,,데데,,left,fury,,,네? 설마 드래곤에게 그런 짓을!,,,,,,,,,
13,,,검은로브 보스,,right,,,,어리석구나. 그게 바로 너희의 한계인 것이다.,,,,,,,,,
14,,,검은로브 보스,,right,,,,그저 선지자라는 알량한 거짓말쟁이에게 속아 목숨을 거는 꼴이라니.,,,,,,,,,
15,,,데데,,left,fury,,,그게 무슨? 거짓말이라니!,,,,,,,,,
16,,,검은로브 보스,,right,,,,네놈의 신은 그 어느 것도 해결해주지 않을 것이다. 오직 시련만을 선사하겠지.,,,,,,,,,
17,,,고니,,left,fury,,,웃기지 마! 더 헛소리를 내뱉는다면 내가 곤죽을 만들어주겠어!,,,,,,,,,
18,,,검은로브 보스,,right,,,,무지한 빛의 종이여. 그럼 어디 이 시련을 넘어서 봐라.,,,,,,,,,
19,,,누리,,left,fury,,,엄청난 암흑의 기운이..,,,,,,,,,
20,,,검은로브 보스,,right,,,,빛의 기둥에서 온 증오스러운 존재여. 네놈에게는 그 어떤 희망도 남기지 않겠다.,,,,,,,,,
21,,,검은로브 보스,,right,,,,죽여라. 파괴해라. 반쪽의 마신이여. 이 세상을 피와 눈물로 물들여라.,,,,,,,,,
22,,,,,,,,,,,,1,black_in,skip_disable,,,,
