page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;열화의 추종자,skip_disable,,,,
2,챕터8,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,밤사냥꾼,,right,,,,"캬캬! 잘도 이곳까지 왔군. 이건 용기일까, 아니면 객기일까?",,,,,,,,,
4,,,고니,,left,fury,,,그렇게 여유 부리는 것도 이번이 마지막이니까 즐겨.,,,,,,,,,
5,,,두른,,left,fury,,,"흠, 밤사냥꾼 주변에 흐르는 저 마력, 심상치 않군.",,,,,,,,,
6,,,누리,,left,thought,,,저도 그렇게 생각해요. 모두 녀석을 신중하게 상대하세요.,,,,,,,,,
7,,,모코지,,left,idle,,,혹시 모르니 이 주변에 마력을 약화할 결계를 쳐두는 것이 좋겠어요.,,,,,,,,,
8,,,두른,,left,thought,,,"그래, 과연 내 똑똑한 제자 모코지! 조심해서 나쁠 건 없지!",,,,,,,,,
9,,,밤사냥꾼,,right,,,,크하하!  어서 덤벼라 어리석은 자들아!!,,,,,,,,,
10,,,케사스,,left,fury,,,누구처럼 잘도 떠들어대는군!,,,,,,,,,
11,,,케사스,,left,fury,attack,,,,,0.6,skip_disable,,,,,
12,,,,,,,,,,,,1,black_in,skip_disable,,,,
