page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;전진하는 빛,skip_disable,,,,
2,로비,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,두른,,right,fury,,,"젠장, 이럴 줄 알았으면.. 이 테이머 암즈를 많이 만들어 두는 건데!",,,,,,,,,
4,,,모코지,,left,idle,,,"스승님, 대체 이 테이머 암즈는 뭐죠?",,,,,,,,,
5,,,두른,,right,idle,,,마석과 마력이 필요하지 않은 테이머 암즈야.,,,,,,,,,
6,,,모코지,,left,idle,,,그럼..? 무엇을 자원으로 드래곤을 라테아에서 현실로 소환하는 거죠?,,,,,,,,,
7,,,두른,,right,thought,,,생체 에너지! 아~ 이렇게 말하면 좀 오싹하려나? 다시말해 정신력이지!,,,,,,,,,
8,,,두른,,right,thought,,,이 장비를 들고 서둘러 고니와 케사스한테 가자!,,,,,,,,,
9,,,두른,,right,fury,,,그쪽도 테이머 암즈가 먹통이 돼서 목숨이 위험할지 모르니..,,,,,,,,,
10,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
11,,,,,,,,,,,,1,fadeout,skip_disable,,bgm_sorrow,,
12,,,데데,,left,fury,,,"대, 대체 이 무시무시한 소리는 뭐지?",,,,,,,,,efx_story_fury
13,,,데데,,left,fury,,,설마... 어둠의 수호자 다크닉스가 눈을 뜬 건가?,,,,,,,,,
14,,,누리,,right,fury,,,으으으으!,,,,,,,,,
15,,,데데,,left,fury,,,"누리 님, 정신 차려요!",,,,,,,,,
16,,,데데,,left,sorrow,,,"여기.. 여기, 누가 좀 도와주세요!",,,,,,,,,
17,,,데데,,left,sorrow,,,누리 님. 힘내세요!,,,,,,,,,
18,,,누리,,right,fury,,,으으윽..,,,,,,,,,
19,,,,,,,,,,,,1,black_in,skip_disable,,,,
