page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;진리의 형태,skip_disable,,,,
2,,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,챕터2,,검은로브,,right,,,,항복하지 않겠다고? 과연? 너희도 머리가 빈 멍청이는 아니로군.,,,,,,,,,
4,,,검은로브,,right,,,,큰 것을 위해 작은 것을 버린다. 우리와 다를 바 없는 아주 합리적인 사고방식이다.,,,,,,,,,
5,,,검은로브,,right,,,,하지만 그 대가는 고스란히 받을 준비가 되었는지 궁금하군.,,,,,,,,,
6,,,검은로브,,right,,,,너희들이 합리적인 선택으로 죽어갈 수많은 사람의 목숨을 말이다.,,,,,,,,,
7,,,고니,,left,fury,,,아니! 우린 빛의 순례길도 마을도 포기하지 않아!,,,,,,,,,
8,,,데데,,left,fury,,,당신을 물리치고 마을 사람도 무사히 구해낼 겁니다!,,,,,,,,,
9,,,검은로브,,right,,,,크하하! 정신이 나간 놈들이군.,,,,,,,,,
10,,,검은로브,,right,,,,그럼 어디 발버둥 쳐봐라! 과연 네놈들이 발버둥을 누가 들을 수 있을까?,,,,,,,,,
11,,,검은로브,,right,,,,"네놈들의 여정도, 오만으로 사라질 마을도 모두 지킬 수 없다!",,,,,,,,,
12,,,검은로브,,right,,,,"나와라, 몬스터들아! 지고한 어둠을 위해 네놈들의 목숨을 바쳐라!",,,,,,,,,
13,,,데데,,left,thought,,,누리 님이 최대한 시간을 벌어 달라고 부탁했어요.,,,,,,,,,
14,,,고니,,left,fury,,,케사스와 모코지 님을 믿어야 해! 난 절대 포기하지 않아!,,,,,,,,,
15,,,,,,,,,,,,1.5,clear_all,black_in,skip_disable,,,
16,로비,,,,,,,,,,,0.5,skip_disable,,,,,
17,,,,,,,,,,,,1,fadeout,skip_disable,,,,
18,,,케사스,,right,idle,,,누리 님은 마을 사람들을 피신시키고 있어요. 이제 뭘 어떻게 할 셈이죠?,,,,,,,,,
19,,,모코지,,left,thought,,,.....,,,,,,,,,
20,,,케사스,,right,fury,,,모코지 님?,,,,,,,,,
21,,,모코지,,left,happy,,,"아, 죄송합니다. 생각에 몰두하면 다른 건 신경을 쓰지 않아서요.",,,,,,,,,
22,,,케사스,,right,thought,,,그래서? 마을을 구해낼 방법을 알고 계신 건가요?,,,,,,,,,
23,,,모코지,,left,thought,,,마탄은 본래 마공학으로 만들어진 장비 중 하나입니다.,,,,,,,,,
24,,,모코지,,left,thought,,,그리고 마탄을 운용하기 위해서는 핵에 마력을 주입해야만 하죠.,,,,,,,,,
25,,,케사스,,right,thought,,,그래서요? 그게 이 마을의 위기를 벗어나게 할 묘안과 관련 있는 건가요?,,,,,,,,,
26,테이머암즈,,,,,,,,,,,3,clear_char,clear_text,skip_disable,,,
27,,,모코지,,left,thought,,,테이머 암즈가.. 아니 드래곤이 라테아에서 세상으로 소환되는 원리를 알고 계시죠?,,,,,,,,,
28,,,케사스,,right,thought,,,"네, 마력을 자원으로 활용해 세상에 소환되죠. 테이머 암즈에 마석이 있으니까요.",,,,,,,,,
29,,,모코지,,left,thought,,,반대로 테이머 암즈에 마석이 없다면 주변의 마력을 이용하여 드래곤을 소환합니다.,,,,,,,,,
30,,,모코지,,left,happy,,,그리고 마법에 문외한 이 마을에 현재 강한 마력을 지닌 물건은 마탄 뿐입니다.,,,,,,,,,
31,,,케사스,,right,fury,,,.....,,,,,,,,,
32,,,모코지,,left,idle,,,"테이머 암즈에 마석을 뺀 후, 드래곤이 소환되는 장소를 찾아보죠.",,,,,,,,,
33,,,모코지,,left,idle,,,그중 가장 강하게 반응하는 장소가 수백 개의 마탄을 작동시키는 곳.,,,,,,,,,
34,,,모코지,,left,happy,,,바로 발화 마탄의 숨겨진 장소입니다.,,,,,,,,,
35,로비,,,,,,,,,,,1,clear_char,clear_text,skip_disable,,,
36,,,모코지,,left,happy,,,발화 마탄을 제거하면 이 마을을 구할 수 있어요,,,,,,,,,
37,,,케사스,,right,happy,,,알겠습니다. 당장 시작하죠!,,,,,,,,,
38,,,,,,,,,,,,1,black_in,skip_disable,,,,
