page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;어둠의 덫,skip_disable,,,,
2,챕터4,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,용암 거미여왕,,right,,,,잘 왔다. 나의 왕국에 온 것을 환영한다. 아가들아.,,,,,,,,,
4,,,고니,,left,fury,,,마치 우리가 올지 알고 있었다는 것처럼 들리네. 그리고 누굴 애 취급하는 거야?,,,,,,,,,
5,,,용암 거미여왕,,right,,,,너희들의 소식은 아주 잘 알고 있지. 까마귀들이 매일 알려주거든.,,,,,,,,,
6,,,용암 거미여왕,,right,,,,"뭐가 잘못됐니, 아가야?",,,,,,,,,
7,,,케사스,,left,thought,,,"까마귀라면 검은 로브 말인가? 쳇, 너도 그놈들과 한 통속인가 보군.",,,,,,,,,
8,,,용암 거미여왕,,right,,,,한 통속이라니… 말이 너무 심한데? 이렇게 예쁜 까마귀는 없을 텐데… 호호호!,,,,,,,,,
9,,,고니,,left,fury,,,"까마귀나 거미나... 말장난은 됐고, 크로낙은 어디 있는지나 말해!",,,,,,,,,
10,,,용암 거미여왕,,right,,,,"아, 그 덩치 큰 아이 말이구나. 그 아이라면 이미 여기에 없어. 아주 멀리 떠났거든.",,,,,,,,,
11,,,용암 거미여왕,,right,,,,지금쯤이면... 왕국 하나쯤을 멸망시키지 않았을까?,,,,,,,,,
12,,,데데,,left,fury,,,거짓말 마시죠. 모든 나라는 견고한 마법의 결계로 보호되고 있어요.,,,,,,,,,
13,,,데데,,left,fury,,,"아무리 강력한 태초의 마귀 크로낙이라도, 그 결계를 뚫을 수는 없습니다.",,,,,,,,,
14,,,용암 거미여왕,,right,,,,"호호호, 구멍을 밖에서만 뚫으라는 법은 없단다. 아가야.",,,,,,,,,
15,,,모코지,,left,fury,,,"그, 그게? 대체 무슨 소리죠?",,,,,,,,,
16,,,용암 거미여왕,,right,,,,안에서 뚫어도 되지. 그 결계 말이야.,,,,,,,,,
17,,,용암 거미여왕,,right,,,,이 정도도 예상하지 못했다니… 아가들답게 참으로 순진하구나.,,,,,,,,,
18,,,고니,,left,fury,,,이게… 말 끝마다 애 취급이야!,,,,,,,,,
19,,,용암 거미여왕,,right,,,,"호호호, 우리 아가는 발끈하는 모습도 귀엽네. 그럼 이 여왕님은 바빠서 이만.",,,,,,,,,
20,,,용암 거미여왕,,right,,disappear_side,,,,,0.5,skip_disable,clear_text,,,,
21,,,고니,,left,fury,,,도망치지 마랏!!,,,,,,,,,
22,,,고니,,left,fury,disappear_side,,,,,0.5,skip_disable,clear_text,,,,
23,,,,,,,,,,,,2,clear_all,black_in,skip_disable,,,
24,,,,,,,,,,,,1,fadeout,skip_disable,,,,
25,,,고니,,left,fury,,,쳇.. 보기보단 재빠른 녀석이네..,,,,,,,,,
26,,,데데,,right,sorrow,,,"어쩌면 좋죠? 검은 로브의 말이 사실이라면, 신성 왕국 바이델뿐만 아니라!",,,,,,,,,
27,,,데데,,right,sorrow,,,다른 여러 나라도 수많은 몬스터의 공격을 받고 있을 거예요.,,,,,,,,,
28,,,고니,,left,thought,,,침착해 데데. 우선 우리가 지금 할 수 있는 일을 하는 거야.,,,,,,,,,
29,,,누리,,right,thought,,,용기의 수호자를 강림시키자. 지금 우리가 할 수 있는 최고의 방법은 그것뿐이야.,,,,,,,,,
30,,,,,,,,,,,,1,black_in,skip_disable,,,,
