page,bg,illustration,char,t_char_name,char_pos,char_ani,char_effect,r_scen,t_text,text_pos,text_type,auto_skip,effect_1,effect_2,effect_3,bgm,bgm_action,sound
1,,,,,,,,,,,,3,title;믿고 있는 것,skip_disable,,,,
2,챕터9,,,,,,,,,,,0.3,skip_disable,,,bgm_dungeon_special,,
3,,,검은로브,,right,,,,"크하하하, 네놈들과의 질긴 악연도 오늘로 끝이다!",,,,,,,,,
4,,,검은로브,,right,,disappear_side,,,,,1,skip_disable,clear_text,,,,
5,,,고니,,left,fury,,,"이 자식, 치사하게 도망을!",,,,,,,,,
6,,,심해상어전사,,right,,appear_side,,크르르…,,,,,,,,,
7,,,데데,,left,fury,,,어디서 자꾸 몬스터가 튀어나오는 건지.. 이러다 검은 로브를 놓치겠어요.,,,,,,,,,
8,,,모코지,,left,fury,,,"앗, 스승님, 조심하세요!",,,,,,,,,
9,,,심해상어전사,,right,,,,캬아악!!,,,0.5,skip_disable,flash,clear_text,,,
10,,,심해상어전사,,right,,,,,,,0.5,skip_disable,flash,shaking,,,
11,,,심해상어전사,,right,,disappear_down,,,,,1,skip_disable,,,,,
12,,,누리,,right,idle,appear_side,,뭐야? 심해의 성지는 아직인 거야?,,,,,,,,,
13,,,데데,,left,happy,,,누리 님!,,,,,,,,,
14,,,케사스,,right,idle,appear_side,,"자, 여기 긴급지원이 도착했습니다.",,,,,,,,,
15,,,모코지,,left,happy,,,케사스!,,,,,,,,,
16,,,두른,,left,idle,,,설마 그 많은 몬스터들을 벌써 다 쓸어버린건가?,,,,,,,,,
17,,,파워 드래곤,,right,,appear_side,,[빛을 찾아 순례하는 존재들이여. 잘 와주었다.],,italic,,,,,bgm_lobby,,
18,,,고니,,left,idle,,,"파, 파워 드래곤?",,,,,,,,,
19,,,케사스,,left,idle,,,위험한 순간에 나타나 우리를 지켜줬어. 덕분에 무사할 수 있었지.,,,,,,,,,
20,,,데데,,left,happy,,,신의의 수호자시여. 제 친구분들을 구해주셔서 정말 감사드립니다.,,,,,,,,,
21,,,파워 드래곤,,right,,,,[빛의 순례자를 지키는 것은 내가 지닌 당연한 의무일 뿐이다.],,italic,,,,,,,
22,,,파워 드래곤,,right,,,,[어서 서둘러라. 사악한 어둠의 마수가 심해의 성지를 노리고 있다.],,italic,,,,,,,
23,,,데데,,left,fury,,,네! 모두 움직이죠! 검은 로브의 악행을 막아야 해요!,,,,,,,,,
24,,,,,,,,,,,,1,black_in,skip_disable,,,,
